Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,82.043113,[ 5 36] ; [132  23],[28.65816327 12.34183673] ; [108.34183673  46.65816327],1
v4,1,0.0,30.131804,[22 19] ; [139  15],[33.85128205  7.14871795] ; [127.14871795  26.85128205],1
p2,1,0.0,27.140323,[10 30] ; [108  46],[24.32989691 15.67010309] ; [93.67010309 60.32989691],1
s6,1,0.0,27.083019,[ 7 34] ; [96 57],[21.76804124 19.23195876] ; [81.23195876 71.76804124],1
r1,1,2e-06,22.94619,[16 25] ; [119  34],[28.53092784 12.46907216] ; [106.46907216  46.53092784],1
r2,1,3e-06,21.949714,[26 14] ; [143  11],[34.84536082  5.15463918] ; [134.15463918  19.84536082],1
s2,1,3.7e-05,17.027858,[ 5 36] ; [74 81],[16.5255102 24.4744898] ; [62.4744898 92.5255102],1
v2,1,9.5e-05,15.227547,[ 6 34] ; [73 75],[16.80851064 23.19148936] ; [62.19148936 85.80851064],1
n6,1,0.000146,14.420495,[16 25] ; [108  44],[26.34196891 14.65803109] ; [97.65803109 54.34196891],1
b5,1,0.000409,12.491481,[16 25] ; [107  48],[25.72959184 15.27040816] ; [97.27040816 57.72959184],1
p4,1,0.000493,12.140752,[ 7 33] ; [73 79],[16.66666667 23.33333333] ; [63.33333333 88.66666667],1
p7,1,0.000727,11.419563,[ 8 31] ; [77 75],[17.35602094 21.64397906] ; [67.64397906 84.35602094],1
p6,1,0.000768,11.316862,[ 2 38] ; [ 47 104],[10.2617801 29.7382199] ; [ 38.7382199 112.2617801],1
s7,1,0.001118,10.620559,[ 6 32] ; [64 79],[14.6961326 23.3038674] ; [55.3038674 87.6961326],0
a1,1,0.001318,10.317073,[ 8 33] ; [  7 148],[ 3.1377551 37.8622449] ; [ 11.8622449 143.1377551],0
a7,1,0.002328,9.271378,[19 22] ; [111  44],[27.19387755 13.80612245] ; [102.80612245  52.19387755],0
d4,1,0.002803,8.931501,[23 18] ; [121  32],[30.43298969 10.56701031] ; [113.56701031  39.43298969],0
d5,1,0.003685,8.432868,[22 19] ; [118  36],[29.43589744 11.56410256] ; [110.56410256  43.43589744],0
s3,1,0.004088,8.244302,[10 29] ; [79 75],[17.98445596 21.01554404] ; [71.01554404 82.98445596],0
p9,1,0.007665,7.110064,[15 23] ; [95 55],[22.23404255 15.76595745] ; [87.76595745 62.23404255],0
d3,1,0.008939,6.835042,[17 24] ; [98 55],[24.30412371 16.69587629] ; [90.69587629 62.30412371],0
s8,1,0.014271,6.004322,[ 6 35] ; [ 53 101],[12.40512821 28.59487179] ; [ 46.59487179 107.40512821],0
u3,1,0.019012,5.500446,[ 3 13] ; [29 27],[7.11111111 8.88888889] ; [24.88888889 31.11111111],0
a5,1,0.022582,5.200358,[19 22] ; [102  53],[25.31122449 15.68877551] ; [95.68877551 59.31122449],0
d1,1,0.039057,4.258397,[14 27] ; [81 74],[19.87244898 21.12755102] ; [75.12755102 79.87244898],0
p8,1,0.041533,4.154143,[ 7 33] ; [ 52 100],[12.29166667 27.70833333] ; [ 46.70833333 105.29166667],0
u1,1,0.044296,4.045225,[ 2 39] ; [ 27 128],[ 6.06632653 34.93367347] ; [ 22.93367347 132.06632653],0
s5,1,0.048477,3.893375,[ 5 36] ; [ 40 108],[ 9.76190476 31.23809524] ; [ 35.23809524 112.76190476],0
a2,1,0.055433,3.669001,[ 5 36] ; [ 41 114],[ 9.62244898 31.37755102] ; [ 36.37755102 118.62244898],0
v1,1,0.067958,3.331666,[12 29] ; [69 84],[17.1185567 23.8814433] ; [63.8814433 89.1185567],0
p3,1,0.068364,3.32188,[ 9 31] ; [58 95],[13.88601036 26.11398964] ; [53.11398964 99.88601036],0
p1,1,0.091434,2.84894,[ 6 35] ; [ 10 144],[ 3.36410256 37.63589744] ; [ 12.63589744 141.36410256],0
p10,1,0.095333,2.781941,[15 25] ; [78 71],[19.68253968 20.31746032] ; [73.31746032 75.68253968],0
u2,1,0.112418,2.519897,[ 4 12] ; [26 29],[6.76056338 9.23943662] ; [23.23943662 31.76056338],0
a8,1,0.123458,2.372893,[ 2 37] ; [ 20 120],[ 4.79329609 34.20670391] ; [ 17.20670391 122.79329609],0
n3,1,0.125031,2.35314,[10 12] ; [33 18],[12.95890411  9.04109589] ; [30.04109589 20.95890411],0
b1,1,0.155281,2.019588,[26 15] ; [79 76],[21.96428571 19.03571429] ; [83.03571429 71.96428571],0
d2,1,0.180858,1.790557,[15 25] ; [76 78],[18.7628866 21.2371134] ; [72.2371134 81.7628866],0
n5,1,0.188161,1.731956,[30 11] ; [95 58],[26.41752577 14.58247423] ; [98.58247423 54.41752577],0
a6,1,0.224956,1.472475,[21 20] ; [95 59],[24.38974359 16.61025641] ; [91.61025641 62.38974359],0
a4,1,0.261957,1.258383,[13 26] ; [67 88],[16.08247423 22.91752577] ; [63.91752577 91.08247423],0
p12,1,0.295153,1.095965,[ 2 39] ; [  3 150],[ 1.05670103 39.94329897] ; [  3.94329897 149.05670103],0
n2,1,0.339982,0.910499,[13 10] ; [36 17],[14.82894737  8.17105263] ; [34.17105263 18.82894737],0
v3,1,0.356705,0.849462,[11 30] ; [50 95],[13.44623656 27.55376344] ; [47.55376344 97.44623656],0
b2,1,0.388959,0.742195,[11 16] ; [25 54],[ 9.16981132 17.83018868] ; [26.83018868 52.16981132],0
b3,1,0.388959,0.742195,[11 16] ; [25 54],[ 9.16981132 17.83018868] ; [26.83018868 52.16981132],0
b4,1,0.436997,0.604156,[25 16] ; [84 71],[22.80102041 18.19897959] ; [86.19897959 68.80102041],0
p5,1,0.647396,0.209199,[ 2 37] ; [ 11 142],[ 2.640625 36.359375] ; [ 10.359375 142.640625],0
n1,1,0.707243,0.141046,[11 12] ; [22 29],[10.25675676 12.74324324] ; [22.74324324 28.25675676],0
s1,1,0.910826,0.012543,[ 3 38] ; [ 12 141],[ 3.17010309 37.82989691] ; [ 11.82989691 141.17010309],0
a3,1,0.935024,0.006646,[25 14] ; [97 56],[24.78125 14.21875] ; [97.21875 55.78125],0
n4,1,0.952873,0.003493,[27 14] ; [100  53],[26.84020619 14.15979381] ; [100.15979381  52.84020619],0
