Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,4.9e-05,16.47571,[1 2] ; [63  3],[2.7826087 0.2173913] ; [61.2173913  4.7826087],1
s3,1,0.056666,3.632369,[1 2] ; [52 13],[2.33823529 0.66176471] ; [50.66176471 14.33823529],0
r3,1,0.074747,3.175568,[2 1] ; [62  4],[2.7826087 0.2173913] ; [61.2173913  4.7826087],0
n5,1,0.074747,3.175568,[2 1] ; [62  4],[2.7826087 0.2173913] ; [61.2173913  4.7826087],0
n4,1,0.074747,3.175568,[2 1] ; [62  4],[2.7826087 0.2173913] ; [61.2173913  4.7826087],0
d3,1,0.106506,2.605311,[1 2] ; [49 16],[2.20588235 0.79411765] ; [47.79411765 17.20588235],0
s2,1,0.141327,2.163451,[1 2] ; [48 18],[2.13043478 0.86956522] ; [46.86956522 19.13043478],0
p12,1,0.170017,1.882794,[2 1] ; [19 46],[0.92647059 2.07352941] ; [20.07352941 44.92647059],0
s6,1,0.179227,1.804023,[2 1] ; [59  6],[2.69117647 0.30882353] ; [58.30882353  6.69117647],0
d1,1,0.210471,1.568182,[1 2] ; [45 21],[2. 1.] ; [44. 22.],0
p4,1,0.235639,1.406496,[2 1] ; [58  7],[2.64705882 0.35294118] ; [57.35294118  7.64705882],0
n2,1,0.347465,0.882692,[1 1] ; [12  3],[1.52941176 0.47058824] ; [11.47058824  3.52941176],0
a6,1,0.358853,0.841905,[1 2] ; [39 26],[1.76470588 1.23529412] ; [38.23529412 26.76470588],0
a8,1,0.386896,0.748674,[1 2] ; [ 9 52],[0.46875 2.53125] ; [ 9.53125 51.46875],0
a2,1,0.456353,0.554825,[1 2] ; [11 55],[0.52173913 2.47826087] ; [11.47826087 54.52173913],0
u1,1,0.511587,0.430819,[1 2] ; [12 54],[0.56521739 2.43478261] ; [12.43478261 53.56521739],0
p3,1,0.521883,0.41017,[2 1] ; [53 12],[2.42647059 0.57352941] ; [52.57352941 12.42647059],0
s8,1,0.576568,0.311817,[2 1] ; [52 13],[2.38235294 0.61764706] ; [51.61764706 13.38235294],0
a4,1,0.67976,0.170397,[1 2] ; [30 36],[1.34782609 1.65217391] ; [29.65217391 36.34782609],0
v2,1,0.683416,0.166305,[2 1] ; [35 29],[1.65671642 1.34328358] ; [35.34328358 28.65671642],0
b4,1,0.717034,0.131352,[2 1] ; [37 29],[1.69565217 1.30434783] ; [37.30434783 28.69565217],0
v3,1,0.801309,0.063329,[2 1] ; [38 26],[1.79104478 1.20895522] ; [38.20895522 25.79104478],0
b5,1,0.833385,0.044252,[1 2] ; [26 40],[1.17391304 1.82608696] ; [25.82608696 40.17391304],0
a7,1,0.865234,0.028803,[2 1] ; [47 19],[2.13043478 0.86956522] ; [46.86956522 19.13043478],0
b1,1,0.873751,0.025248,[1 2] ; [25 41],[1.13043478 1.86956522] ; [24.86956522 41.13043478],0
s5,1,0.91108,0.012472,[2 1] ; [40 23],[1.90909091 1.09090909] ; [40.09090909 22.90909091],0
n3,1,0.929308,0.00787,[1 1] ; [8 7],[1.05882353 0.94117647] ; [7.94117647 7.05882353],0
v1,1,0.939399,0.00578,[2 1] ; [44 20],[2.05970149 0.94029851] ; [43.94029851 20.05970149],0
p6,1,0.970385,0.001378,[2 1] ; [44 21],[2.02941176 0.97058824] ; [43.97058824 21.02941176],0
