Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,2.1e-05,18.074439,[29  4] ; [43 52],[18.5625 14.4375] ; [53.4375 41.5625],1
a3,1,0.574158,0.315774,[16 18] ; [49 44],[17.4015748 16.5984252] ; [47.5984252 45.4015748],0
a1,1,0.581133,0.304406,[ 1 33] ; [ 5 90],[ 1.58139535 32.41860465] ; [ 4.41860465 90.58139535],0
n1,1,0.626354,0.237037,[2 3] ; [14 13],[2.5 2.5] ; [13.5 13.5],0
a4,1,0.633272,0.22765,[ 6 28] ; [20 73],[ 6.96062992 27.03937008] ; [19.03937008 73.96062992],0
s1,1,0.644632,0.212735,[ 3 31] ; [ 6 87],[ 2.40944882 31.59055118] ; [ 6.59055118 86.40944882],0
p2,1,0.729332,0.119726,[24 10] ; [64 31],[23.19379845 10.80620155] ; [64.80620155 30.19379845],0
b2,1,0.745274,0.105545,[ 9 11] ; [27 39],[ 8.37209302 11.62790698] ; [27.62790698 38.37209302],0
b3,1,0.745274,0.105545,[ 9 11] ; [27 39],[ 8.37209302 11.62790698] ; [27.62790698 38.37209302],0
r3,1,0.754725,0.097603,[29  5] ; [78 16],[28.421875  5.578125] ; [78.578125 15.421875],0
a2,1,0.770369,0.085201,[ 2 32] ; [ 7 88],[ 2.37209302 31.62790698] ; [ 6.62790698 88.37209302],0
d4,1,0.774488,0.082087,[16 18] ; [42 53],[15.28682171 18.71317829] ; [42.71317829 52.28682171],0
v3,1,0.775154,0.08159,[13 21] ; [33 60],[12.31496063 21.68503937] ; [33.68503937 59.31496063],0
n3,1,0.902425,0.01503,[4 2] ; [16  9],[3.87096774 2.12903226] ; [16.12903226  8.87096774],0
v2,1,0.92048,0.009966,[15 18] ; [40 50],[14.75609756 18.24390244] ; [40.24390244 49.75609756],0
a6,1,0.924944,0.008875,[20 14] ; [55 40],[19.76744186 14.23255814] ; [55.23255814 39.76744186],0
d3,1,0.971991,0.001233,[13 21] ; [36 59],[12.91472868 21.08527132] ; [36.08527132 58.91472868],0
