Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,2.1e-05,18.074439,[29  4] ; [43 52],[18.5625 14.4375] ; [53.4375 41.5625],1
s2,1,0.000147,14.412077,[24 10] ; [31 63],[14.609375 19.390625] ; [40.390625 53.609375],1
s7,1,0.000597,11.784504,[23  9] ; [33 57],[14.68852459 17.31147541] ; [41.31147541 48.68852459],1
p5,1,0.00122,10.45937,[10 24] ; [ 7 87],[ 4.515625 29.484375] ; [12.484375 81.515625],0
r4,1,0.009106,6.801845,[32  2] ; [69 26],[26.62015504  7.37984496] ; [74.37984496 20.62015504],0
p6,1,0.012748,6.203812,[17 17] ; [25 69],[11.15625 22.84375] ; [30.84375 63.15625],0
s4,1,0.014107,6.024713,[ 9 25] ; [ 9 86],[ 4.74418605 29.25581395] ; [13.25581395 81.74418605],0
p7,1,0.028529,4.795829,[23 11] ; [43 51],[17.53125 16.46875] ; [48.46875 45.53125],0
s8,1,0.041007,4.175729,[15 18] ; [25 70],[10.3125 22.6875] ; [29.6875 65.3125],0
v4,1,0.049224,3.867692,[33  1] ; [79 15],[29.75  4.25] ; [82.25 11.75],0
p12,1,0.053482,3.728799,[ 6 28] ; [ 6 88],[ 3.1875 30.8125] ; [ 8.8125 85.1875],0
p8,1,0.060973,3.510719,[21 12] ; [42 52],[16.37007874 16.62992126] ; [46.62992126 47.37007874],0
a5,1,0.067942,3.332064,[23 11] ; [47 48],[18.4496124 15.5503876] ; [51.5503876 43.4496124],0
n5,1,0.089866,2.876765,[32  2] ; [78 17],[28.99224806  5.00775194] ; [81.00775194 13.99224806],0
p3,1,0.101549,2.681047,[18 16] ; [35 60],[13.96899225 20.03100775] ; [39.03100775 55.96899225],0
n6,1,0.105063,2.626952,[31  3] ; [74 20],[27.890625  6.109375] ; [77.109375 16.890625],0
u3,1,0.112235,2.522472,[11  7] ; [18 28],[8.15625 9.84375] ; [20.84375 25.15625],0
u2,1,0.128826,2.306592,[11  7] ; [18 27],[8.28571429 9.71428571] ; [20.71428571 24.28571429],0
s3,1,0.134874,2.235484,[22 11] ; [48 45],[18.33333333 14.66666667] ; [51.66666667 41.33333333],0
b1,1,0.166415,1.914949,[19 15] ; [40 55],[15.5503876 18.4496124] ; [43.4496124 51.5503876],0
r2,1,0.173348,1.853746,[32  2] ; [80 14],[29.75  4.25] ; [82.25 11.75],0
p9,1,0.184849,1.758203,[27  6] ; [65 28],[24.0952381  8.9047619] ; [67.9047619 25.0952381],0
p4,1,0.216174,1.529592,[18 15] ; [40 55],[14.953125 18.046875] ; [43.046875 51.953125],0
r1,1,0.228437,1.450567,[26  8] ; [62 33],[23.19379845 10.80620155] ; [64.80620155 30.19379845],0
p1,1,0.242085,1.368414,[ 8 26] ; [14 81],[ 5.79844961 28.20155039] ; [16.20155039 78.79844961],0
p11,1,0.267569,1.22917,[27  7] ; [66 29],[24.51162791  9.48837209] ; [68.48837209 26.51162791],0
u1,1,0.275556,1.188877,[ 2 32] ; [ 2 93],[ 1.05426357 32.94573643] ; [ 2.94573643 92.05426357],0
a7,1,0.313129,1.01743,[22 12] ; [52 43],[19.50387597 14.49612403] ; [54.49612403 40.50387597],0
p10,1,0.32701,0.960704,[26  7] ; [65 28],[23.83333333  9.16666667] ; [67.16666667 25.83333333],0
a8,1,0.348573,0.878644,[ 5 28] ; [ 8 79],[ 3.575 29.425] ; [ 9.425 77.575],0
b5,1,0.358254,0.844005,[21 13] ; [50 45],[18.71317829 15.28682171] ; [52.28682171 42.71317829],0
d2,1,0.392174,0.732189,[10 24] ; [21 74],[ 8.17054264 25.82945736] ; [22.82945736 72.17054264],0
b4,1,0.415531,0.66292,[21 13] ; [51 44],[18.97674419 15.02325581] ; [53.02325581 41.97674419],0
d1,1,0.460104,0.545642,[ 3 31] ; [ 5 90],[ 2.10852713 31.89147287] ; [ 5.89147287 89.10852713],0
v1,1,0.506222,0.441869,[14 20] ; [44 48],[15.65079365 18.34920635] ; [42.34920635 49.65079365],0
n2,1,0.518992,0.415895,[5 1] ; [19  8],[4.36363636 1.63636364] ; [19.63636364  7.36363636],0
