Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,45.851244,[154  26] ; [11 23],[138.78504673  41.21495327] ; [26.21495327  7.78504673],1
n4,1,3e-06,21.62813,[150  30] ; [16 18],[139.62616822  40.37383178] ; [26.37383178  7.62616822],1
r3,1,0.000112,14.922816,[174   6] ; [27  7],[169.06542056  10.93457944] ; [31.93457944  2.06542056],1
p11,1,0.000343,12.821107,[147  34] ; [18 16],[138.90697674  42.09302326] ; [26.09302326  7.90697674],1
d2,1,0.000392,12.57107,[102  78] ; [ 8 26],[92.52336449 87.47663551] ; [17.47663551 16.52336449],1
v4,1,0.000837,11.156831,[175   6] ; [28  6],[170.89767442  10.10232558] ; [32.10232558  1.89767442],1
r4,1,0.001183,10.517451,[167  14] ; [25  9],[161.6372093  19.3627907] ; [30.3627907  3.6372093],0
p10,1,0.001353,10.268112,[148  30] ; [20 14],[141.05660377  36.94339623] ; [26.94339623  7.05660377],0
d1,1,0.001697,9.850974,[116  65] ; [12 22],[107.75813953  73.24186047] ; [20.24186047 13.75813953],0
p2,1,0.00182,9.723047,[145  35] ; [19 15],[137.94392523  42.05607477] ; [26.05607477  7.94392523],0
s8,1,0.005892,7.582977,[88 91] ; [ 8 26],[80.67605634 98.32394366] ; [15.32394366 18.67605634],0
s5,1,0.00662,7.373373,[ 63 115] ; [ 4 30],[ 56.25471698 121.74528302] ; [10.74528302 23.25471698],0
p7,1,0.011496,6.38704,[103  72] ; [12 22],[96.29186603 78.70813397] ; [18.70813397 15.29186603],0
s6,1,0.01151,6.384847,[123  54] ; [16 18],[116.60189573  60.39810427] ; [22.39810427 11.60189573],0
a2,1,0.016964,5.700131,[ 51 130] ; [ 3 31],[ 45.46046512 135.53953488] ; [ 8.53953488 25.46046512],0
p4,1,0.021106,5.318023,[96 82] ; [11 23],[89.83962264 88.16037736] ; [17.16037736 16.83962264],0
d5,1,0.024754,5.040981,[152  29] ; [23 11],[147.3255814  33.6744186] ; [27.6744186  6.3255814],0
a3,1,0.028466,4.799611,[139  42] ; [20 14],[133.85581395  47.14418605] ; [25.14418605  8.85581395],0
s7,1,0.044477,4.038377,[86 84] ; [10 22],[80.79207921 89.20792079] ; [15.20792079 16.79207921],0
v2,1,0.048268,3.900632,[140  38] ; [20 12],[135.61904762  42.38095238] ; [24.38095238  7.61904762],0
s1,1,0.051407,3.794947,[  4 172] ; [ 3 31],[  5.86666667 170.13333333] ; [ 1.13333333 32.86666667],0
u2,1,0.073233,3.209019,[21 20] ; [11  3],[23.85454545 17.14545455] ; [8.14545455 5.85454545],0
v1,1,0.083134,3.002549,[112  66] ; [16 18],[107.47169811  70.52830189] ; [20.52830189 13.47169811],0
r2,1,0.090781,2.860463,[171   8] ; [30  4],[168.91549296  10.08450704] ; [32.08450704  1.91549296],0
d4,1,0.101034,2.689144,[153  27] ; [25  9],[149.71962617  30.28037383] ; [28.28037383  5.71962617],0
p9,1,0.103735,2.64716,[142  35] ; [23 11],[138.41232227  38.58767773] ; [26.58767773  7.41232227],0
b5,1,0.120577,2.409814,[111  70] ; [16 18],[106.91627907  74.08372093] ; [20.08372093 13.91627907],0
n2,1,0.124471,2.36014,[33  7] ; [6 4],[31.2  8.8] ; [7.8 2.2],0
p3,1,0.161958,1.955848,[87 93] ; [12 22],[83.27102804 96.72897196] ; [15.72897196 18.27102804],0
a8,1,0.163734,1.939394,[ 25 135] ; [ 2 30],[ 22.5 137.5] ; [ 4.5 27.5],0
s2,1,0.172543,1.86071,[96 82] ; [14 20],[92.35849057 85.64150943] ; [17.64150943 16.35849057],0
a4,1,0.221396,1.495297,[84 96] ; [12 22],[80.74766355 99.25233645] ; [15.25233645 18.74766355],0
n3,1,0.259132,1.273389,[31  9] ; [6 4],[29.6 10.4] ; [7.4 2.6],0
d3,1,0.268133,1.226276,[129  52] ; [21 13],[126.27906977  54.72093023] ; [23.72093023 10.27906977],0
p12,1,0.272922,1.202002,[ 15 165] ; [ 1 33],[ 13.45794393 166.54205607] ; [ 2.54205607 31.45794393],0
b1,1,0.300171,1.073433,[ 63 118] ; [15 19],[ 65.66511628 115.33488372] ; [12.33488372 21.66511628],0
r1,1,0.308424,1.037414,[156  25] ; [27  7],[154.06046512  26.93953488] ; [28.93953488  5.06046512],0
p8,1,0.38224,0.763486,[83 96] ; [13 21],[80.67605634 98.32394366] ; [15.32394366 18.67605634],0
s3,1,0.391504,0.734266,[102  74] ; [17 17],[99.73333333 76.26666667] ; [19.26666667 14.73333333],0
p5,1,0.449342,0.57231,[ 18 162] ; [ 2 32],[ 16.82242991 163.17757009] ; [ 3.17757009 30.82242991],0
a1,1,0.459034,0.54825,[ 10 171] ; [ 3 31],[ 10.94418605 170.05581395] ; [ 2.05581395 31.94418605],0
s4,1,0.461409,0.542475,[ 24 155] ; [ 3 31],[ 22.69014085 156.30985915] ; [ 4.30985915 29.69014085],0
a5,1,0.467064,0.528913,[133  48] ; [27  7],[134.69767442  46.30232558] ; [25.30232558  8.69767442],0
n1,1,0.571052,0.320925,[11 27] ; [2 8],[10.29166667 27.70833333] ; [2.70833333 7.29166667],0
a6,1,0.616351,0.251029,[125  56] ; [22 12],[123.75348837  57.24651163] ; [23.24651163 10.75348837],0
b4,1,0.727609,0.121318,[106  75] ; [21 13],[106.91627907  74.08372093] ; [20.08372093 13.91627907],0
a7,1,0.845758,0.037843,[130  50] ; [24 10],[129.53271028  50.46728972] ; [24.46728972  9.53271028],0
b2,1,0.931542,0.00738,[44 77] ; [ 6 11],[43.84057971 77.15942029] ; [ 6.15942029 10.84057971],0
b3,1,0.931542,0.00738,[44 77] ; [ 6 11],[43.84057971 77.15942029] ; [ 6.15942029 10.84057971],0
u3,1,0.953792,0.003358,[23 19] ; [7 6],[22.90909091 19.09090909] ; [7.09090909 5.90909091],0
p1,1,0.997556,9e-06,[ 16 165] ; [ 3 31],[ 15.99534884 165.00465116] ; [ 3.00465116 30.99534884],0
