Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,64.602499,[268 191] ; [ 24 106],[227.55178268 231.44821732] ; [64.44821732 65.55178268],1
d1,1,0.0,53.049049,[320 141] ; [45 86],[284.23141892 176.76858108] ; [80.76858108 50.23141892],1
a3,1,0.0,39.194197,[365  95] ; [68 63],[337.02199662 122.97800338] ; [95.97800338 35.02199662],1
a4,1,0.0,36.139651,[245 214] ; [ 31 100],[214.71864407 244.28135593] ; [61.28135593 69.71864407],1
u1,1,0.0,28.179131,[115 346] ; [  5 126],[ 93.44594595 367.55405405] ; [ 26.55405405 104.44594595],1
d5,1,6e-06,20.637533,[392  67] ; [89 42],[374.20169492  84.79830508] ; [106.79830508  24.20169492],1
d4,1,0.00015,14.367937,[399  60] ; [95 35],[384.96774194  74.03225806] ; [109.03225806  20.96774194],1
n4,1,0.000166,14.175984,[389  71] ; [91 39],[374.23728814  85.76271186] ; [105.76271186  24.23728814],1
p3,1,0.000788,11.269957,[256 202] ; [51 79],[239.12585034 218.87414966] ; [67.87414966 62.12585034],1
a6,1,0.000849,11.131529,[342 117] ; [78 53],[326.74576271 132.25423729] ; [93.25423729 37.74576271],1
s7,1,0.001029,10.774861,[237 202] ; [48 80],[220.66137566 218.33862434] ; [64.33862434 63.66137566],0
p4,1,0.001109,10.636185,[304 153] ; [65 63],[288.26153846 168.73846154] ; [80.73846154 47.26153846],0
s8,1,0.00134,10.28659,[228 226] ; [45 86],[211.86666667 242.13333333] ; [61.13333333 69.86666667],0
p2,1,0.001685,9.864966,[407  50] ; [102  28],[396.27427598  60.72572402] ; [112.72572402  17.27427598],0
p10,1,0.002022,9.529381,[405  51] ; [101  28],[394.42051282  61.57948718] ; [111.57948718  17.42051282],0
d3,1,0.003003,8.805546,[342 118] ; [80 51],[328.46023689 131.53976311] ; [93.53976311 37.46023689],0
b2,1,0.003322,8.621595,[134 172] ; [16 50],[123.38709677 182.61290323] ; [26.61290323 39.38709677],0
