Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.006476,7.412864,[ 4 26] ; [6 5],[ 7.31707317 22.68292683] ; [2.68292683 8.31707317],0
a3,1,0.04412,4.051948,[16 12] ; [10  1],[18.66666667  9.33333333] ; [7.33333333 3.66666667],0
s1,1,0.046837,3.951222,[ 3 27] ; [4 7],[ 5.12195122 24.87804878] ; [1.87804878 9.12195122],0
s2,1,0.074015,3.19165,[ 2 28] ; [3 8],[ 3.65853659 26.34146341] ; [1.34146341 9.65853659],0
v2,1,0.180638,1.792366,[ 3 26] ; [3 8],[ 4.35 24.65] ; [1.65 9.35],0
p8,1,0.195945,1.672341,[ 5 24] ; [4 7],[ 6.525 22.475] ; [2.475 8.525],0
s3,1,0.235718,1.406021,[ 8 20] ; [1 9],[ 6.63157895 21.36842105] ; [2.36842105 7.63157895],0
d1,1,0.264069,1.247296,[14 16] ; [3 8],[12.43902439 17.56097561] ; [4.56097561 6.43902439],0
n5,1,0.279673,1.16868,[24  6] ; [7 4],[22.68292683  7.31707317] ; [8.31707317 2.68292683],0
p1,1,0.293257,1.104609,[ 4 26] ; [3 8],[ 5.12195122 24.87804878] ; [1.87804878 9.12195122],0
r2,1,0.299625,1.075862,[18 11] ; [8 2],[19.33333333  9.66666667] ; [6.66666667 3.33333333],0
d4,1,0.303211,1.060019,[19 11] ; [5 6],[17.56097561 12.43902439] ; [6.43902439 4.56097561],0
p9,1,0.369288,0.806061,[ 6 21] ; [4 7],[ 7.10526316 19.89473684] ; [2.89473684 8.10526316],0
p6,1,0.464694,0.534565,[ 1 28] ; [ 1 10],[ 1.45 27.55] ; [ 0.55 10.45],0
n2,1,0.475533,0.509091,[ 8 10] ; [2 1],[8.57142857 9.42857143] ; [1.42857143 1.57142857],0
n4,1,0.54542,0.365587,[22  8] ; [7 4],[21.2195122  8.7804878] ; [7.7804878 3.2195122],0
a5,1,0.555863,0.346918,[16 14] ; [7 4],[16.82926829 13.17073171] ; [6.17073171 4.82926829],0
p7,1,0.584177,0.29953,[ 5 24] ; [1 9],[ 4.46153846 24.53846154] ; [1.53846154 8.46153846],0
r1,1,0.609283,0.26122,[11 19] ; [5 6],[11.70731707 18.29268293] ; [4.29268293 6.70731707],0
b5,1,0.609283,0.26122,[11 19] ; [5 6],[11.70731707 18.29268293] ; [4.29268293 6.70731707],0
s6,1,0.618144,0.248485,[ 6 24] ; [3 8],[ 6.58536585 23.41463415] ; [2.41463415 8.58536585],0
b2,1,0.634433,0.226097,[11 14] ; [2 4],[10.48387097 14.51612903] ; [2.51612903 3.48387097],0
b3,1,0.634433,0.226097,[11 14] ; [2 4],[10.48387097 14.51612903] ; [2.51612903 3.48387097],0
n3,1,0.639207,0.21978,[ 6 12] ; [1 1],[ 6.3 11.7] ; [0.7 1.3],0
s7,1,0.670556,0.180952,[ 4 24] ; [2 8],[ 4.42105263 23.57894737] ; [1.57894737 8.42105263],0
b4,1,0.688156,0.161089,[17 13] ; [7 4],[17.56097561 12.43902439] ; [6.43902439 4.56097561],0
a2,1,0.697146,0.151457,[ 4 26] ; [2 9],[ 4.3902439 25.6097561] ; [1.6097561 9.3902439],0
r4,1,0.697146,0.151457,[ 4 26] ; [2 9],[ 4.3902439 25.6097561] ; [1.6097561 9.3902439],0
p3,1,0.697146,0.151457,[ 4 26] ; [2 9],[ 4.3902439 25.6097561] ; [1.6097561 9.3902439],0
p11,1,0.697146,0.151457,[ 4 26] ; [2 9],[ 4.3902439 25.6097561] ; [1.6097561 9.3902439],0
a4,1,0.710644,0.137634,[12 16] ; [4 7],[11.48717949 16.51282051] ; [4.51282051 6.48717949],0
s4,1,0.713013,0.135286,[ 4 26] ; [ 1 10],[ 3.65853659 26.34146341] ; [1.34146341 9.65853659],0
n1,1,0.718816,0.12963,[10  8] ; [2 1],[10.28571429  7.71428571] ; [1.71428571 1.28571429],0
d5,1,0.75344,0.098663,[18 12] ; [6 5],[17.56097561 12.43902439] ; [6.43902439 4.56097561],0
b1,1,0.75344,0.098663,[18 12] ; [6 5],[17.56097561 12.43902439] ; [6.43902439 4.56097561],0
p4,1,0.782528,0.07619,[ 4 26] ; [1 9],[ 3.75 26.25] ; [1.25 8.75],0
s8,1,0.791701,0.06975,[ 2 28] ; [ 1 10],[ 2.19512195 27.80487805] ; [ 0.80487805 10.19512195],0
a7,1,0.796415,0.066558,[15 15] ; [5 6],[14.63414634 15.36585366] ; [5.36585366 5.63414634],0
n6,1,0.815914,0.054198,[12 17] ; [5 6],[12.325 16.675] ; [4.675 6.325],0
p10,1,0.838007,0.041797,[ 7 22] ; [3 8],[ 7.25 21.75] ; [2.75 8.25],0
a1,1,0.896438,0.016942,[ 6 24] ; [2 9],[ 5.85365854 24.14634146] ; [2.14634146 8.85365854],0
v4,1,0.903482,0.014705,[13 17] ; [5 6],[13.17073171 16.82926829] ; [4.82926829 6.17073171],0
d3,1,0.903482,0.014705,[13 17] ; [5 6],[13.17073171 16.82926829] ; [4.82926829 6.17073171],0
p5,1,0.906039,0.013932,[ 3 26] ; [ 1 10],[ 2.9 26.1] ; [1.1 9.9],0
s5,1,0.930734,0.007555,[ 3 27] ; [ 1 10],[ 2.92682927 27.07317073] ; [1.07317073 9.92682927],0
a6,1,0.94502,0.004756,[16 14] ; [6 5],[16.09756098 13.90243902] ; [5.90243902 5.09756098],0
d2,1,0.97161,0.001267,[13 16] ; [5 6],[13.05 15.95] ; [4.95 6.05],0
