Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,55.346067,[190  55] ; [39 68],[159.38920455  85.61079545] ; [69.61079545 37.38920455],1
d3,1,0.0,39.146226,[195  51] ; [49 58],[170.03966006  75.96033994] ; [73.96033994 33.03966006],1
a2,1,1e-06,24.0122,[ 88 158] ; [11 96],[ 68.99150142 177.00849858] ; [30.00849858 76.99150142],1
u1,1,2e-06,22.550154,[ 76 170] ; [ 8 99],[ 58.53824363 187.46175637] ; [25.46175637 81.53824363],1
b5,1,4e-06,21.496566,[166  80] ; [44 63],[146.34560907  99.65439093] ; [63.65439093 43.34560907],1
b1,1,0.000438,12.363241,[ 80 166] ; [56 51],[ 94.77620397 151.22379603] ; [41.22379603 65.77620397],1
d1,1,0.001549,10.019113,[178  68] ; [59 48],[165.16147309  80.83852691] ; [71.83852691 35.16147309],0
b4,1,0.004203,8.193918,[153  93] ; [49 58],[140.77053824 105.22946176] ; [61.22946176 45.77053824],0
r4,1,0.005805,7.609708,[237   9] ; [95 12],[231.36543909  14.63456091] ; [100.63456091   6.36543909],0
v2,1,0.009922,6.648828,[157  80] ; [53 50],[146.38235294  90.61764706] ; [63.61764706 39.38235294],0
n5,1,0.057916,3.596085,[203  42] ; [97 10],[208.80681818  36.19318182] ; [91.19318182 15.80681818],0
b2,1,0.081003,3.044665,[66 99] ; [40 37],[72.27272727 92.72727273] ; [33.72727273 43.27272727],0
b3,1,0.081003,3.044665,[66 99] ; [40 37],[72.27272727 92.72727273] ; [33.72727273 43.27272727],0
r1,1,0.092898,2.823419,[213  31] ; [86 21],[207.85185185  36.14814815] ; [91.14814815 15.85185185],0
n1,1,0.117315,2.452806,[19 30] ; [15 11],[22.21333333 26.78666667] ; [11.78666667 14.21333333],0
d4,1,0.155205,2.020337,[214  32] ; [86 20],[209.65909091  36.34090909] ; [90.34090909 15.65909091],0
d5,1,0.189374,1.722479,[213  33] ; [86 20],[208.96022727  37.03977273] ; [90.03977273 15.96022727],0
n4,1,0.201706,1.629977,[210  35] ; [97 10],[213.67897727  31.32102273] ; [93.32102273 13.67897727],0
p2,1,0.22808,1.452792,[212  34] ; [86 20],[208.26136364  37.73863636] ; [89.73863636 16.26136364],0
u2,1,0.237229,1.396987,[32 17] ; [10 10],[29.82608696 19.17391304] ; [12.17391304  7.82608696],0
p3,1,0.243772,1.358649,[140 106] ; [68 39],[144.95184136 101.04815864] ; [63.04815864 43.95184136],0
a8,1,0.253981,1.30127,[ 41 178] ; [14 89],[ 37.4068323 181.5931677] ; [17.5931677 85.4068323],0
s7,1,0.269298,1.220319,[180  52] ; [87 18],[183.81008902  48.18991098] ; [83.18991098 21.81008902],0
v3,1,0.298637,1.08027,[111 124] ; [56 49],[115.42647059 119.57352941] ; [51.57352941 53.42647059],0
r2,1,0.299823,1.074979,[235   8] ; [100   6],[233.252149   9.747851] ; [101.747851   4.252149],0
u3,1,0.333016,0.937133,[33 16] ; [11  9],[31.24637681 17.75362319] ; [12.75362319  7.24637681],0
p7,1,0.379342,0.772834,[164  75] ; [77 28],[167.43895349  71.56104651] ; [73.56104651 31.43895349],0
r3,1,0.383878,0.758246,[239   7] ; [102   5],[237.63739377   8.36260623] ; [103.36260623   3.63739377],0
d2,1,0.418769,0.653768,[147  99] ; [59 48],[143.55807365 102.44192635] ; [62.44192635 44.55807365],0
p11,1,0.419399,0.651999,[198  48] ; [90 17],[200.70254958  45.29745042] ; [87.29745042 19.70254958],0
a4,1,0.438023,0.601457,[126 120] ; [50 57],[122.65155807 123.34844193] ; [53.34844193 53.65155807],0
n2,1,0.464248,0.535634,[36 13] ; [17  9],[34.62666667 14.37333333] ; [18.37333333  7.62666667],0
p10,1,0.507206,0.439827,[216  26] ; [92 14],[214.18390805  27.81609195] ; [93.81609195 12.18390805],0
v4,1,0.514749,0.424401,[238   8] ; [102   5],[236.94050992   9.05949008] ; [103.05949008   3.94050992],0
a1,1,0.524304,0.405419,[ 12 234] ; [  7 100],[ 13.2407932 232.7592068] ; [  5.7592068 101.2407932],0
s4,1,0.538288,0.378721,[ 44 201] ; [22 84],[ 46.06837607 198.93162393] ; [19.93162393 86.06837607],0
p8,1,0.541948,0.371941,[141 102] ; [64 40],[143.55907781  99.44092219] ; [61.44092219 42.55907781],0
p1,1,0.549945,0.357415,[ 26 220] ; [ 9 97],[ 24.46022727 221.53977273] ; [10.53977273 95.46022727],0
p4,1,0.573271,0.317239,[170  75] ; [71 36],[167.74147727  77.25852273] ; [73.25852273 33.74147727],0
a5,1,0.604786,0.267838,[199  47] ; [84 23],[197.21813031  48.78186969] ; [85.78186969 21.21813031],0
s6,1,0.641684,0.216547,[207  37] ; [87 18],[205.54727794  38.45272206] ; [88.45272206 16.54727794],0
s2,1,0.668057,0.183884,[174  69] ; [79 28],[175.65428571  67.34571429] ; [77.34571429 29.65428571],0
s1,1,0.675421,0.175326,[  9 233] ; [  5 102],[  9.70773639 232.29226361] ; [  4.29226361 102.70773639],0
p9,1,0.703999,0.144345,[224  20] ; [96 10],[223.08571429  20.91428571] ; [96.91428571  9.08571429],0
v1,1,0.728582,0.120417,[148  90] ; [62 41],[146.56891496  91.43108504] ; [63.43108504 39.56891496],0
n3,1,0.760214,0.093147,[35 14] ; [17  8],[34.43243243 14.56756757] ; [17.56756757  7.43243243],0
a3,1,0.843995,0.038725,[197  48] ; [87 20],[197.67045455  47.32954545] ; [86.32954545 20.67045455],0
p12,1,0.862835,0.029848,[ 30 216] ; [12 92],[ 29.52 216.48] ; [12.48 91.52],0
p6,1,0.886228,0.020471,[116 127] ; [51 54],[116.61206897 126.38793103] ; [50.38793103 54.61206897],0
s3,1,0.897407,0.016625,[181  62] ; [79 28],[180.51428571  62.48571429] ; [79.48571429 27.51428571],0
p5,1,0.921658,0.009672,[ 40 203] ; [17 89],[ 39.68767908 203.31232092] ; [17.31232092 88.68767908],0
u4,1,0.933386,0.006986,[ 11 235] ; [  5 102],[ 11.15014164 234.84985836] ; [  4.84985836 102.15014164],0
s5,1,0.951094,0.003762,[104 127] ; [46 57],[103.74251497 127.25748503] ; [46.25748503 56.74251497],0
