Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,72.563073,[224  41] ; [16 38],[199.37304075  65.62695925] ; [40.62695925 13.37304075],1
d1,1,0.0,63.815181,[175  90] ; [ 4 51],[148.234375 116.765625] ; [30.765625 24.234375],1
d5,1,1e-06,24.091448,[226  39] ; [31 24],[212.828125  52.171875] ; [44.171875 10.828125],1
d2,1,0.00012,14.794026,[133 132] ; [12 43],[120.078125 144.921875] ; [24.921875 30.078125],1
a2,1,0.001169,10.538151,[ 74 191] ; [ 4 51],[ 64.59375 200.40625] ; [13.40625 41.59375],0
a4,1,0.007503,7.148539,[114 151] ; [13 42],[105.171875 159.828125] ; [21.828125 33.171875],0
a3,1,0.011192,6.43456,[189  76] ; [29 25],[181.09717868  83.90282132] ; [36.90282132 17.09717868],0
u2,1,0.016447,5.754402,[43 31] ; [ 8 18],[37.74 36.26] ; [13.26 12.74],0
r1,1,0.019533,5.453141,[211  53] ; [36 19],[204.4137931  59.5862069] ; [42.5862069 12.4137931],0
a6,1,0.045655,3.994268,[207  58] ; [36 19],[201.234375  63.765625] ; [41.765625 13.234375],0
a5,1,0.052662,3.754624,[185  80] ; [31 24],[178.875  86.125] ; [37.125 17.875],0
n4,1,0.075069,3.168558,[186  78] ; [32 23],[180.4137931  83.5862069] ; [37.5862069 17.4137931],0
r4,1,0.10066,2.69506,[230  35] ; [43 12],[226.078125  38.921875] ; [46.921875  8.078125],0
b5,1,0.1051,2.626403,[166  99] ; [28 27],[160.65625 104.34375] ; [33.34375 21.65625],0
p1,1,0.111063,2.539025,[ 14 249] ; [ 6 48],[ 16.59305994 246.40694006] ; [ 3.40694006 50.59305994],0
u3,1,0.113392,2.506296,[44 29] ; [11 15],[40.55555556 32.44444444] ; [14.44444444 11.55555556],0
s2,1,0.123841,2.368062,[126 138] ; [20 35],[120.82758621 143.17241379] ; [25.17241379 29.82758621],0
p8,1,0.141371,2.162974,[112 150] ; [28 24],[116.81528662 145.18471338] ; [23.18471338 28.81528662],0
s6,1,0.146174,2.111735,[159 103] ; [27 27],[154.21518987 107.78481013] ; [31.78481013 22.21518987],0
b3,1,0.147902,2.093758,[ 48 100] ; [ 5 22],[ 44.82285714 103.17714286] ; [ 8.17714286 18.82285714],0
b2,1,0.147902,2.093758,[ 48 100] ; [ 5 22],[ 44.82285714 103.17714286] ; [ 8.17714286 18.82285714],0
r2,1,0.147964,2.093113,[242  18] ; [48  7],[239.36507937  20.63492063] ; [50.63492063  4.36507937],0
n3,1,0.173277,1.85436,[54 22] ; [14  2],[56.17391304 19.82608696] ; [11.82608696  4.17391304],0
n1,1,0.183147,1.771901,[24 50] ; [8 8],[26.31111111 47.68888889] ; [ 5.68888889 10.31111111],0
b4,1,0.194278,1.684875,[160 105] ; [28 27],[155.6875 109.3125] ; [32.3125 22.6875],0
r3,1,0.202651,1.623165,[246  16] ; [49  6],[243.8170347  18.1829653] ; [51.1829653  3.8170347],0
s3,1,0.217668,1.519677,[143 119] ; [25 30],[138.85173502 123.14826498] ; [29.14826498 25.85173502],0
a8,1,0.277402,1.179776,[ 32 212] ; [ 4 48],[ 29.67567568 214.32432432] ; [ 6.32432432 45.67567568],0
v4,1,0.280292,1.165671,[245  18] ; [48  6],[243.08832808  19.91167192] ; [49.91167192  4.08832808],0
