Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,8.4e-05,15.455016,[106  31] ; [43 40],[92.78636364 44.21363636] ; [56.21363636 26.78636364],1
s8,1,0.00012,14.786376,[90 47] ; [32 50],[76.3196347 60.6803653] ; [45.6803653 36.3196347],1
v3,1,0.000125,14.709025,[78 59] ; [24 56],[64.39631336 72.60368664] ; [37.60368664 42.39631336],1
v4,1,0.0041,8.239129,[135   2] ; [73  8],[130.71559633   6.28440367] ; [77.28440367  3.71559633],0
d4,1,0.00644,7.422774,[126  11] ; [65 17],[119.48401826  17.51598174] ; [71.51598174 10.48401826],0
d5,1,0.009759,6.678311,[122  15] ; [63 20],[115.20454545  21.79545455] ; [69.79545455 13.20454545],0
v2,1,0.010233,6.593892,[94 43] ; [42 40],[85.07762557 51.92237443] ; [50.92237443 31.07762557],0
a3,1,0.011072,6.453747,[115  23] ; [57 26],[107.40271493  30.59728507] ; [64.59728507 18.40271493],0
s3,1,0.015569,5.850877,[96 37] ; [46 36],[87.84186047 45.15813953] ; [54.15813953 27.84186047],0
p8,1,0.023425,5.136741,[90 46] ; [41 40],[82.10138249 53.89861751] ; [48.89861751 32.10138249],0
p6,1,0.024952,5.027192,[66 68] ; [28 55],[58.04608295 75.95391705] ; [35.95391705 47.04608295],0
d1,1,0.026183,4.943911,[96 43] ; [45 38],[88.28378378 50.71621622] ; [52.71621622 30.28378378],0
n4,1,0.048156,3.904526,[117  20] ; [62 21],[111.46818182  25.53181818] ; [67.53181818 15.46818182],0
n5,1,0.057655,3.603584,[114  22] ; [60 22],[108.55045872  27.44954128] ; [65.44954128 16.55045872],0
p9,1,0.058433,3.58131,[124  12] ; [66 14],[119.62962963  16.37037037] ; [70.37037037  9.62962963],0
n2,1,0.06002,3.536842,[24  3] ; [14  7],[21.375  5.625] ; [16.625  4.375],0
b5,1,0.066101,3.377273,[78 61] ; [36 47],[71.37837838 67.62162162] ; [42.62162162 40.37837838],0
u3,1,0.06883,3.310696,[18  6] ; [13 13],[14.88  9.12] ; [16.12  9.88],0
u2,1,0.082194,3.020979,[16  8] ; [10 14],[13. 11.] ; [13. 11.],0
p10,1,0.085044,2.965762,[122  14] ; [66 15],[117.82488479  18.17511521] ; [70.17511521 10.82488479],0
p12,1,0.085638,2.954514,[ 23 114] ; [ 7 75],[ 18.76712329 118.23287671] ; [11.23287671 70.76712329],0
p7,1,0.097008,2.754063,[102  33] ; [52 28],[96.69767442 38.30232558] ; [57.30232558 22.69767442],0
d3,1,0.127375,2.324208,[100  38] ; [52 31],[94.91402715 43.08597285] ; [57.08597285 25.91402715],0
p4,1,0.154134,2.030852,[95 40] ; [50 32],[90.20737327 44.79262673] ; [54.79262673 27.20737327],0
p3,1,0.166211,1.916787,[85 51] ; [44 39],[80.10958904 55.89041096] ; [48.89041096 34.10958904],0
p2,1,0.195631,1.674692,[122  15] ; [68 14],[118.85844749  18.14155251] ; [71.14155251 10.85844749],0
a5,1,0.216774,1.525597,[115  24] ; [63 20],[111.45045045  27.54954955] ; [66.54954955 16.45045045],0
b4,1,0.245049,1.351311,[88 51] ; [46 37],[83.9009009 55.0990991] ; [50.0990991 32.9009009],0
r4,1,0.248605,1.331124,[130   9] ; [74  9],[127.72972973  11.27027027] ; [76.27027027  6.72972973],0
s7,1,0.333899,0.933718,[85 47] ; [45 33],[81.71428571 50.28571429] ; [48.28571429 29.71428571],0
n6,1,0.350633,0.871165,[119  15] ; [76  6],[120.97222222  13.02777778] ; [74.02777778  7.97222222],0
b2,1,0.373433,0.792209,[44 42] ; [23 30],[41.45323741 44.54676259] ; [25.54676259 27.45323741],0
b3,1,0.373433,0.792209,[44 42] ; [23 30],[41.45323741 44.54676259] ; [25.54676259 27.45323741],0
r2,1,0.394243,0.725816,[133   5] ; [77  5],[131.72727273   6.27272727] ; [78.27272727  3.72727273],0
p5,1,0.403703,0.697268,[ 37 100] ; [18 64],[ 34.40639269 102.59360731] ; [20.59360731 61.40639269],0
u4,1,0.416345,0.66061,[  4 135] ; [ 1 82],[  3.13063063 135.86936937] ; [ 1.86936937 81.13063063],0
b1,1,0.506471,0.441352,[54 85] ; [36 47],[56.35135135 82.64864865] ; [33.64864865 49.35135135],0
s6,1,0.513318,0.427298,[116  21] ; [65 15],[114.2718894  22.7281106] ; [66.7281106 13.2718894],0
a8,1,0.539109,0.377194,[ 24 106] ; [11 62],[ 22.4137931 107.5862069] ; [12.5862069 60.4137931],0
a2,1,0.574592,0.31506,[40 99] ; [21 62],[ 38.19369369 100.80630631] ; [22.80630631 60.19369369],0
r1,1,0.576967,0.311164,[119  18] ; [69 13],[117.60730594  19.39269406] ; [70.39269406 11.60730594],0
a4,1,0.626816,0.236404,[70 69] ; [39 44],[68.24774775 70.75225225] ; [40.75225225 42.24774775],0
a7,1,0.650593,0.205154,[96 43] ; [59 23],[97.48868778 41.51131222] ; [57.51131222 24.48868778],0
p1,1,0.655505,0.19903,[ 20 118] ; [10 71],[ 18.90410959 119.09589041] ; [11.09589041 69.90410959],0
a6,1,0.67814,0.172227,[87 50] ; [55 28],[88.42727273 48.57272727] ; [53.57272727 29.42727273],0
r3,1,0.720241,0.128262,[132   7] ; [76  5],[131.41818182   7.58181818] ; [76.58181818  4.41818182],0
a1,1,0.736856,0.112909,[ 10 129] ; [ 7 76],[ 10.64414414 128.35585586] ; [ 6.35585586 76.64414414],0
p11,1,0.848346,0.036568,[112  27] ; [66 17],[111.45045045  27.54954955] ; [66.54954955 16.45045045],0
d2,1,0.903416,0.014725,[73 64] ; [43 39],[72.56621005 64.43378995] ; [43.43378995 38.56621005],0
n1,1,0.959196,0.002618,[16 11] ; [12  8],[16.08510638 10.91489362] ; [11.91489362  8.08510638],0
s1,1,0.964579,0.001972,[  5 129] ; [ 3 80],[  4.94009217 129.05990783] ; [ 3.05990783 79.94009217],0
