Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,29.898266,[103  43] ; [50 82],[80.35251799 65.64748201] ; [72.64748201 59.35251799],1
v3,1,1e-06,24.897845,[74 69] ; [ 31 105],[53.8172043 89.1827957] ; [51.1827957 84.8172043],1
b3,1,0.000193,13.896465,[40 55] ; [11 61],[29.01197605 65.98802395] ; [21.98802395 50.01197605],1
b2,1,0.000193,13.896465,[40 55] ; [11 61],[29.01197605 65.98802395] ; [21.98802395 50.01197605],1
a5,1,0.000293,13.111581,[119  28] ; [85 53],[105.22105263  41.77894737] ; [98.77894737 39.22105263],1
p9,1,0.001854,9.688732,[131  14] ; [105  32],[121.34751773  23.65248227] ; [114.65248227  22.34751773],0
p4,1,0.005907,7.578527,[112  35] ; [83 53],[101.28975265  45.71024735] ; [93.71024735 42.28975265],0
r1,1,0.006816,7.320852,[124  22] ; [99 39],[114.64084507  31.35915493] ; [108.35915493  29.64084507],0
p2,1,0.007795,7.079975,[138   9] ; [116  22],[131.01052632  15.98947368] ; [122.98947368  15.01052632],0
a4,1,0.00863,6.897806,[65 80] ; [41 97],[54.31095406 90.68904594] ; [51.68904594 86.31095406],0
a2,1,0.009529,6.720911,[ 37 110] ; [ 18 120],[ 28.36842105 118.63157895] ; [ 26.63157895 111.36842105],0
n5,1,0.010238,6.592931,[119  28] ; [92 44],[109.60070671  37.39929329] ; [101.39929329  34.60070671],0
u1,1,0.01211,6.294638,[ 25 122] ; [ 10 128],[ 18.05263158 128.94736842] ; [ 16.94736842 121.05263158],0
d1,1,0.012458,6.24445,[94 53] ; [68 70],[83.55789474 63.44210526] ; [78.44210526 59.55789474],0
n1,1,0.013141,6.150003,[11  9] ; [ 6 23],[ 6.93877551 13.06122449] ; [10.06122449 18.93877551],0
r4,1,0.016833,5.713754,[136  11] ; [115  23],[129.46315789  17.53684211] ; [121.53684211  16.46315789],0
d2,1,0.02356,5.126763,[75 72] ; [52 86],[65.50526316 81.49473684] ; [61.49473684 76.50526316],0
b5,1,0.024516,5.057781,[100  47] ; [76 62],[90.77894737 56.22105263] ; [85.22105263 52.77894737],0
p3,1,0.027895,4.834526,[92 55] ; [68 69],[82.81690141 64.18309859] ; [77.18309859 59.81690141],0
n6,1,0.031935,4.601969,[128  19] ; [106  31],[121.11971831  25.88028169] ; [112.88028169  24.11971831],0
s2,1,0.036974,4.351605,[ 45 101] ; [59 79],[53.46478873 92.53521127] ; [50.53521127 87.46478873],0
n4,1,0.045198,4.011248,[119  28] ; [97 40],[111.8028169  35.1971831] ; [104.1971831  32.8028169],0
p12,1,0.047724,3.919679,[ 14 133] ; [  5 132],[  9.83450704 137.16549296] ; [  9.16549296 127.83450704],0
r2,1,0.052897,3.747181,[137   7] ; [120  15],[132.64516129  11.35483871] ; [124.35483871  10.64516129],0
a7,1,0.054286,3.703889,[117  29] ; [97 41],[110.01408451  35.98591549] ; [103.98591549  34.01408451],0
n2,1,0.058782,3.571429,[17  3] ; [18 12],[14.  6.] ; [21.  9.],0
p10,1,0.068786,3.311762,[125  21] ; [105  31],[119.07801418  26.92198582] ; [110.92198582  25.07801418],0
a3,1,0.071018,3.259331,[103  42] ; [84 54],[95.81272085 49.18727915] ; [91.18727915 46.81272085],0
d3,1,0.076279,3.142453,[110  37] ; [90 48],[103.15789474  43.84210526] ; [96.84210526 41.15789474],0
a6,1,0.077793,3.110417,[107  40] ; [87 51],[100.06315789  46.93684211] ; [93.93684211 44.06315789],0
s4,1,0.078535,3.094966,[ 12 135] ; [ 20 115],[ 16.68085106 130.31914894] ; [ 15.31914894 119.68085106],0
d4,1,0.079212,3.080995,[124  23] ; [105  33],[118.11578947  28.88421053] ; [110.88421053  27.11578947],0
p6,1,0.106164,2.610417,[66 80] ; [49 88],[59.32862191 86.67137809] ; [55.67137809 81.32862191],0
u4,1,0.115704,2.47453,[  5 142] ; [  1 137],[  3.09473684 143.90526316] ; [  2.90526316 135.09473684],0
p7,1,0.134977,2.234314,[116  29] ; [97 37],[110.69892473  34.30107527] ; [102.30107527  31.69892473],0
p11,1,0.135547,2.227798,[126  21] ; [109  29],[121.21052632  25.78947368] ; [113.78947368  24.21052632],0
b4,1,0.151349,2.058607,[87 60] ; [70 68],[80.97894737 66.02105263] ; [76.02105263 61.97894737],0
s8,1,0.151809,2.053978,[64 82] ; [49 89],[58.0915493 87.9084507] ; [54.9084507 83.0915493],0
s3,1,0.184411,1.761715,[60 85] ; [67 69],[65.53380783 79.46619217] ; [61.46619217 74.53380783],0
s7,1,0.195567,1.675171,[63 75] ; [50 82],[57.75555556 80.24444444] ; [55.24444444 76.75555556],0
d5,1,0.199182,1.648364,[119  28] ; [103  35],[114.50526316  32.49473684] ; [107.49473684  30.50526316],0
s1,1,0.2561,1.289715,[  3 144] ; [  6 130],[  4.67491166 142.32508834] ; [  4.32508834 131.67491166],0
n3,1,0.341314,0.90549,[14  6] ; [17 13],[12.4  7.6] ; [18.6 11.4],0
s6,1,0.376397,0.782438,[86 60] ; [73 63],[82.31914894 63.68085106] ; [76.68085106 59.31914894],0
r3,1,0.392379,0.731557,[139   8] ; [127  11],[137.2   9.8] ; [128.8   9.2],0
u3,1,0.412589,0.671329,[24 20] ; [24 28],[22. 22.] ; [26. 26.],0
p5,1,0.46299,0.538656,[ 13 134] ; [  9 129],[ 11.34736842 135.65263158] ; [ 10.65263158 127.34736842],0
