Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,1.5e-05,18.699785,[34 11] ; [16 35],[23.4375 21.5625] ; [26.5625 24.4375],1
p10,1,5.2e-05,16.39109,[30 13] ; [15 38],[20.15625 22.84375] ; [24.84375 28.15625],1
p2,1,6.7e-05,15.89361,[32 12] ; [17 36],[22.22680412 21.77319588] ; [26.77319588 26.22680412],1
r3,1,0.000445,12.33438,[29 15] ; [16 37],[20.41237113 23.58762887] ; [24.58762887 28.41237113],1
n6,1,0.000827,11.17901,[33 12] ; [21 32],[24.79591837 20.20408163] ; [29.20408163 23.79591837],1
p8,1,0.001002,10.824477,[18 27] ; [ 6 47],[11.02040816 33.97959184] ; [12.97959184 40.02040816],0
p4,1,0.00274,8.972721,[19 26] ; [ 8 45],[12.39795918 32.60204082] ; [14.60204082 38.39795918],0
p7,1,0.003339,8.612475,[20 24] ; [ 9 42],[13.43157895 30.56842105] ; [15.56842105 35.43157895],0
p5,1,0.008141,7.002221,[ 8 38] ; [ 1 51],[ 4.2244898 41.7755102] ; [ 4.7755102 47.2244898],0
s6,1,0.009763,6.677723,[16 30] ; [ 7 47],[10.58 35.42] ; [12.42 41.58],0
n3,1,0.010604,6.530461,[15  5] ; [11 18],[10.6122449  9.3877551] ; [15.3877551 13.6122449],0
a1,1,0.016053,5.797101,[ 1 45] ; [ 9 45],[ 4.6 41.4] ; [ 5.4 48.6],0
u3,1,0.045282,4.008097,[ 8 11] ; [ 4 22],[ 5.06666667 13.93333333] ; [ 6.93333333 19.06666667],0
b2,1,0.046919,3.948296,[ 7 21] ; [16 16],[10.73333333 17.26666667] ; [12.26666667 19.73333333],0
b3,1,0.046919,3.948296,[ 7 21] ; [16 16],[10.73333333 17.26666667] ; [12.26666667 19.73333333],0
v2,1,0.060358,3.527527,[18 26] ; [12 40],[13.75 30.25] ; [16.25 35.75],0
n2,1,0.077318,3.120395,[14  7] ; [12 17],[10.92 10.08] ; [15.08 13.92],0
b1,1,0.082878,3.007531,[21 25] ; [34 20],[25.3 20.7] ; [29.7 24.3],0
s8,1,0.108462,2.57649,[ 7 39] ; [ 3 51],[ 4.6 41.4] ; [ 5.4 48.6],0
s7,1,0.109837,2.55656,[12 32] ; [ 7 43],[ 8.89361702 35.10638298] ; [10.10638298 39.89361702],0
