Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,3e-06,21.584531,[16 29] ; [53 14],[27.72321429 17.27678571] ; [41.27678571 25.72321429],1
n6,1,0.009133,6.796653,[25 20] ; [52 14],[31.21621622 13.78378378] ; [45.78378378 20.21621622],0
b3,1,0.015536,5.854691,[ 6 21] ; [23 22],[10.875 16.125] ; [18.125 26.875],0
b2,1,0.015536,5.854691,[ 6 21] ; [23 22],[10.875 16.125] ; [18.125 26.875],0
a1,1,0.017251,5.670704,[ 1 44] ; [11 56],[ 4.82142857 40.17857143] ; [ 7.17857143 59.82142857],0
d4,1,0.026191,4.943338,[37  8] ; [42 25],[31.74107143 13.25892857] ; [47.25892857 19.74107143],0
b5,1,0.033574,4.516281,[30 15] ; [31 36],[24.50892857 20.49107143] ; [36.49107143 30.50892857],0
u3,1,0.036071,4.393762,[13  6] ; [10 17],[9.5 9.5] ; [13.5 13.5],0
a2,1,0.042262,4.124675,[ 4 41] ; [16 51],[ 8.03571429 36.96428571] ; [11.96428571 55.03571429],0
s4,1,0.05741,3.610656,[10 35] ; [ 6 59],[ 6.54545455 38.45454545] ; [ 9.45454545 55.54545455],0
d5,1,0.058868,3.569001,[34 11] ; [39 28],[29.33035714 15.66964286] ; [43.66964286 23.33035714],0
p1,1,0.063627,3.44022,[ 1 44] ; [ 8 59],[ 3.61607143 41.38392857] ; [ 5.38392857 61.61607143],0
a5,1,0.088117,2.908438,[23 22] ; [45 22],[27.32142857 17.67857143] ; [40.67857143 26.32142857],0
r3,1,0.108107,2.581673,[37  8] ; [46 21],[33.34821429 11.65178571] ; [49.65178571 17.34821429],0
a4,1,0.10844,2.576815,[13 32] ; [29 37],[17.02702703 27.97297297] ; [24.97297297 41.02702703],0
d3,1,0.114105,2.496425,[27 18] ; [30 37],[22.90178571 22.09821429] ; [34.09821429 32.90178571],0
a6,1,0.168143,1.899422,[23 22] ; [43 24],[26.51785714 18.48214286] ; [39.48214286 27.51785714],0
p11,1,0.177286,1.820232,[19 26] ; [37 30],[22.5 22.5] ; [33.5 33.5],0
d2,1,0.178491,1.810142,[17 28] ; [33 32],[20.45454545 24.54545455] ; [29.54545455 35.45454545],0
s8,1,0.185391,1.753867,[ 6 38] ; [16 51],[ 8.72072072 35.27927928] ; [13.27927928 53.72072072],0
n1,1,0.198349,1.654486,[ 3 12] ; [11 17],[ 4.88372093 10.11627907] ; [ 9.11627907 18.88372093],0
r4,1,0.216661,1.526353,[32 13] ; [40 27],[28.92857143 16.07142857] ; [43.07142857 23.92857143],0
p5,1,0.227232,1.458102,[ 1 44] ; [ 5 62],[ 2.41071429 42.58928571] ; [ 3.58928571 63.41071429],0
p9,1,0.253038,1.30645,[18 25] ; [34 30],[20.89719626 22.10280374] ; [31.10280374 32.89719626],0
u1,1,0.256365,1.288279,[ 3 42] ; [ 9 58],[ 4.82142857 40.17857143] ; [ 7.17857143 59.82142857],0
a7,1,0.26003,1.2686,[29 16] ; [36 31],[26.11607143 18.88392857] ; [38.88392857 28.11607143],0
v3,1,0.282577,1.154656,[12 31] ; [25 41],[14.59633028 28.40366972] ; [22.40366972 43.59633028],0
