Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,1.4e-05,18.91568,[95 70] ; [32 73],[77.61111111 87.38888889] ; [49.38888889 55.61111111],1
p7,1,0.000551,11.933187,[124  35] ; [61 44],[111.42045455  47.57954545] ; [73.57954545 31.42045455],1
v3,1,0.000608,11.752162,[88 72] ; [34 68],[74.50381679 85.49618321] ; [47.49618321 54.50381679],1
n5,1,0.000839,11.15269,[142  24] ; [72 33],[131.08487085  34.91512915] ; [82.91512915 22.08487085],1
v2,1,0.001063,10.715104,[117  46] ; [53 49],[104.56603774  58.43396226] ; [65.43396226 36.56603774],0
p4,1,0.003533,8.50924,[125  41] ; [62 44],[114.125  51.875] ; [72.875 33.125],0
a5,1,0.007439,7.163828,[142  25] ; [76 30],[133.35531136  33.64468864] ; [84.64468864 21.35531136],0
p8,1,0.008135,7.003476,[107  58] ; [51 54],[96.55555556 68.44444444] ; [61.44444444 43.55555556],0
b5,1,0.010879,6.484945,[121  46] ; [61 45],[111.33333333  55.66666667] ; [70.66666667 35.33333333],0
p5,1,0.011675,6.359519,[ 35 131] ; [10 96],[ 27.46323529 138.53676471] ; [17.53676471 88.46323529],0
s5,1,0.012019,6.307995,[81 76] ; [36 65],[71.19767442 85.80232558] ; [45.80232558 55.19767442],0
p9,1,0.01331,6.127375,[157   9] ; [91 15],[151.35294118  14.64705882] ; [96.64705882  9.35294118],0
p3,1,0.021072,5.320818,[101  66] ; [49 57],[91.75824176 75.24175824] ; [58.24175824 47.75824176],0
p1,1,0.021673,5.271873,[ 22 144] ; [  5 101],[ 16.47794118 149.52205882] ; [10.52205882 95.47794118],0
n4,1,0.063399,3.446154,[139  27] ; [79 27],[133.04411765  32.95588235] ; [84.95588235 21.04411765],0
p2,1,0.071123,3.256912,[151  16] ; [88 18],[146.2014652  20.7985348] ; [92.7985348 13.2014652],0
a8,1,0.074564,3.179568,[ 32 111] ; [13 85],[ 26.70124481 116.29875519] ; [18.29875519 79.70124481],0
s7,1,0.082152,3.021802,[126  32] ; [71 30],[120.17760618  37.82239382] ; [76.82239382 24.17760618],0
u4,1,0.082745,3.01015,[  8 159] ; [  1 105],[  5.50549451 161.49450549] ; [  3.49450549 102.50549451],0
p12,1,0.087588,2.918147,[ 24 143] ; [ 8 98],[ 19.57509158 147.42490842] ; [12.42490842 93.57509158],0
d3,1,0.088738,2.897111,[140  27] ; [80 26],[134.57875458  32.42124542] ; [85.42124542 20.57875458],0
p10,1,0.123839,2.368084,[148  16] ; [89 17],[143.95555556  20.04444444] ; [93.04444444 12.95555556],0
a4,1,0.161057,1.964274,[87 80] ; [46 60],[81.35897436 85.64102564] ; [51.64102564 54.35897436],0
r3,1,0.161618,1.959026,[163   4] ; [100   6],[160.88278388   6.11721612] ; [102.11721612   3.88278388],0
v4,1,0.166003,1.918673,[163   3] ; [101   5],[161.11764706   4.88235294] ; [102.88235294   3.11764706],0
n2,1,0.17861,1.809155,[23  5] ; [20 10],[20.75862069  7.24137931] ; [22.24137931  7.75862069],0
s2,1,0.203863,1.614483,[118  45] ; [69 37],[113.31226766  49.68773234] ; [73.68773234 32.31226766],0
s4,1,0.217574,1.5203,[ 29 137] ; [25 81],[ 32.95588235 133.04411765] ; [21.04411765 84.95588235],0
n1,1,0.232672,1.424453,[13 15] ; [ 9 20],[10.80701754 17.19298246] ; [11.19298246 17.80701754],0
n6,1,0.239183,1.385405,[148  17] ; [90 16],[144.90774908  20.09225092] ; [93.09225092 12.90774908],0
r1,1,0.284401,1.145941,[146  19] ; [89 17],[143.08118081  21.91881919] ; [91.91881919 14.08118081],0
u1,1,0.298368,1.081473,[ 54 113] ; [28 78],[ 50.16117216 116.83882784] ; [31.83882784 74.16117216],0
n3,1,0.300612,1.071476,[18 10] ; [23  7],[19.79310345  8.20689655] ; [21.20689655  8.79310345],0
p11,1,0.316588,1.002989,[136  31] ; [81 25],[132.74358974  34.25641026] ; [84.25641026 21.74358974],0
a3,1,0.328708,0.953983,[135  31] ; [81 25],[131.82352941  34.17647059] ; [84.17647059 21.82352941],0
r4,1,0.378528,0.775476,[160   7] ; [99  7],[158.43589744   8.56410256] ; [100.56410256   5.43589744],0
u2,1,0.388822,0.742624,[22  9] ; [15 10],[20.48214286 10.51785714] ; [16.51785714  8.48214286],0
a1,1,0.418843,0.653559,[ 10 157] ; [  4 102],[  8.56410256 158.43589744] ; [  5.43589744 100.56410256],0
r2,1,0.447074,0.578059,[161   5] ; [99  5],[159.85185185   6.14814815] ; [100.14814815   3.85185185],0
s3,1,0.506298,0.441711,[114  47] ; [79 27],[116.37827715  44.62172285] ; [76.62172285 29.37827715],0
d1,1,0.524134,0.40575,[121  46] ; [73 33],[118.67399267  48.32600733] ; [75.32600733 30.67399267],0
b3,1,0.545024,0.366306,[47 72] ; [22 41],[45.11538462 73.88461538] ; [23.88461538 39.11538462],0
b2,1,0.545024,0.366306,[47 72] ; [22 41],[45.11538462 73.88461538] ; [23.88461538 39.11538462],0
d5,1,0.600382,0.274421,[147  20] ; [91 15],[145.58974359  21.41025641] ; [92.41025641 13.58974359],0
d4,1,0.600382,0.274421,[147  20] ; [91 15],[145.58974359  21.41025641] ; [92.41025641 13.58974359],0
b1,1,0.694673,0.154073,[ 56 111] ; [38 68],[ 57.5018315 109.4981685] ; [36.4981685 69.5018315],0
a6,1,0.800095,0.064122,[131  35] ; [85 21],[131.82352941  34.17647059] ; [84.17647059 21.82352941],0
s6,1,0.823585,0.049701,[136  28] ; [89 17],[136.66666667  27.33333333] ; [88.33333333 17.66666667],0
d2,1,0.885977,0.020563,[96 71] ; [60 46],[95.42857143 71.57142857] ; [60.57142857 45.42857143],0
a2,1,0.896406,0.016953,[ 58 109] ; [36 70],[ 57.5018315 109.4981685] ; [36.4981685 69.5018315],0
s1,1,0.944738,0.004805,[  6 157] ; [  4 100],[  6.10486891 156.89513109] ; [  3.89513109 100.10486891],0
u3,1,0.991685,0.000109,[23  9] ; [18  7],[23.01754386  8.98245614] ; [17.98245614  7.01754386],0
b4,1,0.998502,4e-06,[104  63] ; [66 40],[103.99267399  63.00732601] ; [66.00732601 39.99267399],0
