Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,81.360743,[417  46] ; [67 54],[383.71917808  79.28082192] ; [100.28082192  20.71917808],1
r3,1,0.0,57.925278,[449  16] ; [95 30],[428.74576271  36.25423729] ; [115.25423729   9.74576271],1
p9,1,0.0,47.636849,[416  45] ; [78 42],[391.96901893  69.03098107] ; [102.03098107  17.96901893],1
p2,1,0.0,34.941785,[400  64] ; [78 46],[377.19727891  86.80272109] ; [100.80272109  23.19727891],1
r4,1,0.0,32.529299,[429  39] ; [91 34],[410.38785835  57.61214165] ; [109.61214165  15.38785835],1
p8,1,0.0,28.511959,[265 192] ; [38 85],[238.74310345 218.25689655] ; [64.25689655 58.74310345],1
v4,1,0.0,26.796628,[446  20] ; [102  22],[432.82711864  33.17288136] ; [115.17288136   8.82711864],1
n6,1,1e-06,24.933597,[426  40] ; [93 31],[409.9220339  56.0779661] ; [109.0779661  14.9220339],1
p4,1,3e-06,22.004021,[304 160] ; [52 71],[281.40374787 182.59625213] ; [74.59625213 48.40374787],1
v2,1,1.5e-05,18.751963,[279 168] ; [49 72],[258.12676056 188.87323944] ; [69.87323944 51.12676056],1
b1,1,6.2e-05,16.025964,[173 295] ; [71 54],[192.56661046 275.43338954] ; [51.43338954 73.56661046],1
p7,1,9e-05,15.337166,[306 149] ; [58 63],[287.53472222 167.46527778] ; [76.46527778 44.53472222],1
v1,1,0.000191,13.915236,[276 176] ; [53 72],[257.72616984 194.27383016] ; [71.27383016 53.72616984],1
p3,1,0.000273,13.244716,[250 214] ; [44 80],[232. 232.] ; [62. 62.],1
a5,1,0.00168,9.86988,[363 104] ; [80 45],[349.46114865 117.53885135] ; [93.53885135 31.46114865],0
s1,1,0.002309,9.285754,[  9 450] ; [  9 114],[ 14.19587629 444.80412371] ; [  3.80412371 119.19587629],0
u2,1,0.003215,8.681345,[74 48] ; [14 27],[65.86503067 56.13496933] ; [22.13496933 18.86503067],0
d5,1,0.003832,8.361527,[385  81] ; [88 36],[373.58983051  92.41016949] ; [99.41016949 24.58983051],0
d4,1,0.009323,6.759877,[381  83] ; [88 35],[370.72572402  93.27427598] ; [98.27427598 24.72572402],0
a1,1,0.011533,6.381301,[ 21 447] ; [ 13 112],[ 26.83305228 441.16694772] ; [  7.16694772 117.83305228],0
p12,1,0.012743,6.204461,[ 48 414] ; [  4 120],[ 40.99658703 421.00341297] ; [ 11.00341297 112.99658703],0
r1,1,0.016672,5.730577,[380  87] ; [88 35],[370.43389831  96.56610169] ; [97.56610169 25.43389831],0
d1,1,0.020236,5.391377,[286 182] ; [62 63],[274.64418212 193.35581788] ; [73.35581788 51.64418212],0
n1,1,0.021486,5.286957,[32 49] ; [29 19],[38.30232558 42.69767442] ; [22.69767442 25.30232558],0
v3,1,0.027848,4.837463,[213 238] ; [44 78],[202.28097731 248.71902269] ; [54.71902269 67.28097731],0
a6,1,0.028599,4.791568,[329 136] ; [75 49],[318.94736842 146.05263158] ; [85.05263158 38.94736842],0
s6,1,0.042229,4.125992,[305 155] ; [70 54],[295.37671233 164.62328767] ; [79.62328767 44.37671233],0
n3,1,0.061096,3.507371,[60 23] ; [27 21],[55.1221374 27.8778626] ; [31.8778626 16.1221374],0
s8,1,0.070883,3.262451,[216 247] ; [47 78],[207.09013605 255.90986395] ; [55.90986395 69.09013605],0
s2,1,0.104235,2.639518,[230 232] ; [52 73],[221.94889267 240.05110733] ; [60.05110733 64.94889267],0
s5,1,0.113329,2.507177,[146 310] ; [30 92],[138.85121107 317.14878893] ; [37.14878893 84.85121107],0
a7,1,0.133096,2.256019,[330 135] ; [80 45],[323.13559322 141.86440678] ; [86.86440678 38.13559322],0
p5,1,0.134848,2.235789,[ 70 393] ; [ 12 110],[ 64.8991453 398.1008547] ; [ 17.1008547 104.8991453],0
d3,1,0.150434,2.067848,[309 157] ; [73 50],[302.22750424 163.77249576] ; [79.77249576 43.22750424],0
s3,1,0.155259,2.019804,[255 204] ; [60 64],[248.00171527 210.99828473] ; [66.99828473 57.00171527],0
r2,1,0.175409,1.8361,[438  26] ; [112  11],[434.75298126  29.24701874] ; [115.24701874   7.75298126],0
a3,1,0.18484,1.758271,[345 121] ; [83 39],[339.19727891 126.80272109] ; [88.80272109 33.19727891],0
n2,1,0.186617,1.744122,[65 18] ; [34 16],[61.78195489 21.21804511] ; [37.21804511 12.78195489],0
b5,1,0.218122,1.516685,[271 197] ; [80 45],[277.01180438 190.98819562] ; [73.98819562 51.01180438],0
u3,1,0.223231,1.483481,[69 54] ; [19 23],[65.6 57.4] ; [22.4 19.6],0
p6,1,0.278183,1.175945,[174 286] ; [40 83],[168.85077187 291.14922813] ; [45.14922813 77.85077187],0
b4,1,0.33499,0.92951,[277 191] ; [68 57],[272.27655987 195.72344013] ; [72.72344013 52.27655987],0
n4,1,0.358404,0.843479,[421  47] ; [108  16],[418.19594595  49.80405405] ; [110.80405405  13.19594595],0
a4,1,0.453053,0.563002,[218 247] ; [53 70],[214.31122449 250.68877551] ; [56.68877551 66.31122449],0
s7,1,0.476031,0.507941,[226 216] ; [55 61],[222.58422939 219.41577061] ; [58.41577061 57.58422939],0
b3,1,0.579304,0.307362,[133 176] ; [28 43],[130.91842105 178.08157895] ; [30.08157895 40.91842105],0
b2,1,0.579304,0.307362,[133 176] ; [28 43],[130.91842105 178.08157895] ; [30.08157895 40.91842105],0
a2,1,0.707698,0.140587,[120 348] ; [30 95],[118.38111298 349.61888702] ; [31.61888702 93.38111298],0
u4,1,0.801574,0.063157,[ 13 455] ; [  4 121],[ 13.41652614 454.58347386] ; [  3.58347386 121.41652614],0
p1,1,0.809638,0.058029,[ 45 420] ; [ 13 112],[ 45.71186441 419.28813559] ; [ 12.28813559 112.71186441],0
