Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.013875,6.053915,[ 3 45] ; [4 9],[ 5.50819672 42.49180328] ; [ 1.49180328 11.50819672],0
r1,1,0.590428,0.289676,[15 34] ; [5 8],[15.80645161 33.19354839] ; [4.19354839 8.80645161],0
d3,1,0.657737,0.196285,[23 26] ; [7 6],[23.70967742 25.29032258] ; [6.29032258 6.70967742],0
p10,1,0.669159,0.182587,[19 29] ; [6 7],[19.67213115 28.32786885] ; [5.32786885 7.67213115],0
p7,1,0.67127,0.18012,[14 33] ; [4 7],[14.5862069 32.4137931] ; [3.4137931 7.5862069],0
d4,1,0.677339,0.173136,[27 22] ; [8 5],[27.66129032 21.33870968] ; [7.33870968 5.66129032],0
d5,1,0.677339,0.173136,[27 22] ; [8 5],[27.66129032 21.33870968] ; [7.33870968 5.66129032],0
s3,1,0.705478,0.142836,[12 35] ; [4 9],[12.53333333 34.46666667] ; [3.46666667 9.53333333],0
a2,1,0.764023,0.090122,[ 6 43] ; [ 2 11],[ 6.32258065 42.67741935] ; [ 1.67741935 11.32258065],0
p1,1,0.764023,0.090122,[ 6 43] ; [ 2 11],[ 6.32258065 42.67741935] ; [ 1.67741935 11.32258065],0
s1,1,0.785377,0.074157,[ 5 44] ; [ 1 12],[ 4.74193548 44.25806452] ; [ 1.25806452 11.74193548],0
p3,1,0.850606,0.035474,[11 38] ; [3 9],[11.24590164 37.75409836] ; [2.75409836 9.24590164],0
a6,1,0.856176,0.032849,[24 25] ; [6 7],[23.70967742 25.29032258] ; [6.29032258 6.70967742],0
a7,1,0.877714,0.023675,[20 29] ; [5 8],[19.75806452 29.24193548] ; [5.24193548 7.75806452],0
d1,1,0.897222,0.016685,[16 33] ; [4 9],[15.80645161 33.19354839] ; [4.19354839 8.80645161],0
p4,1,0.910519,0.01263,[14 34] ; [4 9],[14.16393443 33.83606557] ; [3.83606557 9.16393443],0
v2,1,0.911808,0.012267,[ 8 40] ; [ 2 11],[ 7.86885246 40.13114754] ; [ 2.13114754 10.86885246],0
n3,1,0.919242,0.01028,[11 16] ; [3 4],[11.11764706 15.88235294] ; [2.88235294 4.11764706],0
n1,1,0.919242,0.01028,[11 16] ; [3 4],[11.11764706 15.88235294] ; [2.88235294 4.11764706],0
a1,1,0.920351,0.009998,[ 7 42] ; [ 2 11],[ 7.11290323 41.88709677] ; [ 1.88709677 11.11290323],0
b1,1,0.983516,0.000427,[30 19] ; [8 5],[30.03225806 18.96774194] ; [7.96774194 5.03225806],0
n5,1,0.991291,0.000119,[34 15] ; [9 4],[33.98387097 15.01612903] ; [9.01612903 3.98387097],0
