Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.05277,3.751196,[1 3] ; [54 22],[2.75 1.25] ; [52.25 23.75],0
s8,1,0.055696,3.661114,[3 1] ; [22 53],[1.26582278 2.73417722] ; [23.73417722 51.26582278],0
s1,1,0.0597,3.545706,[1 3] ; [ 3 73],[0.2 3.8] ; [ 3.8 72.2],0
v2,1,0.139053,2.18841,[1 3] ; [46 28],[2.41025641 1.58974359] ; [44.58974359 29.41025641],0
p4,1,0.152645,2.045621,[3 1] ; [30 47],[1.62962963 2.37037037] ; [31.37037037 45.62962963],0
d4,1,0.170507,1.878479,[2 2] ; [61 16],[3.11111111 0.88888889] ; [59.88888889 17.11111111],0
v3,1,0.170994,1.874211,[3 1] ; [29 43],[1.68421053 2.31578947] ; [30.31578947 41.68421053],0
p7,1,0.185158,1.755728,[3 1] ; [31 44],[1.72151899 2.27848101] ; [32.27848101 42.72151899],0
p6,1,0.219988,1.504448,[2 2] ; [17 57],[0.97435897 3.02564103] ; [18.02564103 55.97435897],0
d2,1,0.270299,1.215231,[1 3] ; [41 36],[2.07407407 1.92592593] ; [39.92592593 37.07407407],0
d5,1,0.292193,1.109489,[2 2] ; [57 20],[2.91358025 1.08641975] ; [56.08641975 20.91358025],0
b1,1,0.293236,1.104706,[3 1] ; [37 40],[1.97530864 2.02469136] ; [38.02469136 38.97530864],0
a5,1,0.325681,0.965994,[2 2] ; [56 21],[2.86419753 1.13580247] ; [55.13580247 21.86419753],0
d1,1,0.341948,0.903115,[1 3] ; [38 39],[1.92592593 2.07407407] ; [37.07407407 39.92592593],0
b5,1,0.39546,0.722087,[2 2] ; [54 23],[2.7654321 1.2345679] ; [53.2345679 23.7654321],0
p8,1,0.468304,0.525974,[2 2] ; [25 52],[1.33333333 2.66666667] ; [25.66666667 51.33333333],0
p2,1,0.50566,0.443037,[2 2] ; [51 26],[2.61728395 1.38271605] ; [50.38271605 26.61728395],0
u2,1,0.537094,0.380952,[2 1] ; [10 11],[1.5 1.5] ; [10.5 10.5],0
a6,1,0.54354,0.369019,[2 2] ; [50 27],[2.56790123 1.43209877] ; [49.43209877 27.56790123],0
p9,1,0.557259,0.344472,[2 2] ; [27 49],[1.45 2.55] ; [27.55 48.45],0
p3,1,0.596242,0.280702,[2 2] ; [28 48],[1.5 2.5] ; [28.5 47.5],0
n6,1,0.65406,0.200819,[3 1] ; [48 27],[2.58227848 1.41772152] ; [48.41772152 26.58227848],0
b2,1,0.657552,0.196511,[1 3] ; [18 32],[1.40740741 2.59259259] ; [17.59259259 32.40740741],0
b3,1,0.657552,0.196511,[1 3] ; [18 32],[1.40740741 2.59259259] ; [17.59259259 32.40740741],0
u3,1,0.737989,0.111902,[2 1] ; [13 10],[1.73076923 1.26923077] ; [13.26923077  9.73076923],0
a8,1,0.745499,0.105352,[1 3] ; [12 53],[0.75362319 3.24637681] ; [12.24637681 52.75362319],0
d3,1,0.794548,0.067813,[3 1] ; [53 24],[2.7654321 1.2345679] ; [53.2345679 23.7654321],0
r1,1,0.861967,0.030231,[3 1] ; [59 16],[3.13924051 0.86075949] ; [58.86075949 16.13924051],0
a4,1,0.877348,0.023818,[2 2] ; [35 41],[1.85 2.15] ; [35.15 40.85],0
p11,1,0.939399,0.00578,[2 2] ; [40 37],[2.07407407 1.92592593] ; [39.92592593 37.07407407],0
