Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,0.022118,5.236484,[3 4] ; [22  4],[5.3030303 1.6969697] ; [19.6969697  6.3030303],0
v2,1,0.032509,4.571429,[1 6] ; [15 10],[3.5 3.5] ; [12.5 12.5],0
r2,1,0.043402,4.07967,[5 2] ; [25  1],[6.36363636 0.63636364] ; [23.63636364  2.36363636],0
p2,1,0.089688,2.879968,[6 1] ; [13 13],[4.03030303 2.96969697] ; [14.96969697 11.03030303],0
r3,1,0.145775,2.115918,[5 2] ; [23  2],[6.125 0.875] ; [21.875  3.125],0
p3,1,0.197905,1.657771,[4 3] ; [ 8 18],[2.54545455 4.45454545] ; [ 9.45454545 16.54545455],0
n4,1,0.197905,1.657771,[3 4] ; [18  8],[4.45454545 2.54545455] ; [16.54545455  9.45454545],0
p4,1,0.199543,1.645714,[5 2] ; [11 14],[3.5 3.5] ; [12.5 12.5],0
a7,1,0.199543,1.645714,[2 5] ; [14 11],[3.5 3.5] ; [12.5 12.5],0
p10,1,0.205483,1.602968,[1 6] ; [10 15],[2.40625 4.59375] ; [ 8.59375 16.40625],0
n3,1,0.20686,1.593266,[1 2] ; [8 3],[1.92857143 1.07142857] ; [7.07142857 3.92857143],0
s7,1,0.209351,1.575906,[4 2] ; [10 16],[2.625 3.375] ; [11.375 14.625],0
n1,1,0.252244,1.310833,[1 2] ; [7 3],[1.84615385 1.15384615] ; [6.15384615 3.84615385],0
n6,1,0.296934,1.087912,[4 3] ; [20  6],[5.09090909 1.90909091] ; [18.90909091  7.09090909],0
r4,1,0.296934,1.087912,[4 3] ; [20  6],[5.09090909 1.90909091] ; [18.90909091  7.09090909],0
s8,1,0.298868,1.07924,[1 6] ; [ 9 17],[2.12121212 4.87878788] ; [ 7.87878788 18.12121212],0
b4,1,0.298868,1.07924,[6 1] ; [17  9],[4.87878788 2.12121212] ; [18.12121212  7.87878788],0
a1,1,0.304188,1.055743,[1 6] ; [ 1 25],[0.42424242 6.57575758] ; [ 1.57575758 24.42424242],0
s3,1,0.31218,1.021429,[5 2] ; [13 13],[3.81818182 3.18181818] ; [14.18181818 11.81818182],0
n5,1,0.37471,0.787986,[3 4] ; [16 10],[4.03030303 2.96969697] ; [14.96969697 11.03030303],0
s2,1,0.37471,0.787986,[4 3] ; [10 16],[2.96969697 4.03030303] ; [11.03030303 14.96969697],0
a6,1,0.37471,0.787986,[3 4] ; [16 10],[4.03030303 2.96969697] ; [14.96969697 11.03030303],0
v1,1,0.403454,0.698009,[2 5] ; [12 14],[2.96969697 4.03030303] ; [11.03030303 14.96969697],0
p8,1,0.415504,0.662996,[3 4] ; [ 7 19],[2.12121212 4.87878788] ; [ 7.87878788 18.12121212],0
p6,1,0.451323,0.567326,[2 5] ; [ 4 21],[1.3125 5.6875] ; [ 4.6875 20.3125],0
p7,1,0.537957,0.379339,[4 3] ; [11 14],[3.28125 3.71875] ; [11.71875 13.28125],0
d5,1,0.591558,0.287918,[5 2] ; [21  5],[5.51515152 1.48484848] ; [20.48484848  5.51515152],0
d1,1,0.605591,0.266645,[3 4] ; [14 12],[3.60606061 3.39393939] ; [13.39393939 12.60606061],0
a4,1,0.605591,0.266645,[4 3] ; [12 14],[3.39393939 3.60606061] ; [12.60606061 13.39393939],0
d4,1,0.627766,0.235102,[5 2] ; [20  5],[5.46875 1.53125] ; [19.53125  5.46875],0
v3,1,0.629217,0.233124,[2 5] ; [10 16],[2.54545455 4.45454545] ; [ 9.45454545 16.54545455],0
u3,1,0.657619,0.196429,[1 1] ; [3 6],[0.72727273 1.27272727] ; [3.27272727 5.72727273],0
b5,1,0.737139,0.112658,[3 4] ; [13 13],[3.39393939 3.60606061] ; [12.60606061 13.39393939],0
a2,1,0.763341,0.090659,[1 6] ; [ 5 21],[1.27272727 5.72727273] ; [ 4.72727273 21.27272727],0
u1,1,0.763341,0.090659,[1 6] ; [ 5 21],[1.27272727 5.72727273] ; [ 4.72727273 21.27272727],0
a3,1,0.763341,0.090659,[5 2] ; [17  9],[4.66666667 2.33333333] ; [17.33333333  8.66666667],0
b1,1,0.832682,0.044632,[4 3] ; [16 10],[4.24242424 2.75757576] ; [15.75757576 10.24242424],0
a5,1,0.832682,0.044632,[4 3] ; [16 10],[4.24242424 2.75757576] ; [15.75757576 10.24242424],0
s1,1,0.843296,0.039077,[1 6] ; [ 3 23],[0.84848485 6.15151515] ; [ 3.15151515 22.84848485],0
d2,1,0.862667,0.029922,[5 2] ; [17  8],[4.8125 2.1875] ; [17.1875  7.8125],0
p11,1,0.876438,0.024176,[4 3] ; [14 12],[3.81818182 3.18181818] ; [14.18181818 11.81818182],0
d3,1,0.979171,0.000682,[4 3] ; [15 11],[4.03030303 2.96969697] ; [14.96969697 11.03030303],0
