Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1.3e-05,18.967955,[49  5] ; [45 36],[37.6 16.4] ; [56.4 24.6],1
p4,1,0.000372,12.668532,[42 13] ; [37 44],[31.94852941 23.05147059] ; [47.05147059 33.94852941],1
p8,1,0.000704,11.478365,[38 17] ; [32 49],[28.30882353 26.69117647] ; [41.69117647 39.30882353],1
p5,1,0.000729,11.41397,[15 40] ; [ 5 75],[ 8.14814815 46.85185185] ; [11.85185185 68.14814815],1
n5,1,0.002754,8.963364,[49  6] ; [54 27],[41.65441176 13.34558824] ; [61.34558824 19.65441176],0
b5,1,0.003635,8.457831,[39 16] ; [37 44],[30.73529412 24.26470588] ; [45.26470588 35.73529412],0
n4,1,0.008274,6.97314,[47  8] ; [52 28],[40.33333333 14.66666667] ; [58.66666667 21.33333333],0
n2,1,0.018834,5.516827,[5 5] ; [21  3],[7.64705882 2.35294118] ; [18.35294118  5.64705882],0
d2,1,0.021429,5.291594,[ 6 49] ; [22 59],[11.32352941 43.67647059] ; [16.67647059 64.32352941],0
s7,1,0.042021,4.134359,[44  7] ; [56 23],[39.23076923 11.76923077] ; [60.76923077 18.23076923],0
b3,1,0.051922,3.778265,[20 17] ; [17 34],[15.55681818 21.44318182] ; [21.44318182 29.55681818],0
b2,1,0.051922,3.778265,[20 17] ; [17 34],[15.55681818 21.44318182] ; [21.44318182 29.55681818],0
d4,1,0.053921,3.715151,[37 18] ; [41 40],[31.54411765 23.45588235] ; [46.45588235 34.54411765],0
p11,1,0.061729,3.490311,[48  7] ; [60 21],[43.67647059 11.32352941] ; [64.32352941 16.67647059],0
p3,1,0.073225,3.209203,[31 24] ; [33 48],[25.88235294 29.11764706] ; [38.11764706 42.88235294],0
a3,1,0.08321,3.001061,[33 22] ; [60 21],[37.61029412 17.38970588] ; [55.38970588 25.61029412],0
p2,1,0.089416,2.884848,[49  6] ; [63 18],[45.29411765  9.70588235] ; [66.70588235 14.29411765],0
n6,1,0.091256,2.852077,[50  5] ; [65 16],[46.50735294  8.49264706] ; [68.49264706 12.50735294],0
u1,1,0.09713,2.752042,[ 6 49] ; [ 3 78],[ 3.63970588 51.36029412] ; [ 5.36029412 75.63970588],0
p12,1,0.102044,2.673298,[ 7 48] ; [ 4 77],[ 4.44852941 50.55147059] ; [ 6.55147059 74.44852941],0
v2,1,0.109724,2.558191,[35 19] ; [38 37],[30.55813953 23.44186047] ; [42.44186047 32.55813953],0
s5,1,0.12689,2.330149,[24 28] ; [26 53],[19.84732824 32.15267176] ; [30.15267176 48.84732824],0
a8,1,0.149129,2.081134,[14 39] ; [12 63],[10.765625 42.234375] ; [15.234375 59.765625],0
a4,1,0.157249,2.000486,[19 36] ; [19 62],[15.36764706 39.63235294] ; [22.63235294 58.36764706],0
v3,1,0.188326,1.730666,[26 29] ; [28 50],[22.33082707 32.66917293] ; [31.66917293 46.33082707],0
s4,1,0.228097,1.452692,[ 6 49] ; [15 66],[ 8.49264706 46.50735294] ; [12.50735294 68.49264706],0
p9,1,0.239895,1.381211,[50  5] ; [68 13],[47.72058824  7.27941176] ; [70.27941176 10.72058824],0
d3,1,0.271549,1.208905,[22 33] ; [25 56],[19.00735294 35.99264706] ; [27.99264706 53.00735294],0
p1,1,0.280763,1.163392,[ 8 47] ; [ 7 74],[ 6.06617647 48.93382353] ; [ 8.93382353 72.06617647],0
r2,1,0.327659,0.958128,[51  4] ; [70 10],[49.2962963  5.7037037] ; [71.7037037  8.2962963],0
s2,1,0.349713,0.874498,[38 17] ; [49 31],[35.44444444 19.55555556] ; [51.55555556 28.44444444],0
u2,1,0.379631,0.771897,[15  7] ; [11  9],[13.61904762  8.38095238] ; [12.38095238  7.61904762],0
v1,1,0.403326,0.698388,[35 20] ; [44 34],[32.66917293 22.33082707] ; [46.33082707 31.66917293],0
a7,1,0.474549,0.511364,[34 20] ; [46 35],[32. 22.] ; [48. 33.],0
a1,1,0.523008,0.407958,[ 1 54] ; [ 3 78],[ 1.61764706 53.38235294] ; [ 2.38235294 78.61764706],0
p10,1,0.571312,0.320492,[48  7] ; [67 13],[46.85185185  8.14814815] ; [68.14814815 11.85185185],0
s3,1,0.577539,0.310231,[36 19] ; [56 24],[37.48148148 17.51851852] ; [54.51851852 25.48148148],0
r4,1,0.602473,0.271283,[48  7] ; [73  8],[48.93382353  6.06617647] ; [72.06617647  8.93382353],0
n3,1,0.610823,0.258978,[7 3] ; [18  5],[7.57575758 2.42424242] ; [17.42424242  5.57575758],0
a2,1,0.658989,0.194754,[ 6 49] ; [ 7 74],[ 5.25735294 49.74264706] ; [ 7.74264706 73.25735294],0
u3,1,0.665956,0.186369,[15  7] ; [13  8],[14.3255814  7.6744186] ; [13.6744186  7.3255814],0
n1,1,0.678187,0.172174,[4 6] ; [11 12],[4.54545455 5.45454545] ; [10.45454545 12.54545455],0
s1,1,0.705605,0.142706,[ 2 53] ; [ 4 76],[ 2.44444444 52.55555556] ; [ 3.55555556 76.44444444],0
