Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,1e-06,24.298128,[38 10] ; [21 44],[25.0619469 22.9380531] ; [33.9380531 31.0619469],1
p4,1,2e-06,22.446625,[42  6] ; [29 37],[29.89473684 18.10526316] ; [41.10526316 24.89473684],1
p7,1,1.4e-05,18.893617,[42  5] ; [32 32],[31.33333333 15.66666667] ; [42.66666667 21.33333333],1
p3,1,3.3e-05,17.217411,[37 11] ; [25 41],[26.10526316 21.89473684] ; [35.89473684 30.10526316],1
d1,1,0.00204,9.512934,[37 11] ; [32 34],[29.05263158 18.94736842] ; [39.94736842 26.05263158],0
d2,1,0.004029,8.270488,[32 16] ; [26 40],[24.42105263 23.57894737] ; [33.57894737 32.42105263],0
n3,1,0.011748,6.348498,[5 5] ; [19  2],[7.74193548 2.25806452] ; [16.25806452  4.74193548],0
d4,1,0.017814,5.6143,[44  4] ; [49 17],[39.15789474  8.84210526] ; [53.84210526 12.15789474],0
s7,1,0.019068,5.495281,[38  8] ; [39 24],[32.49541284 13.50458716] ; [44.50458716 18.49541284],0
p1,1,0.030457,4.683303,[ 8 40] ; [ 3 63],[ 4.63157895 43.36842105] ; [ 6.36842105 59.63157895],0
a4,1,0.045546,3.998316,[28 20] ; [26 40],[22.73684211 25.26315789] ; [31.26315789 34.73684211],0
p2,1,0.060093,3.534807,[43  5] ; [50 16],[39.15789474  8.84210526] ; [53.84210526 12.15789474],0
p5,1,0.061407,3.498973,[ 7 41] ; [ 3 63],[ 4.21052632 43.78947368] ; [ 5.78947368 60.21052632],0
s5,1,0.081455,3.035619,[27 13] ; [31 31],[22.74509804 17.25490196] ; [35.25490196 26.74509804],0
p11,1,0.084032,2.985134,[39  9] ; [44 22],[34.94736842 13.05263158] ; [48.05263158 17.94736842],0
b2,1,0.090721,2.861538,[ 9 21] ; [ 4 28],[ 6.29032258 23.70967742] ; [ 6.70967742 25.29032258],0
b3,1,0.090721,2.861538,[ 9 21] ; [ 4 28],[ 6.29032258 23.70967742] ; [ 6.70967742 25.29032258],0
a2,1,0.111264,2.53618,[14 34] ; [11 55],[10.52631579 37.47368421] ; [14.47368421 51.52631579],0
d3,1,0.117713,2.447484,[39  9] ; [45 21],[35.36842105 12.63157895] ; [48.63157895 17.36842105],0
s8,1,0.121317,2.400234,[31 17] ; [33 33],[26.94736842 21.05263158] ; [37.05263158 28.94736842],0
b1,1,0.160261,1.971758,[23 25] ; [23 43],[19.36842105 28.63157895] ; [26.63157895 39.36842105],0
n6,1,0.169584,1.88662,[35 12] ; [56 10],[37.84955752  9.15044248] ; [53.15044248 12.84955752],0
p9,1,0.223859,1.479463,[43  5] ; [52 12],[40.71428571  7.28571429] ; [54.28571429  9.71428571],0
n2,1,0.247656,1.33648,[9 1] ; [15  6],[7.74193548 2.25806452] ; [16.25806452  4.74193548],0
p10,1,0.259686,1.270432,[41  7] ; [50 15],[38.65486726  9.34513274] ; [52.34513274 12.65486726],0
n5,1,0.260354,1.266875,[36 12] ; [43 23],[33.26315789 14.73684211] ; [45.73684211 20.26315789],0
a5,1,0.260354,1.266875,[36 12] ; [43 23],[33.26315789 14.73684211] ; [45.73684211 20.26315789],0
s2,1,0.273477,1.199221,[44  4] ; [56 10],[42.10526316  5.89473684] ; [57.89473684  8.10526316],0
u1,1,0.273666,1.19828,[12 36] ; [11 55],[ 9.68421053 38.31578947] ; [13.31578947 52.68421053],0
n1,1,0.35322,0.861857,[4 6] ; [ 5 16],[2.90322581 7.09677419] ; [ 6.09677419 14.90322581],0
a1,1,0.38255,0.76249,[ 2 46] ; [ 1 65],[ 1.26315789 46.73684211] ; [ 1.73684211 64.26315789],0
s1,1,0.405542,0.691832,[ 4 44] ; [ 3 63],[ 2.94736842 45.05263158] ; [ 4.05263158 61.94736842],0
s6,1,0.412341,0.672042,[43  3] ; [56  7],[41.77981651  4.22018349] ; [57.22018349  5.77981651],0
a6,1,0.420926,0.647727,[34 14] ; [42 24],[32. 16.] ; [44. 22.],0
u2,1,0.485667,0.486111,[9 5] ; [11 10],[8. 6.] ; [12.  9.],0
v3,1,0.512763,0.428424,[12 34] ; [21 45],[13.55357143 32.44642857] ; [19.44642857 46.55357143],0
a8,1,0.576347,0.312177,[ 2 45] ; [ 4 55],[ 2.66037736 44.33962264] ; [ 3.33962264 55.66037736],0
r3,1,0.667658,0.184353,[44  3] ; [63  3],[44.50442478  2.49557522] ; [62.49557522  3.50442478],0
n4,1,0.687384,0.161932,[33 15] ; [43 23],[32. 16.] ; [44. 22.],0
v2,1,0.724154,0.124547,[20 26] ; [30 34],[20.90909091 25.09090909] ; [29.09090909 34.90909091],0
u3,1,0.752172,0.099715,[10  4] ; [16  5],[10.4  3.6] ; [15.6  5.4],0
b4,1,0.760945,0.092562,[29 19] ; [38 28],[28.21052632 19.78947368] ; [38.78947368 27.21052632],0
a3,1,0.761864,0.09183,[34 14] ; [45 21],[33.26315789 14.73684211] ; [45.73684211 20.26315789],0
v1,1,0.762588,0.091255,[22 25] ; [29 37],[21.21238938 25.78761062] ; [29.78761062 36.21238938],0
a7,1,0.814549,0.055019,[33 15] ; [44 22],[32.42105263 15.57894737] ; [44.57894737 21.42105263],0
b5,1,0.837505,0.04206,[30 18] ; [40 26],[29.47368421 18.52631579] ; [40.52631579 25.47368421],0
d5,1,0.89934,0.016001,[39  9] ; [53 13],[38.73684211  9.26315789] ; [53.26315789 12.73684211],0
v4,1,0.908719,0.013146,[46  2] ; [62  3],[45.87610619  2.12389381] ; [62.12389381  2.87610619],0
r2,1,0.941074,0.005464,[45  2] ; [63  3],[44.92035398  2.07964602] ; [63.07964602  2.92035398],0
r4,1,0.951488,0.003701,[42  6] ; [58  8],[42.10526316  5.89473684] ; [57.89473684  8.10526316],0
r1,1,0.960936,0.002399,[38 10] ; [52 14],[37.89473684 10.10526316] ; [52.10526316 13.89473684],0
