Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,60.011333,[182  82] ; [111 194],[135.94376098 128.05623902] ; [157.05623902 147.94376098],1
v3,1,0.0,29.855937,[122 139] ; [ 78 235],[ 90.94076655 170.05923345] ; [109.05923345 203.94076655],1
p3,1,8e-06,20.05547,[134 137] ; [100 219],[107.48135593 163.51864407] ; [126.51864407 192.48135593],1
p4,1,5.5e-05,16.276844,[159 113] ; [132 184],[134.6122449 137.3877551] ; [156.3877551 159.6122449],1
p2,1,5.6e-05,16.247882,[230  41] ; [227  93],[209.55499154  61.44500846] ; [247.44500846  72.55499154],1
n5,1,0.000123,14.749523,[211  60] ; [200 116],[189.74616695  81.25383305] ; [221.25383305  94.74616695],1
p9,1,0.000163,14.215998,[221  48] ; [216  99],[201.28938356  67.71061644] ; [235.71061644  79.28938356],1
s6,1,0.000276,13.229306,[161 111] ; [140 177],[139.00169779 132.99830221] ; [161.99830221 155.00169779],1
a5,1,0.000295,13.10209,[203  70] ; [193 127],[182.306914  90.693086] ; [213.693086 106.306914],1
r1,1,0.000306,13.036139,[220  51] ; [218 102],[200.84263959  70.15736041] ; [237.15736041  82.84263959],1
p11,1,0.000856,11.116223,[219  54] ; [218 102],[201.18212479  71.81787521] ; [235.81787521  84.18212479],1
p10,1,0.001712,9.835524,[208  60] ; [208 108],[190.90410959  77.09589041] ; [225.09589041  90.90410959],0
r2,1,0.002078,9.479074,[253  16] ; [272  43],[241.82363014  27.17636986] ; [283.17636986  31.82363014],0
r3,1,0.002142,9.423536,[256  14] ; [280  40],[245.28813559  24.71186441] ; [290.71186441  29.28813559],0
r4,1,0.00225,9.33366,[238  35] ; [248  72],[223.74030354  49.25969646] ; [262.25969646  57.74030354],0
p6,1,0.002651,9.033301,[ 88 177] ; [ 70 247],[ 71.94158076 193.05841924] ; [ 86.05841924 230.94158076],0
n4,1,0.005547,7.691855,[212  60] ; [216 103],[196.98138748  75.01861252] ; [231.01861252  87.98138748],0
p7,1,0.005608,7.672298,[164 100] ; [159 155],[147.52941176 116.47058824] ; [175.47058824 138.52941176],0
s7,1,0.007443,7.162872,[106 152] ; [ 92 212],[ 90.89679715 167.10320285] ; [107.10320285 196.89679715],0
n6,1,0.008774,6.868188,[222  49] ; [233  87],[208.63790186  62.36209814] ; [246.36209814  73.63790186],0
p8,1,0.015687,5.83762,[134 131] ; [129 189],[119.54545455 145.45454545] ; [143.45454545 174.54545455],0
u4,1,0.029767,4.722723,[  8 265] ; [  2 318],[  4.60370995 268.39629005] ; [  5.39629005 314.60370995],0
v4,1,0.030575,4.676684,[252  18] ; [281  38],[244.32937182  25.67062818] ; [288.67062818  30.32937182],0
b5,1,0.03405,4.492183,[181  92] ; [185 135],[168.49578415 104.50421585] ; [197.50421585 122.49578415],0
s8,1,0.050325,3.830588,[ 96 176] ; [ 89 231],[ 85. 187.] ; [100. 220.],0
a3,1,0.071933,3.238348,[189  82] ; [200 119],[178.67627119  92.32372881] ; [210.32372881 108.67627119],0
u1,1,0.083762,2.990345,[ 44 229] ; [ 36 284],[ 36.8296796 236.1703204] ; [ 43.1703204 276.8296796],0
a4,1,0.09999,2.705705,[117 153] ; [117 202],[107.26655348 162.73344652] ; [126.73344652 192.26655348],0
n3,1,0.111207,2.53699,[39 12] ; [65 37],[34.66666667 16.33333333] ; [69.33333333 32.66666667],0
u3,1,0.124295,2.362344,[48 36] ; [54 63],[42.62686567 41.37313433] ; [59.37313433 57.62686567],0
b2,1,0.124702,2.357251,[ 62 110] ; [ 49 124],[ 55.33913043 116.66086957] ; [ 55.66086957 117.33913043],0
b3,1,0.124702,2.357251,[ 62 110] ; [ 49 124],[ 55.33913043 116.66086957] ; [ 55.66086957 117.33913043],0
d1,1,0.132422,2.263885,[150 123] ; [156 164],[140.87352445 132.12647555] ; [165.12647555 154.87352445],0
a6,1,0.154175,2.030446,[193  80] ; [208 111],[184.92060811  88.07939189] ; [216.07939189 102.92060811],0
a2,1,0.165944,1.919206,[ 62 211] ; [ 58 262],[ 55.24451939 217.75548061] ; [ 64.75548061 255.24451939],0
d3,1,0.16809,1.899893,[187  86] ; [200 117],[179.06949153  93.93050847] ; [207.93050847 109.06949153],0
s4,1,0.197044,1.664152,[ 29 243] ; [ 45 272],[ 34.17317487 237.82682513] ; [ 39.82682513 277.17317487],0
b1,1,0.198012,1.656977,[101 172] ; [135 185],[108.64755481 164.35244519] ; [127.35244519 192.64755481],0
p12,1,0.200412,1.639369,[ 13 256] ; [  9 310],[ 10.06462585 258.93537415] ; [ 11.93537415 307.06462585],0
d5,1,0.202879,1.621526,[214  59] ; [235  83],[207.40609137  65.59390863] ; [241.59390863  76.40609137],0
a7,1,0.22602,1.465732,[200  71] ; [221  98],[193.37457627  77.62542373] ; [227.62542373  91.37457627],0
p1,1,0.232709,1.424226,[ 18 254] ; [ 14 305],[ 14.72758037 257.27241963] ; [ 17.27241963 301.72758037],0
n1,1,0.257808,1.280492,[20 31] ; [31 72],[16.88961039 34.11038961] ; [34.11038961 68.88961039],0
n2,1,0.311695,1.02348,[37 14] ; [67 37],[34.21935484 16.78064516] ; [69.78064516 34.21935484],0
d2,1,0.39213,0.732327,[122 151] ; [131 187],[116.8680203 156.1319797] ; [136.1319797 181.8680203],0
a8,1,0.480767,0.497123,[ 32 208] ; [ 34 266],[ 29.33333333 210.66666667] ; [ 36.66666667 263.33333333],0
u2,1,0.499379,0.456255,[46 36] ; [61 58],[43.65174129 38.34825871] ; [63.34825871 55.65174129],0
d4,1,0.544314,0.367603,[211  62] ; [239  79],[207.8680203  65.1319797] ; [242.1319797  75.8680203],0
s1,1,0.723209,0.125439,[  9 260] ; [  9 308],[  8.26279863 260.73720137] ; [  9.73720137 307.26279863],0
s2,1,0.814938,0.054785,[ 99 171] ; [114 205],[ 97.64006791 172.35993209] ; [115.35993209 203.64006791],0
s3,1,0.926102,0.008603,[119 150] ; [141 175],[119.55555556 149.44444444] ; [140.44444444 175.55555556],0
b4,1,0.937083,0.006231,[157 116] ; [183 137],[156.52613828 116.47386172] ; [183.47386172 136.52613828],0
a1,1,0.990255,0.000149,[ 12 261] ; [ 14 306],[ 11.96964587 261.03035413] ; [ 14.03035413 305.96964587],0
