Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,38.405639,[ 4 54] ; [22 10],[16.75555556 41.24444444] ; [ 9.24444444 22.75555556],1
s7,1,2e-06,23.086811,[ 6 49] ; [18 12],[15.52941176 39.47058824] ; [ 8.47058824 21.52941176],1
s6,1,0.000377,12.644704,[10 48] ; [17 15],[17.4 40.6] ; [ 9.6 22.4],1
p7,1,0.000986,10.853248,[12 44] ; [17 13],[18.88372093 37.11627907] ; [10.11627907 19.88372093],1
s8,1,0.002278,9.311074,[ 4 54] ; [10 22],[ 9.02222222 48.97777778] ; [ 4.97777778 27.02222222],0
p3,1,0.009611,6.705665,[ 8 50] ; [12 20],[12.88888889 45.11111111] ; [ 7.11111111 24.88888889],0
p9,1,0.013506,6.101534,[21 34] ; [21 11],[26.55172414 28.44827586] ; [15.44827586 16.55172414],0
s4,1,0.018263,5.570786,[ 9 49] ; [12 20],[13.53333333 44.46666667] ; [ 7.46666667 24.53333333],0
s5,1,0.01933,5.471414,[ 5 53] ; [ 8 21],[ 8.66666667 49.33333333] ; [ 4.33333333 24.66666667],0
a6,1,0.02766,4.849138,[24 34] ; [21 11],[29. 29.] ; [16. 16.],0
p10,1,0.036199,4.387703,[23 33] ; [20 11],[27.67816092 28.32183908] ; [15.32183908 15.67816092],0
p6,1,0.067532,3.342014,[ 7 49] ; [ 9 23],[10.18181818 45.81818182] ; [ 5.81818182 26.18181818],0
p2,1,0.08993,2.875623,[26 31] ; [20 11],[29.79545455 27.20454545] ; [16.20454545 14.79545455],0
p11,1,0.10183,2.676647,[24 34] ; [19 13],[27.71111111 30.28888889] ; [15.28888889 16.71111111],0
n2,1,0.118694,2.434471,[13 17] ; [9 4],[15.34883721 14.65116279] ; [6.65116279 6.34883721],0
a7,1,0.126079,2.340132,[26 31] ; [20 12],[29.46067416 27.53932584] ; [16.53932584 15.46067416],0
a5,1,0.139354,2.185083,[25 33] ; [19 13],[28.35555556 29.64444444] ; [15.64444444 16.35555556],0
r2,1,0.161425,1.960824,[28 27] ; [20 10],[31.05882353 23.94117647] ; [16.94117647 13.05882353],0
n1,1,0.210414,1.568574,[ 8 22] ; [6 7],[ 9.76744186 20.23255814] ; [4.23255814 8.76744186],0
s1,1,0.240003,1.380578,[ 2 56] ; [ 3 29],[ 3.22222222 54.77777778] ; [ 1.77777778 30.22222222],0
d3,1,0.261659,1.259957,[25 32] ; [18 14],[27.53932584 29.46067416] ; [15.46067416 16.53932584],0
a3,1,0.276723,1.183115,[27 30] ; [19 13],[29.46067416 27.53932584] ; [16.53932584 15.46067416],0
u2,1,0.280318,1.165547,[10 21] ; [6 6],[11.53488372 19.46511628] ; [4.46511628 7.53488372],0
p4,1,0.300979,1.069854,[17 40] ; [13 19],[19.21348315 37.78651685] ; [10.78651685 21.21348315],0
u3,1,0.309753,1.031727,[ 7 23] ; [5 8],[ 8.37209302 21.62790698] ; [3.62790698 9.37209302],0
d4,1,0.311821,1.022949,[33 24] ; [22 10],[35.2247191 21.7752809] ; [19.7752809 12.2247191],0
a4,1,0.357928,0.845151,[16 41] ; [12 20],[17.93258427 39.06741573] ; [10.06741573 21.93258427],0
d2,1,0.389538,0.740385,[21 35] ; [15 17],[22.90909091 33.09090909] ; [13.09090909 18.90909091],0
r1,1,0.393699,0.727487,[15 43] ; [11 21],[16.75555556 41.24444444] ; [ 9.24444444 22.75555556],0
r3,1,0.422444,0.643507,[28 29] ; [18 13],[29.79545455 27.20454545] ; [16.20454545 14.79545455],0
a8,1,0.463286,0.537944,[ 3 50] ; [ 3 27],[ 3.8313253 49.1686747] ; [ 2.1686747 27.8313253],0
b4,1,0.506812,0.440643,[35 23] ; [17 15],[33.51111111 24.48888889] ; [18.48888889 13.51111111],0
a2,1,0.513484,0.426961,[ 6 52] ; [ 2 30],[ 5.15555556 52.84444444] ; [ 2.84444444 29.15555556],0
a1,1,0.513484,0.426961,[ 6 52] ; [ 2 30],[ 5.15555556 52.84444444] ; [ 2.84444444 29.15555556],0
d5,1,0.514098,0.425717,[34 24] ; [21 11],[35.44444444 22.55555556] ; [19.55555556 12.44444444],0
u1,1,0.536981,0.381165,[ 2 56] ; [ 2 30],[ 2.57777778 55.42222222] ; [ 1.42222222 30.57777778],0
p1,1,0.540669,0.374301,[ 6 52] ; [ 2 29],[ 5.21348315 52.78651685] ; [ 2.78651685 28.21348315],0
b2,1,0.553746,0.350649,[12 21] ; [ 6 15],[11. 22.] ; [ 7. 14.],0
b3,1,0.553746,0.350649,[12 21] ; [ 6 15],[11. 22.] ; [ 7. 14.],0
n3,1,0.554113,0.35,[12 18] ; [6 6],[12.85714286 17.14285714] ; [5.14285714 6.85714286],0
d1,1,0.562711,0.335031,[20 38] ; [13 19],[21.26666667 36.73333333] ; [11.73333333 20.26666667],0
b1,1,0.588067,0.293373,[27 31] ; [13 19],[25.77777778 32.22222222] ; [14.22222222 17.77777778],0
n6,1,0.662349,0.190683,[34 23] ; [17 14],[33.03409091 23.96590909] ; [17.96590909 13.03409091],0
p5,1,0.694617,0.154132,[ 3 55] ; [ 1 29],[ 2.63636364 55.36363636] ; [ 1.36363636 28.63636364],0
v4,1,0.739395,0.110659,[35 23] ; [17 13],[34.27272727 23.72727273] ; [17.72727273 12.27272727],0
b5,1,0.776492,0.080595,[29 29] ; [17 15],[29.64444444 28.35555556] ; [16.35555556 15.64444444],0
