Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,6e-05,16.112175,[30 32] ; [29  3],[38.91489362 23.08510638] ; [20.08510638 11.91489362],1
s2,1,0.000415,12.461492,[19 43] ; [22 10],[27.04255319 34.95744681] ; [13.95744681 18.04255319],1
n4,1,0.000798,11.244975,[34 28] ; [ 6 26],[26.38297872 35.61702128] ; [13.61702128 18.38297872],1
s4,1,0.000991,10.843524,[ 7 55] ; [13 19],[13.19148936 48.80851064] ; [ 6.80851064 25.19148936],1
s3,1,0.00862,6.9,[24 36] ; [22 10],[30. 30.] ; [16. 16.],0
n1,1,0.026134,4.947115,[ 2 11] ; [5 3],[4.33333333 8.66666667] ; [2.66666667 5.33333333],0
s7,1,0.070572,3.26967,[19 38] ; [16 14],[22.93103448 34.06896552] ; [12.06896552 17.93103448],0
s1,1,0.077279,3.121225,[ 1 61] ; [ 3 29],[ 2.63829787 59.36170213] ; [ 1.36170213 30.63829787],0
a1,1,0.081336,3.038001,[ 2 60] ; [ 4 28],[ 3.95744681 58.04255319] ; [ 2.04255319 29.95744681],0
p10,1,0.089551,2.882428,[37 24] ; [25  7],[40.66666667 20.33333333] ; [21.33333333 10.66666667],0
d4,1,0.090827,2.859663,[50 12] ; [30  2],[52.76595745  9.23404255] ; [27.23404255  4.76595745],0
n3,1,0.091167,2.853648,[12  1] ; [5 3],[10.52380952  2.47619048] ; [6.47619048 1.52380952],0
p2,1,0.092054,2.838083,[54  7] ; [24  8],[51.16129032  9.83870968] ; [26.83870968  5.16129032],0
p6,1,0.103083,2.65719,[20 39] ; [16 15],[23.6 35.4] ; [12.4 18.6],0
a5,1,0.113526,2.504433,[43 19] ; [27  5],[46.17021277 15.82978723] ; [23.82978723  8.17021277],0
a7,1,0.140493,2.172549,[46 16] ; [19 13],[42.87234043 19.12765957] ; [22.12765957  9.87234043],0
d1,1,0.148775,2.084764,[31 31] ; [21 11],[34.29787234 27.70212766] ; [17.70212766 14.29787234],0
a6,1,0.174166,1.846714,[40 22] ; [16 16],[36.93617021 25.06382979] ; [19.06382979 12.93617021],0
r3,1,0.178834,1.80729,[55  7] ; [31  1],[56.72340426  5.27659574] ; [29.27659574  2.72340426],0
p5,1,0.180021,1.797447,[ 3 59] ; [ 4 28],[ 4.61702128 57.38297872] ; [ 2.38297872 29.61702128],0
r1,1,0.185803,1.750588,[48 14] ; [20 11],[45.33333333 16.66666667] ; [22.66666667  8.33333333],0
p12,1,0.208086,1.584696,[ 2 60] ; [ 3 29],[ 3.29787234 58.70212766] ; [ 1.70212766 30.29787234],0
a4,1,0.219076,1.510411,[21 41] ; [15 17],[23.74468085 38.25531915] ; [12.25531915 19.74468085],0
d3,1,0.228169,1.452239,[41 21] ; [25  7],[43.53191489 18.46808511] ; [22.46808511  9.53191489],0
d2,1,0.228919,1.447567,[23 39] ; [16 16],[25.72340426 36.27659574] ; [13.27659574 18.72340426],0
v4,1,0.25153,1.314788,[56  6] ; [31  1],[57.38297872  4.61702128] ; [29.61702128  2.38297872],0
u1,1,0.259939,1.269081,[ 5 57] ; [ 5 27],[ 6.59574468 55.40425532] ; [ 3.40425532 28.59574468],0
p9,1,0.270742,1.212983,[41 20] ; [25  7],[43.29032258 17.70967742] ; [22.70967742  9.29032258],0
s8,1,0.284088,1.147431,[22 40] ; [15 17],[24.40425532 37.59574468] ; [12.59574468 19.40425532],0
p4,1,0.377577,0.778574,[41 21] ; [24  8],[42.87234043 19.12765957] ; [22.12765957  9.87234043],0
b1,1,0.383935,0.758065,[33 29] ; [14 18],[31. 31.] ; [16. 16.],0
b3,1,0.412847,0.670588,[10 28] ; [ 7 12],[11.33333333 26.66666667] ; [ 5.66666667 13.33333333],0
b2,1,0.412847,0.670588,[10 28] ; [ 7 12],[11.33333333 26.66666667] ; [ 5.66666667 13.33333333],0
v1,1,0.427512,0.629573,[23 35] ; [15 16],[24.76404494 33.23595506] ; [13.23595506 17.76404494],0
p1,1,0.430917,0.620351,[ 8 53] ; [ 6 25],[ 9.2826087 51.7173913] ; [ 4.7173913 26.2826087],0
u3,1,0.44868,0.573983,[16  7] ; [9 2],[16.91176471  6.08823529] ; [8.08823529 2.91176471],0
n2,1,0.52511,0.403846,[8 5] ; [6 2],[8.66666667 4.33333333] ; [5.33333333 2.66666667],0
b4,1,0.571189,0.320697,[41 21] ; [23  9],[42.21276596 19.78723404] ; [21.78723404 10.21276596],0
r2,1,0.735322,0.114281,[56  5] ; [30  2],[56.40860215  4.59139785] ; [29.59139785  2.40860215],0
b5,1,0.749282,0.102135,[37 25] ; [18 14],[36.27659574 25.72340426] ; [18.72340426 13.27659574],0
r4,1,0.78846,0.071991,[53  9] ; [28  4],[53.42553191  8.57446809] ; [27.57446809  4.42553191],0
a3,1,0.79468,0.067724,[39 23] ; [21 11],[39.57446809 22.42553191] ; [20.42553191 11.57446809],0
p11,1,0.797857,0.065598,[41 21] ; [22 10],[41.55319149 20.44680851] ; [21.44680851 10.55319149],0
