Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,78.475793,[17 85] ; [84 24],[49.05714286 52.94285714] ; [51.94285714 56.05714286],1
d4,1,0.0,51.059042,[59 43] ; [107   2],[80.2464455 21.7535545] ; [85.7535545 23.2464455],1
d3,1,0.0,47.153599,[43 59] ; [95 14],[66.71090047 35.28909953] ; [71.28909953 37.71090047],1
d5,1,0.0,43.176311,[62 40] ; [106   3],[81.21327014 20.78672986] ; [86.78672986 22.21327014],1
a4,1,1e-06,24.776187,[32 69] ; [72 37],[50.01904762 50.98095238] ; [53.98095238 55.01904762],1
a2,1,1e-06,23.92744,[11 91] ; [44 65],[26.58767773 75.41232227] ; [28.41232227 80.58767773],1
u1,1,1e-06,23.415754,[ 7 95] ; [37 72],[21.27014218 80.72985782] ; [22.72985782 86.27014218],1
a6,1,0.000219,13.662085,[55 47] ; [85 24],[67.67772512 34.32227488] ; [72.32227488 36.67772512],1
a5,1,0.000917,10.989051,[60 42] ; [87 22],[71.06161137 30.93838863] ; [75.93838863 33.06161137],1
p4,1,0.0016,9.959531,[35 67] ; [61 48],[46.40758294 55.59241706] ; [49.59241706 59.40758294],0
v2,1,0.002259,9.326599,[52 46] ; [76 27],[62.4079602 35.5920398] ; [65.5920398 37.4079602],0
a3,1,0.00227,9.3171,[63 39] ; [88 21],[72.99526066 29.00473934] ; [78.00473934 30.99526066],0
s2,1,0.009525,6.721606,[46 54] ; [69 39],[55.28846154 44.71153846] ; [59.71153846 48.28846154],0
s5,1,0.010493,6.549167,[22 77] ; [40 63],[30.38613861 68.61386139] ; [31.61386139 71.38613861],0
s6,1,0.017775,5.618196,[61 40] ; [81 26],[68.95192308 32.04807692] ; [73.04807692 33.95192308],0
a7,1,0.031671,4.616223,[60 41] ; [80 29],[67.33333333 33.66666667] ; [72.66666667 36.33333333],0
u2,1,0.063098,3.454027,[19 18] ; [16  5],[22.32758621 14.67241379] ; [12.67241379  8.32758621],0
r1,1,0.06542,3.394344,[73 27] ; [91 18],[78.46889952 21.53110048] ; [85.53110048 23.46889952],0
n4,1,0.080318,3.058448,[68 32] ; [85 23],[73.55769231 26.44230769] ; [79.44230769 28.55769231],0
s7,1,0.083313,2.999063,[39 58] ; [54 49],[45.105 51.895] ; [47.895 55.105],0
p6,1,0.090367,2.867828,[21 80] ; [33 73],[26.34782609 74.65217391] ; [27.65217391 78.34782609],0
p12,1,0.095822,2.773738,[ 3 98] ; [ 9 99],[ 5.79904306 95.20095694] ; [  6.20095694 101.79904306],0
b5,1,0.096797,2.75754,[64 38] ; [80 29],[69.61137441 32.38862559] ; [74.38862559 34.61137441],0
v3,1,0.097647,2.743567,[36 64] ; [48 53],[41.79104478 58.20895522] ; [42.20895522 58.79104478],0
r3,1,0.110979,2.540228,[91  9] ; [105   4],[93.77990431  6.22009569] ; [102.22009569   6.77990431],0
p3,1,0.122418,2.386113,[36 66] ; [49 58],[41.48325359 60.51674641] ; [43.51674641 63.48325359],0
p9,1,0.124441,2.360522,[76 26] ; [89 18],[80.52631579 21.47368421] ; [84.47368421 22.52631579],0
