Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,116.620929,[ 28 130] ; [222  94],[83.33333333 74.66666667] ; [166.66666667 149.33333333],1
s3,1,0.0,89.327398,[ 40 118] ; [222  90],[88.07659574 69.92340426] ; [173.92340426 138.07659574],1
s7,1,0.0,61.688963,[ 34 116] ; [188 116],[73.34801762 76.65198238] ; [148.65198238 155.34801762],1
s8,1,0.0,54.711603,[ 37 124] ; [185 130],[75.08823529 85.91176471] ; [146.91176471 168.08823529],1
s5,1,0.0,46.77362,[ 19 138] ; [134 173],[ 51.76939655 105.23060345] ; [101.23060345 205.76939655],1
p4,1,0.0,26.768922,[69 89] ; [216 100],[95. 63.] ; [190. 126.],1
s4,1,2e-06,22.882014,[  9 152] ; [ 72 240],[ 27.57082452 133.42917548] ; [ 53.42917548 258.57082452],1
r4,1,8e-06,19.83804,[131  30] ; [299  18],[144.83263598  16.16736402] ; [285.16736402  31.83263598],1
p9,1,7e-05,15.803314,[115  42] ; [275  38],[130.27659574  26.72340426] ; [259.72340426  53.27659574],1
p3,1,0.000817,11.201279,[59 99] ; [170 147],[76.17263158 81.82736842] ; [152.82736842 164.17263158],1
p10,1,0.000838,11.154834,[113  46] ; [265  50],[126.79746835  32.20253165] ; [251.20253165  63.79746835],1
r3,1,0.001039,10.755962,[146  14] ; [309   7],[152.94117647   7.05882353] ; [302.05882353  13.94117647],0
p6,1,0.001395,10.21258,[ 42 114] ; [132 182],[57.75319149 98.24680851] ; [116.24680851 197.75319149],0
u1,1,0.002039,9.513874,[ 29 132] ; [ 99 218],[ 43.11297071 117.88702929] ; [ 84.88702929 232.11297071],0
v1,1,0.002575,9.086452,[68 91] ; [177 131],[83.41541756 75.58458244] ; [161.58458244 146.41541756],0
p2,1,0.002636,9.043503,[118  42] ; [269  47],[130.08403361  29.91596639] ; [256.91596639  59.08403361],0
p12,1,0.003525,8.513724,[  3 157] ; [ 28 288],[ 10.42016807 149.57983193] ; [ 20.57983193 295.42016807],0
v4,1,0.003999,8.284369,[145  15] ; [307  10],[151.61425577   8.38574423] ; [300.38574423  16.61425577],0
b5,1,0.005692,7.645425,[89 72] ; [216 101],[102.73012552  58.26987448] ; [202.26987448 114.73012552],0
a5,1,0.00678,7.330458,[124  37] ; [275  42],[134.39121339  26.60878661] ; [264.60878661  52.39121339],0
a2,1,0.016121,5.789645,[ 46 115] ; [126 191],[ 57.93305439 103.06694561] ; [114.06694561 202.93305439],0
r1,1,0.02763,4.851035,[125  35] ; [272  44],[133.44537815  26.55462185] ; [263.55462185  52.44537815],0
n2,1,0.029917,4.714069,[25 21] ; [51 18],[30.4 15.6] ; [45.6 23.4],0
p7,1,0.045632,3.995131,[88 72] ; [198 109],[97.98715203 62.01284797] ; [188.01284797 118.98715203],0
n5,1,0.059323,3.556206,[108  52] ; [239  77],[116.63865546  43.36134454] ; [230.36134454  85.63865546],0
n3,1,0.074051,3.190868,[28 18] ; [52 16],[32.28070175 13.71929825] ; [47.71929825 20.28070175],0
u3,1,0.082031,3.024196,[19 18] ; [44 20],[23.07920792 13.92079208] ; [39.92079208 24.07920792],0
d4,1,0.083743,2.990717,[155   4] ; [313   2],[156.98734177   2.01265823] ; [311.01265823   3.98734177],0
u2,1,0.090753,2.860971,[18 18] ; [43 21],[21.96 14.04] ; [39.04 24.96],0
n6,1,0.095969,2.771281,[129  32] ; [271  44],[135.29411765  25.70588235] ; [264.70588235  50.29411765],0
r2,1,0.142465,2.151134,[147   8] ; [306   8],[149.71215352   5.28784648] ; [303.28784648  10.71215352],0
s1,1,0.159604,1.977972,[  2 156] ; [ 11 302],[  4.36093418 153.63906582] ; [  8.63906582 304.36093418],0
d3,1,0.166929,1.91031,[139  22] ; [286  30],[143.44863732  17.55136268] ; [281.55136268  34.44863732],0
a4,1,0.204505,1.609906,[87 73] ; [191 125],[93.44537815 66.55462185] ; [184.55462185 131.44537815],0
u4,1,0.206553,1.595421,[  2 159] ; [ 10 307],[  4.041841 156.958159] ; [  7.958159 309.041841],0
v2,1,0.216672,1.526276,[90 66] ; [194 111],[96.10412148 59.89587852] ; [187.89587852 117.10412148],0
a8,1,0.233652,1.418493,[ 14 129] ; [ 39 243],[ 17.83294118 125.16705882] ; [ 35.16705882 246.83294118],0
b3,1,0.250849,1.318569,[40 55] ; [ 70 129],[35.54421769 59.45578231] ; [ 74.45578231 124.54421769],0
b2,1,0.250849,1.318569,[40 55] ; [ 70 129],[35.54421769 59.45578231] ; [ 74.45578231 124.54421769],0
d5,1,0.27449,1.19417,[156   5] ; [310   5],[157.61764706   3.38235294] ; [308.38235294   6.61764706],0
p11,1,0.32856,0.954565,[119  42] ; [247  70],[123.27615063  37.72384937] ; [242.72384937  74.27615063],0
n1,1,0.333438,0.935498,[13 32] ; [26 43],[15.39473684 29.60526316] ; [23.60526316 45.39473684],0
v3,1,0.358604,0.842776,[57 96] ; [126 176],[61.53626374 91.46373626] ; [121.46373626 180.53626374],0
b4,1,0.466223,0.530915,[94 67] ; [196 121],[97.67782427 63.32217573] ; [192.32217573 124.67782427],0
a1,1,0.488128,0.48065,[  5 156] ; [ 14 303],[  6.39958159 154.60041841] ; [ 12.60041841 304.39958159],0
a3,1,0.515109,0.423675,[124  36] ; [253  63],[126.72268908  33.27731092] ; [250.27731092  65.72268908],0
a7,1,0.681091,0.1689,[122  38] ; [247  70],[123.77358491  36.22641509] ; [245.22641509  71.77358491],0
d2,1,0.70869,0.139589,[113  46] ; [229  86],[114.72151899  44.27848101] ; [227.27848101  87.72151899],0
n4,1,0.715477,0.132868,[124  37] ; [248  68],[125.55974843  35.44025157] ; [246.44025157  69.55974843],0
p8,1,0.719507,0.128965,[78 81] ; [157 152],[79.83974359 79.16025641] ; [155.16025641 153.83974359],0
a6,1,0.722778,0.125846,[121  40] ; [232  83],[119.39705882  41.60294118] ; [233.60294118  81.39705882],0
b1,1,0.798157,0.065399,[ 57 104] ; [116 201],[ 58.26987448 102.73012552] ; [114.73012552 202.26987448],0
p1,1,0.848886,0.036306,[ 10 151] ; [ 21 294],[ 10.48529412 150.51470588] ; [ 20.51470588 294.48529412],0
