Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.001005,10.818817,[1 7] ; [18  5],[4.90322581 3.09677419] ; [14.09677419  8.90322581],0
s2,1,0.014425,5.985412,[2 6] ; [17  6],[4.90322581 3.09677419] ; [14.09677419  8.90322581],0
p11,1,0.022807,5.183152,[3 5] ; [20  5],[5.57575758 2.42424242] ; [17.42424242  7.57575758],0
p9,1,0.044368,4.0425,[3 5] ; [19  6],[5.33333333 2.66666667] ; [16.66666667  8.33333333],0
r1,1,0.077464,3.117321,[3 5] ; [18  7],[5.09090909 2.90909091] ; [15.90909091  9.09090909],0
s8,1,0.106948,2.59875,[1 7] ; [11 14],[2.90909091 5.09090909] ; [ 9.09090909 15.90909091],0
n1,1,0.124541,2.359259,[2 1] ; [2 8],[0.92307692 2.07692308] ; [3.07692308 6.92307692],0
a3,1,0.181904,1.782,[2 6] ; [13 12],[3.63636364 4.36363636] ; [11.36363636 13.63636364],0
p2,1,0.281077,1.161875,[7 1] ; [17  8],[5.81818182 2.18181818] ; [18.18181818  6.81818182],0
v4,1,0.285836,1.139132,[5 2] ; [22  3],[5.90625 1.09375] ; [21.09375  3.90625],0
s7,1,0.306488,1.045752,[3 5] ; [14 10],[4.25 3.75] ; [12.75 11.25],0
v1,1,0.356957,0.848571,[4 4] ; [ 8 17],[2.90909091 5.09090909] ; [ 9.09090909 15.90909091],0
r2,1,0.372078,0.796714,[6 2] ; [22  3],[6.78787879 1.21212121] ; [21.21212121  3.78787879],0
r3,1,0.372078,0.796714,[6 2] ; [22  3],[6.78787879 1.21212121] ; [21.21212121  3.78787879],0
v2,1,0.428539,0.626779,[1 7] ; [ 6 17],[1.80645161 6.19354839] ; [ 5.19354839 17.80645161],0
p3,1,0.442695,0.589286,[2 6] ; [10 15],[2.90909091 5.09090909] ; [ 9.09090909 15.90909091],0
r4,1,0.455522,0.556875,[5 3] ; [19  6],[5.81818182 2.18181818] ; [18.18181818  6.81818182],0
a4,1,0.488609,0.479588,[1 7] ; [ 6 19],[1.6969697 6.3030303] ; [ 5.3030303 19.6969697],0
d2,1,0.488609,0.479588,[1 7] ; [ 6 19],[1.6969697 6.3030303] ; [ 5.3030303 19.6969697],0
u2,1,0.502335,0.45,[2 4] ; [6 6],[2.66666667 3.33333333] ; [5.33333333 6.66666667],0
d5,1,0.537957,0.379339,[4 3] ; [11 14],[3.28125 3.71875] ; [11.71875 13.28125],0
n6,1,0.565659,0.33,[6 2] ; [21  4],[6.54545455 1.45454545] ; [20.45454545  4.54545455],0
p6,1,0.565659,0.33,[2 6] ; [ 4 21],[1.45454545 6.54545455] ; [ 4.54545455 20.45454545],0
d3,1,0.592948,0.285764,[3 4] ; [ 8 17],[2.40625 4.59375] ; [ 8.59375 16.40625],0
p10,1,0.610823,0.258978,[5 3] ; [18  7],[5.57575758 2.42424242] ; [17.42424242  7.57575758],0
n2,1,0.630701,0.231111,[2 1] ; [8 2],[2.30769231 0.69230769] ; [7.69230769 2.30769231],0
n3,1,0.630701,0.231111,[2 1] ; [8 2],[2.30769231 0.69230769] ; [7.69230769 2.30769231],0
s1,1,0.726226,0.122605,[1 7] ; [ 2 22],[0.75 7.25] ; [ 2.25 21.75],0
u3,1,0.737316,0.1125,[3 3] ; [7 5],[3.33333333 2.66666667] ; [6.66666667 5.33333333],0
a5,1,0.746108,0.104831,[3 5] ; [11 14],[3.39393939 4.60606061] ; [10.60606061 14.39393939],0
b5,1,0.746108,0.104831,[5 3] ; [14 11],[4.60606061 3.39393939] ; [14.39393939 10.60606061],0
b1,1,0.773938,0.0825,[3 5] ; [ 8 17],[2.66666667 5.33333333] ; [ 8.33333333 16.66666667],0
n4,1,0.773938,0.0825,[5 3] ; [17  8],[5.33333333 2.66666667] ; [16.66666667  8.33333333],0
p4,1,0.899765,0.015865,[3 5] ; [10 15],[3.15151515 4.84848485] ; [ 9.84848485 15.15151515],0
p7,1,0.899765,0.015865,[5 3] ; [15 10],[4.84848485 3.15151515] ; [15.15151515  9.84848485],0
p8,1,0.899765,0.015865,[3 5] ; [10 15],[3.15151515 4.84848485] ; [ 9.84848485 15.15151515],0
a6,1,0.921521,0.009706,[4 4] ; [13 12],[4.12121212 3.87878788] ; [12.87878788 12.12121212],0
n5,1,0.95419,0.0033,[6 2] ; [19  6],[6.06060606 1.93939394] ; [18.93939394  6.06060606],0
a7,1,0.957035,0.002902,[4 3] ; [14 11],[3.9375 3.0625] ; [14.0625 10.9375],0
