Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1.1e-05,19.314954,[32 64] ; [44 20],[45.6 50.4] ; [30.4 33.6],1
p3,1,3.5e-05,17.101248,[15 82] ; [30 37],[26.61585366 70.38414634] ; [18.38414634 48.61585366],1
p4,1,0.000352,12.772685,[23 74] ; [34 33],[33.71341463 63.28658537] ; [23.28658537 43.71341463],1
p6,1,0.001018,10.794425,[11 86] ; [21 44],[19.16049383 77.83950617] ; [12.83950617 52.16049383],0
a5,1,0.007117,7.243196,[42 56] ; [43 24],[50.48484848 47.51515152] ; [34.51515152 32.48484848],0
p11,1,0.00849,6.927151,[55 43] ; [51 16],[62.95757576 35.04242424] ; [43.04242424 23.95757576],0
s8,1,0.019479,5.457955,[ 8 89] ; [14 53],[13.01219512 83.98780488] ; [ 8.98780488 58.01219512],0
s6,1,0.053024,3.743177,[38 59] ; [36 30],[44.03680982 52.96319018] ; [29.96319018 36.03680982],0
d5,1,0.05487,3.686022,[60 37] ; [51 16],[65.65243902 31.34756098] ; [45.34756098 21.65243902],0
s4,1,0.064981,3.405454,[21 77] ; [ 7 60],[16.63030303 81.36969697] ; [11.36969697 55.63030303],0
r4,1,0.065854,3.383458,[68 30] ; [55 12],[73.05454545 24.94545455] ; [49.94545455 17.05454545],0
p12,1,0.06853,3.317873,[ 1 97] ; [ 4 63],[ 2.96969697 95.03030303] ; [ 2.03030303 64.96969697],0
p10,1,0.071033,3.258998,[54 43] ; [46 20],[59.50920245 37.49079755] ; [40.49079755 25.50920245],0
p2,1,0.071191,3.255346,[64 34] ; [51 14],[69.14110429 28.85889571] ; [45.85889571 19.14110429],0
p5,1,0.08551,2.956938,[ 2 96] ; [ 5 61],[ 4.18292683 93.81707317] ; [ 2.81707317 63.18292683],0
b1,1,0.095982,2.77107,[37 61] ; [17 50],[32.07272727 65.92727273] ; [21.92727273 45.07272727],0
b3,1,0.114331,2.493308,[ 7 38] ; [ 9 20],[ 9.72972973 35.27027027] ; [ 6.27027027 22.72972973],0
b2,1,0.114331,2.493308,[ 7 38] ; [ 9 20],[ 9.72972973 35.27027027] ; [ 6.27027027 22.72972973],0
a7,1,0.132617,2.261601,[60 37] ; [49 18],[64.4695122 32.5304878] ; [44.5304878 22.4695122],0
d3,1,0.202814,1.621991,[55 41] ; [45 22],[58.89570552 37.10429448] ; [41.10429448 25.89570552],0
v2,1,0.224997,1.472212,[39 56] ; [33 32],[42.75 52.25] ; [29.25 35.75],0
v4,1,0.287609,1.13078,[90  7] ; [58  8],[88.07361963  8.92638037] ; [59.92638037  6.07361963],0
n1,1,0.303484,1.058824,[ 8 41] ; [ 4 10],[ 9.33333333 39.66666667] ; [ 2.66666667 11.33333333],0
a2,1,0.33782,0.918687,[10 88] ; [ 4 63],[ 8.31515152 89.68484848] ; [ 5.68484848 61.31515152],0
a3,1,0.3862,0.750873,[53 44] ; [32 35],[50.27439024 46.72560976] ; [34.72560976 32.27439024],0
p9,1,0.402355,0.701275,[65 32] ; [49 18],[67.42682927 29.57317073] ; [46.57317073 20.42682927],0
n2,1,0.419419,0.651941,[33 15] ; [8 6],[31.74193548 16.25806452] ; [9.25806452 4.74193548],0
r3,1,0.422595,0.643088,[87 11] ; [62  5],[88.4969697  9.5030303] ; [60.5030303  6.4969697],0
a6,1,0.437358,0.603204,[57 41] ; [43 24],[59.39393939 38.60606061] ; [40.60606061 26.39393939],0
d1,1,0.441871,0.591418,[38 60] ; [30 37],[40.38787879 57.61212121] ; [27.61212121 39.38787879],0
n3,1,0.479988,0.498891,[33 16] ; [8 6],[31.88888889 17.11111111] ; [9.11111111 4.88888889],0
u1,1,0.481038,0.496509,[ 7 91] ; [ 3 64],[ 5.93939394 92.06060606] ; [ 4.06060606 62.93939394],0
a1,1,0.507609,0.438993,[ 5 93] ; [ 2 65],[ 4.15757576 93.84242424] ; [ 2.84242424 64.15757576],0
n5,1,0.528789,0.396718,[32 65] ; [19 48],[30.16463415 66.83536585] ; [20.83536585 46.16463415],0
n6,1,0.540009,0.375523,[64 34] ; [40 26],[62.14634146 35.85365854] ; [41.85365854 24.14634146],0
u3,1,0.549192,0.358766,[25 19] ; [17 17],[23.69230769 20.30769231] ; [18.30769231 15.69230769],0
r1,1,0.573286,0.317215,[61 36] ; [45 22],[62.69512195 34.30487805] ; [43.30487805 23.69512195],0
v3,1,0.595659,0.281592,[20 77] ; [15 47],[21.35220126 75.64779874] ; [13.64779874 48.35220126],0
p1,1,0.605868,0.266237,[ 3 95] ; [ 3 62],[ 3.60736196 94.39263804] ; [ 2.39263804 62.60736196],0
