Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,43.676462,[ 1 54] ; [69 60],[20.92391304 34.07608696] ; [49.07608696 79.92391304],1
d4,1,0.0,28.715558,[26 28] ; [110  18],[40.35164835 13.64835165] ; [95.64835165 32.35164835],1
d3,1,9e-06,19.811172,[19 36] ; [90 39],[32.58152174 22.41847826] ; [76.41847826 52.58152174],1
a7,1,0.003335,8.61438,[29 26] ; [95 32],[37.47252747 17.52747253] ; [86.52747253 40.47252747],0
p4,1,0.006439,7.423184,[17 36] ; [69 58],[25.32222222 27.67777778] ; [60.67777778 66.32222222],0
a6,1,0.035512,4.420385,[24 31] ; [78 51],[30.48913043 24.51086957] ; [71.51086957 57.48913043],0
v3,1,0.047697,3.92063,[12 41] ; [46 75],[17.66666667 35.33333333] ; [40.33333333 80.66666667],0
s7,1,0.048906,3.878583,[15 38] ; [53 67],[20.83236994 32.16763006] ; [47.16763006 72.83236994],0
p2,1,0.054441,3.699133,[36 19] ; [101  27],[41.17486339 13.82513661] ; [95.82513661 32.17486339],0
p8,1,0.054937,3.683993,[18 36] ; [62 65],[23.86740331 30.13259669] ; [56.13259669 70.86740331],0
p3,1,0.056293,3.643368,[15 40] ; [54 74],[20.73770492 34.26229508] ; [48.26229508 79.73770492],0
s2,1,0.05897,3.566122,[20 34] ; [67 61],[25.81318681 28.18681319] ; [61.18681319 66.81318681],0
a3,1,0.064164,3.426352,[21 33] ; [69 59],[26.7032967 27.2967033] ; [63.2967033 64.7032967],0
s8,1,0.082794,3.00918,[14 41] ; [50 79],[19.13043478 35.86956522] ; [44.86956522 84.13043478],0
a4,1,0.092279,2.834163,[ 7 47] ; [31 98],[11.21311475 42.78688525] ; [ 26.78688525 102.21311475],0
r3,1,0.126316,2.337204,[49  6] ; [120   6],[51.35359116  3.64640884] ; [117.64640884   8.35359116],0
s6,1,0.226149,1.464921,[30 23] ; [84 43],[33.56666667 19.43333333] ; [80.43333333 46.56666667],0
v4,1,0.231646,1.430726,[49  5] ; [123   6],[50.75409836  3.24590164] ; [121.24590164   7.75409836],0
