Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,75.441294,[149  14] ; [25 42],[123.31304348  39.68695652] ; [50.68695652 16.31304348],1
s6,1,0.0,29.319908,[149  12] ; [42 24],[135.46696035  25.53303965] ; [55.53303965 10.46696035],1
s7,1,1.5e-05,18.761818,[134  24] ; [37 27],[121.7027027  36.2972973] ; [49.2972973 14.7027027],1
s5,1,0.000115,14.869068,[88 66] ; [19 47],[74.9 79.1] ; [32.1 33.9],1
v4,1,0.012745,6.204232,[160   2] ; [62  5],[157.04803493   4.95196507] ; [64.95196507  2.04803493],0
u3,1,0.018816,5.518525,[24  8] ; [ 8 11],[20.07843137 11.92156863] ; [11.92156863  7.07843137],0
r2,1,0.024824,5.036139,[158   4] ; [59  6],[154.86343612   7.13656388] ; [62.13656388  2.86343612],0
d4,1,0.046576,3.960634,[147  16] ; [54 13],[142.44782609  20.55217391] ; [58.55217391  8.44782609],0
s4,1,0.050096,3.838247,[ 38 125] ; [ 8 59],[ 32.6 130.4] ; [13.4 53.6],0
p2,1,0.074072,3.1904,[157   7] ; [60  7],[154.06060606   9.93939394] ; [62.93939394  4.06060606],0
d3,1,0.07815,3.10296,[124  40] ; [43 24],[118.56277056  45.43722944] ; [48.43722944 18.56277056],0
a3,1,0.118686,2.434576,[132  31] ; [48 19],[127.56521739  35.43478261] ; [52.43478261 14.56521739],0
d2,1,0.154468,2.027566,[81 83] ; [40 27],[85.9047619 78.0952381] ; [35.0952381 31.9047619],0
n6,1,0.157864,1.99457,[148  14] ; [57 10],[145.02183406  16.97816594] ; [59.97816594  7.02183406],0
d1,1,0.166096,1.917832,[118  46] ; [42 25],[113.59307359  50.40692641] ; [46.40692641 20.59307359],0
p6,1,0.168783,1.893723,[99 64] ; [33 32],[94.36842105 68.63157895] ; [37.63157895 27.36842105],0
u4,1,0.17574,1.833285,[  9 155] ; [ 1 66],[  7.0995671 156.9004329] ; [ 2.9004329 64.0995671],0
p12,1,0.180076,1.796996,[ 26 138] ; [ 6 60],[ 22.8173913 141.1826087] ; [ 9.1826087 56.8173913],0
b4,1,0.209392,1.575622,[88 76] ; [42 25],[92.29437229 71.70562771] ; [37.70562771 29.29437229],0
a1,1,0.210512,1.567904,[ 12 152] ; [ 2 65],[  9.93939394 154.06060606] ; [ 4.06060606 62.93939394],0
v2,1,0.230017,1.440756,[101  59] ; [36 30],[96.99115044 63.00884956] ; [40.00884956 25.99115044],0
n5,1,0.257202,1.283755,[141  22] ; [54 13],[138.19565217  24.80434783] ; [56.80434783 10.19565217],0
v3,1,0.297466,1.085518,[83 78] ; [29 37],[79.43612335 81.56387665] ; [32.56387665 33.43612335],0
p4,1,0.311095,1.026022,[130  34] ; [49 18],[127.08225108  36.91774892] ; [51.91774892 15.08225108],0
r1,1,0.323088,0.976405,[142  21] ; [55 12],[139.61304348  23.38695652] ; [57.38695652  9.61304348],0
u1,1,0.35715,0.847889,[ 33 131] ; [10 57],[ 30.52813853 133.47186147] ; [12.47186147 54.52813853],0
n1,1,0.361757,0.831783,[14 13] ; [ 6 10],[12.55813953 14.44186047] ; [7.44186047 8.55813953],0
a2,1,0.378346,0.776069,[ 38 126] ; [12 55],[ 35.4978355 128.5021645] ; [14.5021645 52.4978355],0
v1,1,0.394819,0.72405,[108  53] ; [41 26],[105.21491228  55.78508772] ; [43.78508772 23.21491228],0
s1,1,0.433392,0.613717,[  6 158] ; [ 4 63],[  7.0995671 156.9004329] ; [ 2.9004329 64.0995671],0
b2,1,0.452505,0.564371,[46 60] ; [23 23],[48.11842105 57.88157895] ; [20.88157895 25.11842105],0
b3,1,0.452505,0.564371,[46 60] ; [23 23],[48.11842105 57.88157895] ; [20.88157895 25.11842105],0
p10,1,0.496338,0.462758,[149  15] ; [58  8],[147.6  16.4] ; [59.4  6.6],0
p3,1,0.507548,0.439118,[115  49] ; [44 23],[112.88311688  51.11688312] ; [46.11688312 20.88311688],0
a5,1,0.526011,0.402092,[131  33] ; [51 16],[129.21212121  34.78787879] ; [52.78787879 14.21212121],0
a4,1,0.557518,0.34402,[73 91] ; [27 40],[70.995671 93.004329] ; [29.004329 37.995671],0
r4,1,0.56811,0.325855,[155   9] ; [62  5],[154.06060606   9.93939394] ; [62.93939394  4.06060606],0
b5,1,0.574669,0.314933,[85 79] ; [32 35],[83.06493506 80.93506494] ; [33.93506494 33.06493506],0
r3,1,0.589921,0.290468,[159   5] ; [64  3],[158.32034632   5.67965368] ; [64.67965368  2.32034632],0
d5,1,0.688711,0.160484,[135  28] ; [54 13],[133.94347826  29.05652174] ; [55.05652174 11.94347826],0
p1,1,0.696476,0.152164,[ 20 143] ; [ 7 60],[ 19.13478261 143.86521739] ; [ 7.86521739 59.13478261],0
p7,1,0.7001,0.148367,[138  21] ; [56 10],[137.09333333  21.90666667] ; [56.90666667  9.09333333],0
n3,1,0.700338,0.148121,[17 10] ; [11  5],[17.58139535  9.41860465] ; [10.41860465  5.58139535],0
u2,1,0.744664,0.10607,[20 12] ; [11  8],[19.45098039 12.54901961] ; [11.54901961  7.45098039],0
a8,1,0.809544,0.058088,[ 28 127] ; [10 50],[ 27.39534884 127.60465116] ; [10.60465116 49.39534884],0
p5,1,0.820493,0.051488,[ 39 125] ; [15 52],[ 38.33766234 125.66233766] ; [15.66233766 51.33766234],0
n2,1,0.83491,0.043434,[21  6] ; [12  4],[20.72093023  6.27906977] ; [12.27906977  3.72093023],0
p9,1,0.837428,0.042101,[153  11] ; [62  5],[152.64069264  11.35930736] ; [62.35930736  4.64069264],0
a6,1,0.872981,0.02556,[104  59] ; [42 25],[103.46956522  59.53043478] ; [42.53043478 24.46956522],0
n4,1,0.878705,0.02329,[136  28] ; [55 12],[135.6017316  28.3982684] ; [55.3982684 11.6017316],0
b1,1,0.937877,0.006074,[67 97] ; [27 40],[66.73593074 97.26406926] ; [27.26406926 39.73593074],0
p11,1,0.939266,0.005805,[145  19] ; [59  8],[144.83116883  19.16883117] ; [59.16883117  7.83116883],0
a7,1,0.993486,6.7e-05,[112  51] ; [46 21],[111.97391304  51.02608696] ; [46.02608696 20.97391304],0
