Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.0,39.560918,[48  1] ; [31 42],[31.7295082 17.2704918] ; [47.2704918 25.7295082],1
d3,1,0.0,38.274395,[41  8] ; [19 53],[24.29752066 24.70247934] ; [35.70247934 36.29752066],1
d2,1,0.0,38.24541,[35 12] ; [13 60],[18.8 28.2] ; [29.2 43.8],1
d4,1,0.0,33.10664,[47  1] ; [35 38],[32.52892562 15.47107438] ; [49.47107438 23.52892562],1
a4,1,5.4e-05,16.287691,[27 21] ; [15 58],[16.66115702 31.33884298] ; [25.33884298 47.66115702],1
v2,1,0.000674,11.558703,[28 20] ; [19 51],[19.11864407 28.88135593] ; [27.88135593 42.11864407],1
a5,1,0.001236,10.436382,[36 13] ; [32 41],[27.31147541 21.68852459] ; [40.68852459 32.31147541],0
a2,1,0.002293,9.298928,[12 37] ; [ 4 69],[ 6.42622951 42.57377049] ; [ 9.57377049 63.42622951],0
a3,1,0.003962,8.301236,[37 12] ; [35 36],[29.4 19.6] ; [42.6 28.4],0
p7,1,0.008581,6.908054,[10 36] ; [32 38],[16.65517241 29.34482759] ; [25.34482759 44.65517241],0
r2,1,0.025643,4.979913,[33 13] ; [34 33],[27.27433628 18.72566372] ; [39.72566372 27.27433628],0
s7,1,0.03306,4.542673,[17 27] ; [14 55],[12.07079646 31.92920354] ; [18.92920354 50.07079646],0
s5,1,0.0455,4.0,[12 36] ; [ 8 64],[ 8. 40.] ; [12. 60.],0
p5,1,0.049905,3.844661,[ 8 40] ; [ 4 67],[ 4.84033613 43.15966387] ; [ 7.15966387 63.84033613],0
a7,1,0.062407,3.472222,[29 19] ; [31 41],[24. 24.] ; [36. 36.],0
v3,1,0.065453,3.393521,[17 32] ; [14 57],[12.65833333 36.34166667] ; [18.34166667 52.65833333],0
b2,1,0.082268,3.019526,[ 9 25] ; [18 21],[12.57534247 21.42465753] ; [14.42465753 24.57534247],0
b3,1,0.082268,3.019526,[ 9 25] ; [18 21],[12.57534247 21.42465753] ; [14.42465753 24.57534247],0
n1,1,0.100396,2.69924,[ 6 19] ; [14 17],[ 8.92857143 16.07142857] ; [11.07142857 19.92857143],0
a6,1,0.112206,2.522874,[30 19] ; [34 39],[25.70491803 23.29508197] ; [38.29508197 34.70491803],0
r3,1,0.119375,2.425498,[31 16] ; [36 34],[26.91452991 20.08547009] ; [40.08547009 29.91452991],0
p11,1,0.130032,2.292123,[29 20] ; [33 40],[24.90163934 24.09836066] ; [37.09836066 35.90163934],0
p3,1,0.140084,2.177033,[15 31] ; [15 58],[11.59663866 34.40336134] ; [18.40336134 54.59663866],0
n6,1,0.159115,1.98262,[31 16] ; [37 33],[27.31623932 19.68376068] ; [40.68376068 29.31623932],0
b4,1,0.165607,1.922271,[33 16] ; [40 33],[29.31967213 19.68032787] ; [43.68032787 29.31967213],0
u1,1,0.18173,1.78342,[ 6 43] ; [ 4 69],[ 4.01639344 44.98360656] ; [ 5.98360656 67.01639344],0
p1,1,0.184758,1.75893,[ 7 42] ; [ 5 67],[ 4.85950413 44.14049587] ; [ 7.14049587 64.85950413],0
r1,1,0.196633,1.667209,[18 30] ; [19 53],[14.8 33.2] ; [22.2 49.8],0
n5,1,0.202249,1.62606,[33 15] ; [40 30],[29.69491525 18.30508475] ; [43.30508475 26.69491525],0
p2,1,0.234721,1.412025,[23 23] ; [44 28],[26.11864407 19.88135593] ; [40.88135593 31.11864407],0
u3,1,0.247854,1.33536,[5 7] ; [ 9 28],[3.42857143 8.57142857] ; [10.57142857 26.42857143],0
s8,1,0.247918,1.334999,[12 36] ; [12 61],[ 9.52066116 38.47933884] ; [14.47933884 58.52066116],0
n4,1,0.249128,1.328187,[33 16] ; [41 31],[29.96694215 19.03305785] ; [44.03305785 27.96694215],0
v4,1,0.278289,1.175428,[31 16] ; [38 30],[28.2 18.8] ; [40.8 27.2],0
s2,1,0.296869,1.088206,[15 32] ; [17 56],[12.53333333 34.46666667] ; [19.46666667 53.53333333],0
p4,1,0.317389,0.999677,[19 28] ; [23 50],[16.45 30.55] ; [25.55 47.45],0
s1,1,0.355527,0.853632,[ 2 47] ; [ 6 66],[ 3.23966942 45.76033058] ; [ 4.76033058 67.23966942],0
p8,1,0.358565,0.842912,[11 37] ; [22 50],[13.2 34.8] ; [19.8 52.2],0
a8,1,0.363484,0.82582,[ 2 43] ; [ 6 61],[ 3.21428571 41.78571429] ; [ 4.78571429 62.21428571],0
s3,1,0.39326,0.728839,[18 28] ; [22 48],[15.86206897 30.13793103] ; [24.13793103 45.86206897],0
s6,1,0.490966,0.474408,[17 30] ; [22 51],[15.275 31.725] ; [23.725 49.275],0
n3,1,0.507628,0.438953,[11 13] ; [17 14],[12.21818182 11.78181818] ; [15.78181818 15.21818182],0
n2,1,0.51654,0.420797,[14 11] ; [20 11],[15.17857143  9.82142857] ; [18.82142857 12.17857143],0
p12,1,0.533389,0.387931,[ 1 47] ; [ 3 69],[ 1.6 46.4] ; [ 2.4 69.6],0
p9,1,0.55696,0.344996,[26 20] ; [44 27],[27.52136752 18.47863248] ; [42.47863248 28.52136752],0
v1,1,0.610928,0.258826,[19 27] ; [26 45],[17.69230769 28.30769231] ; [27.30769231 43.69230769],0
b1,1,0.682099,0.167772,[25 24] ; [40 33],[26.10655738 22.89344262] ; [38.89344262 34.10655738],0
u2,1,0.730647,0.118519,[4 8] ; [14 22],[4.5 7.5] ; [13.5 22.5],0
p10,1,0.786382,0.073447,[24 23] ; [37 32],[24.71551724 22.28448276] ; [36.28448276 32.71551724],0
a1,1,0.894617,0.017547,[ 5 44] ; [ 8 65],[ 5.22131148 43.77868852] ; [ 7.77868852 65.22131148],0
p6,1,0.899366,0.015993,[ 8 38] ; [13 58],[ 8.25641026 37.74358974] ; [12.74358974 58.25641026],0
b5,1,0.913104,0.011908,[26 23] ; [38 35],[25.70491803 23.29508197] ; [38.29508197 34.70491803],0
