Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,3e-06,22.105947,[40  7] ; [61 73],[26.22651934 20.77348066] ; [74.77348066 59.22651934],1
s2,1,0.001523,10.051073,[27 20] ; [42 92],[17.91712707 29.08287293] ; [51.08287293 82.91712707],0
s4,1,0.007395,7.174407,[15 32] ; [ 19 115],[ 8.82872928 38.17127072] ; [ 25.17127072 108.82872928],0
s3,1,0.011507,6.385316,[30 16] ; [58 75],[22.61452514 23.38547486] ; [65.38547486 67.61452514],0
s7,1,0.013,6.169101,[23 22] ; [38 87],[16.14705882 28.85294118] ; [44.85294118 80.14705882],0
p10,1,0.015985,5.804536,[37  9] ; [81 52],[30.32402235 15.67597765] ; [87.67597765 45.32402235],0
p12,1,0.01949,5.45697,[ 4 42] ; [  2 131],[ 1.54189944 44.45810056] ; [  4.45810056 128.54189944],0
n4,1,0.020704,5.35156,[13 34] ; [63 71],[19.73480663 27.26519337] ; [56.26519337 77.73480663],0
b1,1,0.029339,4.747614,[10 37] ; [52 82],[16.09944751 30.90055249] ; [45.90055249 88.09944751],0
s8,1,0.030955,4.655429,[21 26] ; [37 97],[15.06077348 31.93922652] ; [42.93922652 91.06077348],0
u1,1,0.040356,4.202871,[10 37] ; [ 13 121],[ 5.97237569 41.02762431] ; [ 17.02762431 116.97237569],0
p9,1,0.05698,3.623182,[37  9] ; [87 46],[31.86592179 14.13407821] ; [92.13407821 40.86592179],0
a1,1,0.078384,3.098095,[ 3 44] ; [  2 132],[ 1.29834254 45.70165746] ; [  3.70165746 130.29834254],0
d2,1,0.081307,3.038581,[24 23] ; [49 85],[18.9558011 28.0441989] ; [54.0441989 79.9558011],0
n6,1,0.086578,2.936868,[33 13] ; [77 57],[28.11111111 17.88888889] ; [81.88888889 52.11111111],0
u2,1,0.096304,2.765714,[6 9] ; [29 16],[8.75 6.25] ; [26.25 18.75],0
p6,1,0.101559,2.680887,[15 30] ; [ 28 104],[10.93220339 34.06779661] ; [32.06779661 99.93220339],0
