Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,3e-06,22.105947,[40  7] ; [61 73],[26.22651934 20.77348066] ; [74.77348066 59.22651934],1
p5,1,0.107534,2.590097,[ 4 42] ; [  4 129],[ 2.05586592 43.94413408] ; [  5.94413408 127.05586592],0
d4,1,0.125195,2.351093,[43  4] ; [110  24],[39.72928177  7.27071823] ; [113.27071823  20.72928177],0
a2,1,0.184325,1.762404,[11 36] ; [ 20 114],[ 8.04972376 38.95027624] ; [ 22.95027624 111.04972376],0
r2,1,0.193216,1.692923,[45  1] ; [123  10],[43.17318436  2.82681564] ; [124.82681564   8.17318436],0
p1,1,0.194758,1.68125,[ 5 41] ; [  7 125],[ 3.1011236 42.8988764] ; [  8.8988764 123.1011236],0
a6,1,0.195071,1.678898,[27 20] ; [91 43],[30.64088398 16.35911602] ; [87.35911602 46.64088398],0
p7,1,0.228468,1.450375,[28 17] ; [69 64],[24.52247191 20.47752809] ; [72.47752809 60.52247191],0
v3,1,0.244419,1.354926,[17 30] ; [33 89],[13.90532544 33.09467456] ; [36.09467456 85.90532544],0
a5,1,0.262814,1.253872,[36 11] ; [91 43],[32.97790055 14.02209945] ; [94.02209945 39.97790055],0
d1,1,0.343765,0.896338,[29 18] ; [72 62],[26.22651934 20.77348066] ; [74.77348066 59.22651934],0
p3,1,0.355363,0.854214,[20 26] ; [48 86],[17.37777778 28.62222222] ; [50.62222222 83.37777778],0
v1,1,0.36208,0.830665,[21 25] ; [49 80],[18.4 27.6] ; [51.6 77.4],0
p8,1,0.372465,0.795424,[22 24] ; [54 80],[19.42222222 26.57777778] ; [56.57777778 77.42222222],0
d5,1,0.380462,0.769209,[39  8] ; [103  31],[36.87292818 10.12707182] ; [105.12707182  28.87292818],0
b5,1,0.395414,0.722227,[24 23] ; [78 56],[26.48618785 20.51381215] ; [75.51381215 58.48618785],0
r4,1,0.41112,0.675559,[44  3] ; [120  14],[42.58563536  4.41436464] ; [121.41436464  12.58563536],0
s1,1,0.446655,0.579126,[ 3 44] ; [  5 129],[ 2.07734807 44.92265193] ; [  5.92265193 128.07734807],0
b2,1,0.45302,0.563084,[ 9 18] ; [18 52],[ 7.51546392 19.48453608] ; [19.48453608 50.51546392],0
b3,1,0.45302,0.563084,[ 9 18] ; [18 52],[ 7.51546392 19.48453608] ; [19.48453608 50.51546392],0
n2,1,0.471056,0.519499,[7 6] ; [26 14],[8.09433962 4.90566038] ; [24.90566038 15.09433962],0
p4,1,0.476038,0.507927,[22 24] ; [56 78],[19.93333333 26.06666667] ; [58.06666667 75.93333333],0
b4,1,0.509368,0.435365,[33 14] ; [87 47],[31.16022099 15.83977901] ; [88.83977901 45.16022099],0
n3,1,0.54789,0.361111,[10  2] ; [30 10],[9.23076923 2.76923077] ; [30.76923077  9.23076923],0
a8,1,0.566531,0.328522,[ 2 40] ; [  9 114],[ 2.8 39.2] ; [  8.2 114.8],0
v4,1,0.597743,0.278414,[43  3] ; [121  12],[42.1452514  3.8547486] ; [121.8547486  11.1452514],0
a3,1,0.6945,0.154256,[32 15] ; [87 47],[30.90055249 16.09944751] ; [88.09944751 45.90055249],0
v2,1,0.727116,0.121776,[27 20] ; [67 56],[25.98823529 21.01176471] ; [68.01176471 54.98823529],0
p11,1,0.769991,0.08549,[33 14] ; [91 43],[32.19889503 14.80110497] ; [91.80110497 42.19889503],0
n1,1,0.782272,0.076375,[4 9] ; [11 30],[3.61111111 9.38888889] ; [11.38888889 29.61111111],0
a4,1,0.844873,0.038285,[19 28] ; [52 82],[18.43646409 28.56353591] ; [52.56353591 81.43646409],0
p2,1,0.850295,0.035624,[35 11] ; [103  30],[35.46368715 10.53631285] ; [102.53631285  30.46368715],0
a7,1,0.866482,0.028267,[36 11] ; [101  33],[35.57458564 11.42541436] ; [101.42541436  32.57458564],0
d3,1,0.927009,0.008392,[34 13] ; [96 38],[33.75690608 13.24309392] ; [96.24309392 37.75690608],0
u3,1,1.0,0.0,[9 6] ; [27 18],[9. 6.] ; [27. 18.],0
