Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,0.0,102.924404,[384  15] ; [21 20],[367.26136364  31.73863636] ; [37.73863636  3.26136364],1
r1,1,0.0,82.747381,[331  69] ; [10 35],[306.51685393  93.48314607] ; [34.48314607 10.51685393],1
v4,1,0.0,40.258632,[383  17] ; [31 13],[372.97297297  27.02702703] ; [41.02702703  2.97297297],1
a6,1,7e-06,20.280534,[292 110] ; [18 27],[278.79194631 123.20805369] ; [31.20805369 13.79194631],1
p7,1,0.000217,13.674242,[249 147] ; [15 29],[237.6 158.4] ; [26.4 17.6],1
p3,1,0.00107,10.701972,[189 213] ; [ 9 34],[178.86741573 223.13258427] ; [19.13258427 23.86741573],0
u3,1,0.001828,9.715013,[74 59] ; [ 4 17],[67.36363636 65.63636364] ; [10.63636364 10.36363636],0
a5,1,0.00254,9.111437,[285 117] ; [22 23],[276.09395973 125.90604027] ; [30.90604027 14.09395973],0
p10,1,0.002845,8.904568,[301  95] ; [23 19],[292.93150685 103.06849315] ; [31.06849315 10.93150685],0
n5,1,0.003181,8.700466,[278 121] ; [21 23],[269.30248307 129.69751693] ; [29.69751693 14.30248307],0
p8,1,0.004222,8.185971,[206 188] ; [13 31],[197. 197.] ; [22. 22.],0
p4,1,0.005161,7.822111,[215 183] ; [14 30],[206.20361991 191.79638009] ; [22.79638009 21.20361991],0
p2,1,0.006752,7.33768,[330  71] ; [28 15],[323.32882883  77.67117117] ; [34.67117117  8.32882883],0
d5,1,0.007753,7.089565,[320  82] ; [28 17],[312.96644295  89.03355705] ; [35.03355705  9.96644295],0
d3,1,0.010154,6.607592,[270 132] ; [21 23],[262.29147982 139.70852018] ; [28.70852018 15.29147982],0
p11,1,0.010157,6.607206,[325  77] ; [29 16],[318.36241611  83.63758389] ; [35.63758389  9.36241611],0
v3,1,0.013097,6.155979,[141 247] ; [ 8 37],[133.51501155 254.48498845] ; [15.48498845 29.51501155],0
n4,1,0.018295,5.567635,[298 103] ; [26 19],[291.30941704 109.69058296] ; [32.69058296 12.30941704],0
p9,1,0.025857,4.965554,[319  78] ; [29 15],[313.27891156  83.72108844] ; [34.72108844  9.27891156],0
d1,1,0.028788,4.780265,[212 190] ; [16 29],[205.04697987 196.95302013] ; [22.95302013 22.04697987],0
s1,1,0.036048,4.394847,[  7 390] ; [ 3 42],[  8.98190045 388.01809955] ; [ 1.01809955 43.98190045],0
s6,1,0.037011,4.349899,[187 207] ; [14 31],[180.39635535 213.60364465] ; [20.60364465 24.39635535],0
a3,1,0.049613,3.854495,[269 132] ; [23 21],[263.12808989 137.87191011] ; [28.87191011 15.12808989],0
s8,1,0.061832,3.487544,[104 296] ; [ 6 39],[ 98.87640449 301.12359551] ; [11.12359551 33.87640449],0
n6,1,0.083338,2.998571,[329  73] ; [32 13],[324.65771812  77.34228188] ; [36.34228188  8.65771812],0
a7,1,0.089045,2.891552,[290 112] ; [27 18],[285.08724832 116.91275168] ; [31.91275168 13.08724832],0
s5,1,0.091813,2.842293,[ 76 314] ; [ 4 40],[ 71.88940092 318.11059908] ; [ 8.11059908 35.88940092],0
v1,1,0.104825,2.630556,[193 202] ; [15 27],[188.00915332 206.99084668] ; [19.99084668 22.00915332],0
p6,1,0.137566,2.204981,[121 274] ; [ 8 33],[116.86926606 278.13073394] ; [12.13073394 28.86926606],0
u2,1,0.160954,1.965238,[72 60] ; [ 8 13],[69.01960784 62.98039216] ; [10.98039216 10.01960784],0
a2,1,0.174924,1.84023,[ 78 324] ; [ 5 40],[ 74.6442953 327.3557047] ; [ 8.3557047 36.6442953],0
a4,1,0.199211,1.648148,[164 236] ; [14 31],[160. 240.] ; [18. 27.],0
b1,1,0.201818,1.629167,[140 262] ; [20 25],[143.89261745 258.10738255] ; [16.10738255 28.89261745],0
d4,1,0.27262,1.203514,[314  87] ; [32 13],[311.0896861  89.9103139] ; [34.9103139 10.0896861],0
a8,1,0.275985,1.186757,[ 46 316] ; [ 3 40],[ 43.79753086 318.20246914] ; [ 5.20246914 37.79753086],0
d2,1,0.298647,1.080227,[175 226] ; [16 29],[171.72869955 229.27130045] ; [19.27130045 25.72869955],0
v2,1,0.302065,1.065057,[212 175] ; [20 23],[208.8 178.2] ; [23.2 19.8],0
n2,1,0.368133,0.809957,[64 25] ; [13  8],[62.3 26.7] ; [14.7  6.3],0
s4,1,0.385932,0.75172,[ 37 361] ; [ 6 39],[ 38.63205418 359.36794582] ; [ 4.36794582 40.63205418],0
b4,1,0.402299,0.701442,[233 169] ; [29 16],[235.62416107 166.37583893] ; [26.37583893 18.62416107],0
p1,1,0.42236,0.64374,[ 31 369] ; [ 2 43],[ 29.66292135 370.33707865] ; [ 3.33707865 41.66292135],0
n1,1,0.534933,0.385012,[27 60] ; [ 8 13],[28.19444444 58.80555556] ; [ 6.80555556 14.19444444],0
p5,1,0.53621,0.382609,[ 38 363] ; [ 3 42],[ 36.8632287 364.1367713] ; [ 4.1367713 40.8632287],0
p12,1,0.53839,0.378531,[ 17 380] ; [ 1 42],[ 16.24090909 380.75909091] ; [ 1.75909091 41.24090909],0
b2,1,0.648138,0.208256,[ 87 150] ; [ 7 15],[ 86.01544402 150.98455598] ; [ 7.98455598 14.01544402],0
b3,1,0.648138,0.208256,[ 87 150] ; [ 7 15],[ 86.01544402 150.98455598] ; [ 7.98455598 14.01544402],0
s7,1,0.667651,0.184362,[103 280] ; [10 32],[101.83294118 281.16705882] ; [11.16705882 30.83294118],0
u1,1,0.727901,0.121048,[ 52 350] ; [ 5 40],[ 51.26174497 350.73825503] ; [ 5.73825503 39.26174497],0
a1,1,0.772735,0.083405,[ 12 390] ; [ 1 44],[ 11.69127517 390.30872483] ; [ 1.30872483 43.69127517],0
n3,1,0.847982,0.036747,[67 20] ; [15  5],[66.6728972 20.3271028] ; [15.3271028  4.6728972],0
b5,1,0.901945,0.015179,[245 157] ; [27 18],[244.61744966 157.38255034] ; [27.38255034 17.61744966],0
s3,1,0.956109,0.003029,[ 98 300] ; [11 33],[ 98.14932127 299.85067873] ; [10.85067873 33.14932127],0
