Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,1.2e-05,19.188312,[135  12] ; [34 17],[125.46969697  21.53030303] ; [43.53030303  7.46969697],1
p11,1,2.2e-05,17.9772,[107  41] ; [20 31],[94.45226131 53.54773869] ; [32.54773869 18.45226131],1
r4,1,0.000121,14.782879,[117  31] ; [26 25],[106.35175879  41.64824121] ; [36.64824121 14.35175879],1
v4,1,0.00052,12.041493,[134  13] ; [35 14],[126.75  20.25] ; [42.25  6.75],1
n4,1,0.002077,9.480102,[94 53] ; [20 31],[84.63636364 62.36363636] ; [29.36363636 21.63636364],0
n5,1,0.002795,8.936643,[97 50] ; [21 29],[88.05076142 58.94923858] ; [29.94923858 20.05076142],0
p4,1,0.004061,8.256214,[59 87] ; [ 9 41],[50.65306122 95.34693878] ; [17.34693878 32.65306122],0
s6,1,0.008749,6.873425,[81 65] ; [17 33],[73. 73.] ; [25. 25.],0
v3,1,0.010359,6.57212,[48 93] ; [ 7 41],[41.03174603 99.96825397] ; [13.96825397 34.03174603],0
p10,1,0.029498,4.738329,[101  43] ; [26 23],[94.75647668 49.24352332] ; [32.24352332 16.75647668],0
p3,1,0.043993,4.056826,[ 48 100] ; [ 9 42],[ 42.3919598 105.6080402] ; [14.6080402 36.3919598],0
p8,1,0.052229,3.768406,[51 96] ; [10 40],[ 45.5177665 101.4822335] ; [15.4822335 34.5177665],0
p2,1,0.062705,3.464341,[107  40] ; [30 21],[101.71212121  45.28787879] ; [35.28787879 15.71212121],0
v2,1,0.063295,3.448873,[59 81] ; [12 33],[53.72972973 86.27027027] ; [17.27027027 27.72972973],0
d5,1,0.068671,3.314507,[94 54] ; [25 26],[88.50251256 59.49748744] ; [30.49748744 20.50251256],0
s2,1,0.069621,3.291933,[61 85] ; [14 37],[55.58375635 90.41624365] ; [19.41624365 31.58375635],0
a1,1,0.074587,3.179082,[  2 146] ; [ 3 48],[  3.71859296 144.28140704] ; [ 1.28140704 49.71859296],0
p9,1,0.076168,3.144835,[104  39] ; [29 20],[99.05729167 43.94270833] ; [33.94270833 15.05729167],0
b1,1,0.090715,2.861639,[50 98] ; [24 27],[55.03517588 92.96482412] ; [18.96482412 32.03517588],0
a7,1,0.097074,2.752973,[97 50] ; [27 24],[92.06060606 54.93939394] ; [31.93939394 19.06060606],0
s8,1,0.109817,2.556859,[ 43 105] ; [ 9 42],[ 38.67336683 109.32663317] ; [13.32663317 37.67336683],0
b5,1,0.160991,1.964894,[92 56] ; [26 25],[87.75879397 60.24120603] ; [30.24120603 20.75879397],0
