Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,89.107098,[42 66] ; [303  56],[79.78586724 28.21413276] ; [265.21413276  93.78586724],1
d3,1,0.0,45.019216,[76 32] ; [338  22],[95.53846154 12.46153846] ; [318.46153846  41.53846154],1
a2,1,0.0,35.269565,[13 95] ; [156 204],[39. 69.] ; [130. 230.],1
u1,1,1e-06,24.708457,[11 97] ; [126 234],[31.61538462 76.38461538] ; [105.38461538 254.61538462],1
b5,1,1e-06,23.955295,[44 64] ; [241 119],[65.76923077 42.23076923] ; [219.23076923 140.76923077],1
b1,1,0.0004,12.53357,[55 53] ; [116 244],[39.46153846 68.53846154] ; [131.53846154 228.46153846],1
r4,1,0.003883,8.337842,[93 15] ; [340  20],[99.92307692  8.07692308] ; [333.07692308  26.92307692],0
r1,1,0.006999,7.273317,[83 25] ; [313  45],[91.77682403 16.22317597] ; [304.22317597  53.77682403],0
v4,1,0.009664,6.695864,[100   8] ; [350   8],[104.29184549   3.70815451] ; [345.70815451  12.29184549],0
s5,1,0.014321,5.998096,[50 53] ; [121 223],[39.40268456 63.59731544] ; [131.59731544 212.40268456],0
v2,1,0.039447,4.2415,[57 50] ; [222 123],[66.04646018 40.95353982] ; [212.95353982 132.04646018],0
n2,1,0.047308,3.934405,[14 12] ; [56 19],[18.01980198  7.98019802] ; [51.98019802 23.01980198],0
p12,1,0.050114,3.837626,[  5 101] ; [ 40 320],[10.2360515 95.7639485] ; [ 34.7639485 325.2360515],0
r3,1,0.074154,3.188591,[101   7] ; [347  10],[104.0516129   3.9483871] ; [343.9483871  13.0516129],0
r2,1,0.107125,2.596125,[99  6] ; [346   9],[101.57608696   3.42391304] ; [343.42391304  11.57608696],0
a8,1,0.130793,2.283062,[10 93] ; [ 49 263],[14.64337349 88.35662651] ; [ 44.35662651 267.64337349],0
p10,1,0.13171,2.272238,[86 21] ; [309  49],[90.89247312 16.10752688] ; [304.10752688  53.89247312],0
b4,1,0.135512,2.228193,[57 51] ; [219 141],[63.69230769 44.30769231] ; [212.30769231 147.69230769],0
u3,1,0.143175,2.143496,[8 9] ; [47 24],[10.625  6.375] ; [44.375 26.625],0
p5,1,0.171423,1.870457,[18 89] ; [ 42 315],[13.8362069 93.1637931] ; [ 46.1637931 310.8362069],0
d2,1,0.190189,1.716151,[84 23] ; [259 100],[78.75751073 28.24248927] ; [264.24248927  94.75751073],0
n3,1,0.193987,1.687077,[15 10] ; [56 20],[17.57425743  7.42574257] ; [53.42574257 22.57425743],0
a4,1,0.226027,1.46569,[69 38] ; [208 151],[63.60300429 43.39699571] ; [213.39699571 145.60300429],0
u2,1,0.261724,1.259614,[7 9] ; [42 29],[9.01149425 6.98850575] ; [39.98850575 31.01149425],0
s7,1,0.304921,1.052548,[61 42] ; [184 160],[56.4541387 46.5458613] ; [188.5458613 155.4541387],0
v1,1,0.325883,0.965189,[56 49] ; [205 144],[60.36343612 44.63656388] ; [200.63656388 148.36343612],0
n5,1,0.327583,0.95843,[92 16] ; [291  68],[88.5738758 19.4261242] ; [294.4261242  64.5738758],0
p4,1,0.360321,0.836774,[67 39] ; [244 115],[70.89462366 35.10537634] ; [240.10537634 118.89462366],0
p1,1,0.370699,0.801321,[  8 100] ; [ 37 322],[10.40685225 97.59314775] ; [ 34.59314775 324.40685225],0
d5,1,0.394972,0.723579,[106   1] ; [352   8],[104.9379015   2.0620985] ; [353.0620985   6.9379015],0
s8,1,0.399199,0.710739,[59 49] ; [178 178],[55.1637931 52.8362069] ; [181.8362069 174.1637931],0
a5,1,0.40192,0.702574,[95 13] ; [305  55],[92.30769231 15.69230769] ; [307.69230769  52.30769231],0
a1,1,0.405122,0.693071,[  8 100] ; [ 19 341],[  6.23076923 101.76923077] ; [ 20.76923077 339.23076923],0
a3,1,0.406786,0.688174,[91 17] ; [289  69],[88.06866953 19.93133047] ; [291.93133047  66.06866953],0
p2,1,0.408393,0.683475,[88 19] ; [307  52],[90.69742489 16.30257511] ; [304.30257511  54.69742489],0
s4,1,0.449857,0.571012,[21 86] ; [ 58 294],[18.416122 88.583878] ; [ 60.583878 291.416122],0
s3,1,0.454905,0.5584,[59 48] ; [209 144],[62.33913043 44.66086957] ; [205.66086957 147.33913043],0
b3,1,0.462433,0.54,[32 40] ; [ 89 136],[29.33333333 42.66666667] ; [ 91.66666667 133.33333333],0
b2,1,0.462433,0.54,[32 40] ; [ 89 136],[29.33333333 42.66666667] ; [ 91.66666667 133.33333333],0
