Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,46.013367,[ 13 115] ; [25 16],[28.78106509 99.21893491] ; [ 9.21893491 31.78106509],1
b1,1,0.313826,1.014504,[48 80] ; [19 22],[50.74556213 77.25443787] ; [16.25443787 24.74556213],0
n2,1,0.35891,0.841702,[33 19] ; [10  3],[34.4 17.6] ; [8.6 4.4],0
p11,1,0.447187,0.577771,[79 49] ; [28 13],[81.04142012 46.95857988] ; [25.95857988 15.04142012],0
v2,1,0.453932,0.560815,[53 70] ; [19 19],[55.00621118 67.99378882] ; [16.99378882 21.00621118],0
p6,1,0.582508,0.302198,[ 24 102] ; [ 9 30],[ 25.2 100.8] ; [ 7.8 31.2],0
d3,1,0.586302,0.296156,[77 49] ; [27 14],[78.46706587 47.53293413] ; [25.53293413 15.46706587],0
p8,1,0.587539,0.294203,[51 76] ; [18 22],[52.47305389 74.52694611] ; [16.52694611 23.47305389],0
p1,1,0.604092,0.268869,[  4 123] ; [ 2 39],[  4.53571429 122.46428571] ; [ 1.46428571 39.53571429],0
n3,1,0.661603,0.191582,[36 17] ; [8 5],[35.33333333 17.66666667] ; [8.66666667 4.33333333],0
r3,1,0.682458,0.167372,[112  16] ; [34  6],[111.23809524  16.76190476] ; [34.76190476  5.23809524],0
d5,1,0.729715,0.119373,[83 44] ; [28 13],[83.91071429 43.08928571] ; [27.08928571 13.91071429],0
d4,1,0.732363,0.116953,[91 37] ; [28 13],[90.13017751 37.86982249] ; [28.86982249 12.13017751],0
n1,1,0.746673,0.104348,[11 42] ; [3 9],[11.41538462 41.58461538] ; [2.58461538 9.41538462],0
v4,1,0.831008,0.045544,[114  14] ; [37  4],[114.36686391  13.63313609] ; [36.63313609  4.36686391],0
d1,1,0.86098,0.030669,[48 80] ; [16 25],[48.47337278 79.52662722] ; [15.52662722 25.47337278],0
b4,1,0.874493,0.024949,[70 58] ; [23 18],[70.43786982 57.56213018] ; [22.56213018 18.43786982],0
b5,1,0.916054,0.01111,[80 48] ; [26 15],[80.28402367 47.71597633] ; [25.71597633 15.28402367],0
