Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.011815,6.338454,[2 6] ; [89 41],[5.27536232 2.72463768] ; [85.72463768 44.27536232],0
p8,1,0.011929,6.321321,[7 1] ; [55 76],[3.56834532 4.43165468] ; [58.43165468 72.56834532],0
p12,1,0.015511,5.857438,[2 6] ; [  6 126],[0.45714286 7.54285714] ; [  7.54285714 124.45714286],0
s2,1,0.029261,4.752173,[2 6] ; [84 48],[4.91428571 3.08571429] ; [81.08571429 50.91428571],0
r2,1,0.056978,3.623223,[5 2] ; [120  10],[6.38686131 0.61313869] ; [118.61313869  11.38686131],0
p7,1,0.062845,3.460679,[7 1] ; [70 60],[4.46376812 3.53623188] ; [72.53623188 57.46376812],0
p3,1,0.095164,2.784771,[6 2] ; [59 73],[3.71428571 4.28571429] ; [61.28571429 70.71428571],0
s5,1,0.096905,2.755763,[5 2] ; [50 76],[2.89473684 4.10526316] ; [52.10526316 73.89473684],0
a4,1,0.118722,2.434095,[1 7] ; [53 79],[3.08571429 4.91428571] ; [50.91428571 81.08571429],0
p11,1,0.158176,1.991582,[7 1] ; [83 49],[5.14285714 2.85714286] ; [84.85714286 47.14285714],0
b1,1,0.181247,1.787371,[1 7] ; [47 85],[2.74285714 5.25714286] ; [45.25714286 86.74285714],0
v3,1,0.213205,1.54953,[4 4] ; [37 90],[2.42962963 5.57037037] ; [38.57037037 88.42962963],0
b3,1,0.226281,1.464085,[3 3] ; [19 52],[1.71428571 4.28571429] ; [20.28571429 50.71428571],0
b2,1,0.226281,1.464085,[3 3] ; [19 52],[1.71428571 4.28571429] ; [20.28571429 50.71428571],0
s1,1,0.237449,1.395673,[1 7] ; [  5 127],[0.34285714 7.65714286] ; [  5.65714286 126.34285714],0
d1,1,0.247598,1.336806,[3 5] ; [77 55],[4.57142857 3.42857143] ; [75.42857143 56.57142857],0
d2,1,0.258077,1.279044,[2 6] ; [60 72],[3.54285714 4.45714286] ; [58.45714286 73.54285714],0
v1,1,0.309234,1.033943,[2 6] ; [55 72],[3.37777778 4.62222222] ; [53.62222222 73.37777778],0
s4,1,0.31835,0.995715,[1 7] ; [38 94],[2.22857143 5.77142857] ; [36.77142857 95.22857143],0
a5,1,0.31835,0.995715,[7 1] ; [94 38],[5.77142857 2.22857143] ; [95.22857143 36.77142857],0
s7,1,0.344249,0.894542,[5 3] ; [58 70],[3.70588235 4.29411765] ; [59.29411765 68.70588235],0
a8,1,0.37092,0.800579,[1 6] ; [  7 113],[0.44094488 6.55905512] ; [  7.55905512 112.44094488],0
r1,1,0.376797,0.781126,[5 3] ; [100  31],[6.04316547 1.95683453] ; [98.95683453 32.04316547],0
d3,1,0.400418,0.707071,[5 3] ; [100  32],[6. 2.] ; [99. 33.],0
p2,1,0.417555,0.657186,[7 1] ; [98 33],[6.04316547 1.95683453] ; [98.95683453 32.04316547],0
a7,1,0.423365,0.640954,[7 1] ; [99 33],[6.05714286 1.94285714] ; [99.94285714 32.05714286],0
p6,1,0.443146,0.588122,[3 4] ; [38 92],[2.09489051 4.90510949] ; [38.90510949 91.09489051],0
n4,1,0.465852,0.531798,[4 4] ; [49 83],[3.02857143 4.97142857] ; [49.97142857 82.02857143],0
a1,1,0.47086,0.519958,[1 7] ; [  8 124],[0.51428571 7.48571429] ; [  8.48571429 123.51428571],0
b5,1,0.522802,0.408362,[4 4] ; [81 51],[4.85714286 3.14285714] ; [80.14285714 51.85714286],0
v4,1,0.549672,0.357905,[7 1] ; [122   9],[7.42446043 0.57553957] ; [121.57553957   9.42446043],0
n6,1,0.587293,0.294591,[6 2] ; [86 45],[5.29496403 2.70503597] ; [86.70503597 44.29496403],0
d5,1,0.673111,0.177984,[6 2] ; [107  25],[6.45714286 1.54285714] ; [106.54285714  25.45714286],0
n2,1,0.807097,0.059621,[2 1] ; [30 11],[2.18181818 0.81818182] ; [29.81818182 11.18181818],0
a6,1,0.843631,0.038908,[5 3] ; [87 45],[5.25714286 2.74285714] ; [86.74285714 45.25714286],0
v2,1,0.85936,0.031396,[4 4] ; [66 58],[4.24242424 3.75757576] ; [65.75757576 58.24242424],0
s8,1,0.867588,0.027796,[4 4] ; [62 70],[3.77142857 4.22857143] ; [62.22857143 69.77142857],0
u3,1,0.877879,0.023611,[2 1] ; [34 14],[2.11764706 0.88235294] ; [33.88235294 14.11764706],0
u1,1,0.881832,0.022096,[1 7] ; [ 19 113],[1.14285714 6.85714286] ; [ 18.85714286 113.14285714],0
d4,1,0.881832,0.022096,[7 1] ; [113  19],[6.85714286 1.14285714] ; [113.14285714  18.85714286],0
b4,1,0.913554,0.011785,[5 3] ; [85 47],[5.14285714 2.85714286] ; [84.85714286 47.14285714],0
r4,1,0.927392,0.008304,[7 1] ; [114  18],[6.91428571 1.08571429] ; [114.08571429  17.91428571],0
p4,1,0.966804,0.001732,[4 4] ; [67 65],[4.05714286 3.94285714] ; [66.94285714 65.05714286],0
a3,1,0.982888,0.00046,[5 3] ; [82 50],[4.97142857 3.02857143] ; [82.02857143 49.97142857],0
