Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1e-06,23.198562,[51 68] ; [43  9],[65.41520468 53.58479532] ; [28.58479532 23.41520468],1
p8,1,2.6e-05,17.660384,[41 81] ; [36 17],[53.68 68.32] ; [23.32 29.68],1
p4,1,0.000507,12.088,[44 79] ; [34 19],[54.51136364 68.48863636] ; [23.48863636 29.51136364],1
p1,1,0.001341,10.284847,[  5 117] ; [10 43],[ 10.45714286 111.54285714] ; [ 4.54285714 48.45714286],0
p5,1,0.003896,8.331792,[  5 117] ; [ 9 44],[  9.76 112.24] ; [ 4.24 48.76],0
s7,1,0.006026,7.542639,[33 85] ; [25 25],[40.73809524 77.26190476] ; [17.26190476 32.73809524],0
b3,1,0.006159,7.503184,[11 48] ; [15 18],[16.67391304 42.32608696] ; [ 9.32608696 23.67391304],0
b2,1,0.006159,7.503184,[11 48] ; [15 18],[16.67391304 42.32608696] ; [ 9.32608696 23.67391304],0
n5,1,0.007523,7.143672,[69 54] ; [41 12],[76.875 46.125] ; [33.125 19.875],0
a3,1,0.011387,6.403917,[50 73] ; [32 20],[57.63428571 65.36571429] ; [24.36571429 27.63428571],0
p12,1,0.015033,5.912655,[  2 121] ; [ 5 48],[  4.89204545 118.10795455] ; [ 2.10795455 50.89204545],0
p3,1,0.018141,5.582516,[42 82] ; [28 25],[49.03954802 74.96045198] ; [20.96045198 32.03954802],0
n1,1,0.040424,4.2,[ 7 21] ; [8 6],[10. 18.] ; [5. 9.],0
b5,1,0.055571,3.664871,[75 49] ; [40 13],[80.56497175 43.43502825] ; [34.43502825 18.56497175],0
v1,1,0.070676,3.267251,[42 77] ; [26 26],[47.32163743 71.67836257] ; [20.67836257 31.32163743],0
b4,1,0.072411,3.227502,[81 43] ; [27 26],[75.66101695 48.33898305] ; [32.33898305 20.66101695],0
p2,1,0.094867,2.789782,[93 30] ; [46  7],[97.14204545 25.85795455] ; [41.85795455 11.14204545],0
s8,1,0.108107,2.581677,[34 90] ; [21 32],[38.53107345 85.46892655] ; [16.46892655 36.53107345],0
a4,1,0.108949,2.569397,[ 16 107] ; [12 41],[ 19.56818182 103.43181818] ; [ 8.43181818 44.56818182],0
r4,1,0.128029,2.316248,[101  23] ; [48  5],[104.38418079  19.61581921] ; [44.61581921  8.38418079],0
a8,1,0.142734,2.148231,[ 12 104] ; [ 9 39],[ 14.85365854 101.14634146] ; [ 6.14634146 41.85365854],0
p11,1,0.147675,2.096103,[85 39] ; [42 11],[88.97175141 35.02824859] ; [38.02824859 14.97175141],0
n3,1,0.164742,1.930147,[21  7] ; [13  1],[22.66666667  5.33333333] ; [11.33333333  2.66666667],0
d4,1,0.167713,1.903269,[91 33] ; [44  9],[94.57627119 29.42372881] ; [40.42372881 12.57627119],0
s2,1,0.245466,1.348925,[51 72] ; [27 26],[54.51136364 68.48863636] ; [23.48863636 29.51136364],0
v2,1,0.245613,1.348088,[48 68] ; [27 26],[51.47928994 64.52071006] ; [23.52071006 29.47928994],0
n4,1,0.319823,0.98967,[69 54] ; [34 19],[71.98295455 51.01704545] ; [31.01704545 21.98295455],0
u2,1,0.339,0.91421,[39 32] ; [14  7],[40.90217391 30.09782609] ; [12.09782609  8.90217391],0
u3,1,0.358103,0.844536,[43 30] ; [10 11],[41.15957447 31.84042553] ; [11.84042553  9.15957447],0
a1,1,0.375684,0.784777,[  2 122] ; [ 2 51],[  2.80225989 121.19774011] ; [ 1.19774011 51.80225989],0
u1,1,0.446553,0.579387,[  4 120] ; [ 3 50],[  4.9039548 119.0960452] ; [ 2.0960452 50.9039548],0
a6,1,0.449238,0.572574,[72 52] ; [34 19],[74.25988701 49.74011299] ; [31.74011299 21.25988701],0
s6,1,0.479905,0.49908,[71 52] ; [33 19],[73.09714286 49.90285714] ; [30.90285714 21.09714286],0
d1,1,0.485336,0.486849,[49 75] ; [18 35],[46.93785311 77.06214689] ; [20.06214689 32.93785311],0
r3,1,0.495721,0.464086,[116   8] ; [50  2],[116.95454545   7.04545455] ; [49.04545455  2.95454545],0
p10,1,0.552737,0.352436,[89 31] ; [37 16],[87.39884393 32.60115607] ; [38.60115607 14.39884393],0
d5,1,0.626279,0.23714,[91 33] ; [37 16],[89.67231638 34.32768362] ; [38.32768362 14.67231638],0
s5,1,0.675866,0.174817,[25 96] ; [12 39],[26.02906977 94.97093023] ; [10.97093023 40.02906977],0
v4,1,0.689145,0.160013,[114   9] ; [50  3],[114.61363636   8.38636364] ; [49.38636364  3.61363636],0
s1,1,0.739085,0.110933,[  6 116] ; [ 2 51],[  5.57714286 116.42285714] ; [ 2.42285714 50.57714286],0
s3,1,0.747151,0.10394,[63 58] ; [29 24],[63.97701149 57.02298851] ; [28.02298851 24.97701149],0
n2,1,0.756014,0.096546,[18  9] ; [10  4],[18.43902439  8.56097561] ; [9.56097561 4.43902439],0
r2,1,0.772094,0.08389,[113  11] ; [49  4],[113.49152542  10.50847458] ; [48.50847458  4.49152542],0
b1,1,0.786285,0.073516,[40 84] ; [16 37],[39.23163842 84.76836158] ; [16.76836158 36.23163842],0
d2,1,0.830419,0.045866,[ 24 100] ; [11 42],[24.51977401 99.48022599] ; [10.48022599 42.51977401],0
d3,1,0.84238,0.039541,[83 41] ; [34 18],[82.43181818 41.56818182] ; [34.56818182 17.43181818],0
s4,1,0.870467,0.02659,[ 23 100] ; [ 9 42],[ 22.62068966 100.37931034] ; [ 9.37931034 41.62068966],0
v3,1,0.870752,0.026472,[39 78] ; [18 34],[39.46153846 77.53846154] ; [17.53846154 34.46153846],0
r1,1,0.876751,0.024053,[85 38] ; [36 17],[84.5625 38.4375] ; [36.4375 16.5625],0
n6,1,0.927287,0.008328,[97 27] ; [41 11],[97.22727273 26.77272727] ; [40.77272727 11.22727273],0
p9,1,0.98217,0.000499,[90 29] ; [40 13],[89.94186047 29.05813953] ; [40.05813953 12.94186047],0
