Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,6e-06,20.653492,[18 83] ; [26 22],[29.82550336 71.17449664] ; [14.17449664 33.82550336],1
p6,1,3.2e-05,17.311522,[11 90] ; [19 28],[20.47297297 80.52702703] ; [ 9.52702703 37.47297297],1
s3,1,0.001621,9.935679,[37 63] ; [31 17],[45.94594595 54.05405405] ; [22.05405405 25.94594595],0
s2,1,0.001666,9.885621,[32 70] ; [28 20],[40.8 61.2] ; [19.2 28.8],0
s6,1,0.00194,9.605107,[42 59] ; [33 15],[50.83892617 50.16107383] ; [24.16107383 23.83892617],0
a2,1,0.002549,9.1051,[10 92] ; [14 34],[16.32 85.68] ; [ 7.68 40.32],0
u1,1,0.003933,8.31448,[ 8 94] ; [12 36],[13.6 88.4] ; [ 6.4 41.6],0
d2,1,0.00543,7.730449,[35 67] ; [28 20],[42.84 59.16] ; [20.16 27.84],0
a3,1,0.009584,6.710545,[58 43] ; [38 10],[65.0738255 35.9261745] ; [30.9261745 17.0738255],0
s4,1,0.01051,6.546336,[17 85] ; [17 31],[23.12 78.88] ; [10.88 37.12],0
s5,1,0.011006,6.464408,[19 77] ; [18 27],[25.19148936 70.80851064] ; [11.80851064 33.19148936],0
a5,1,0.016309,5.769231,[51 51] ; [34 14],[57.8 44.2] ; [27.2 20.8],0
d5,1,0.019888,5.421711,[68 33] ; [41  7],[73.88590604 27.11409396] ; [35.11409396 12.88590604],0
p3,1,0.022989,5.16937,[22 79] ; [19 29],[27.79194631 73.20805369] ; [13.20805369 34.79194631],0
v1,1,0.028705,4.78519,[30 69] ; [23 24],[35.93835616 63.06164384] ; [17.06164384 29.93835616],0
u2,1,0.049041,3.873937,[23 20] ; [8 1],[25.63461538 17.36538462] ; [5.36538462 3.63461538],0
n1,1,0.05245,3.761349,[ 7 31] ; [7 9],[ 9.85185185 28.14814815] ; [ 4.14814815 11.85185185],0
r4,1,0.054008,3.712464,[75 27] ; [42  6],[79.56 22.44] ; [37.44 10.56],0
u3,1,0.058441,3.581097,[25 18] ; [9 1],[27.58490566 15.41509434] ; [6.41509434 3.58490566],0
a6,1,0.058812,3.570567,[58 44] ; [35 13],[63.24 38.76] ; [29.76 18.24],0
v2,1,0.06957,3.293135,[44 54] ; [27 17],[49. 49.] ; [22. 22.],0
p10,1,0.07693,3.128593,[54 47] ; [33 15],[58.97315436 42.02684564] ; [28.02684564 19.97315436],0
a4,1,0.08607,2.946378,[34 68] ; [23 25],[38.76 63.24] ; [18.24 29.76],0
d3,1,0.086521,2.937946,[59 42] ; [35 13],[63.71812081 37.28187919] ; [30.28187919 17.71812081],0
p4,1,0.108809,2.571437,[31 71] ; [21 27],[35.36 66.64] ; [16.64 31.36],0
n4,1,0.110406,2.548406,[37 65] ; [24 24],[41.48 60.52] ; [19.52 28.48],0
p1,1,0.118169,2.44142,[ 4 98] ; [ 5 43],[ 6.12 95.88] ; [ 2.88 45.12],0
v3,1,0.147943,2.09333,[19 80] ; [13 30],[22.30985915 76.69014085] ; [ 9.69014085 33.30985915],0
d1,1,0.165324,1.924844,[45 57] ; [27 21],[48.96 53.04] ; [23.04 24.96],0
b2,1,0.172426,1.861721,[17 36] ; [15 17],[19.95294118 33.04705882] ; [12.04705882 19.95294118],0
b3,1,0.172426,1.861721,[17 36] ; [15 17],[19.95294118 33.04705882] ; [12.04705882 19.95294118],0
p2,1,0.173907,1.848939,[71 31] ; [28 20],[67.32 34.68] ; [31.68 16.32],0
p7,1,0.175134,1.838443,[35 67] ; [22 26],[38.76 63.24] ; [18.24 29.76],0
r2,1,0.178051,1.813816,[86 14] ; [44  3],[88.43537415 11.56462585] ; [41.56462585  5.43537415],0
r3,1,0.23517,1.409314,[92 10] ; [46  2],[93.84  8.16] ; [44.16  3.84],0
d4,1,0.283374,1.150836,[82 20] ; [42  6],[84.32 17.68] ; [39.68  8.32],0
b1,1,0.312745,1.019048,[45 57] ; [17 31],[42.16 59.84] ; [19.84 28.16],0
p9,1,0.320433,0.987178,[64 37] ; [33 13],[66.6462585 34.3537415] ; [30.3537415 15.6462585],0
b4,1,0.357506,0.846636,[60 42] ; [32 16],[62.56 39.44] ; [29.44 18.56],0
a7,1,0.403339,0.698348,[69 32] ; [36 12],[71.17449664 29.82550336] ; [33.82550336 14.17449664],0
a1,1,0.411211,0.675296,[ 5 97] ; [ 1 47],[ 4.08 97.92] ; [ 1.92 46.08],0
p5,1,0.420684,0.648404,[  2 100] ; [ 2 45],[ 2.73825503 99.26174497] ; [ 1.26174497 45.73825503],0
a8,1,0.426727,0.631715,[ 7 91] ; [ 5 40],[ 8.22377622 89.77622378] ; [ 3.77622378 41.22377622],0
n6,1,0.487181,0.482746,[62 40] ; [32 16],[63.92 38.08] ; [30.08 17.92],0
n3,1,0.505705,0.442944,[27 11] ; [12  3],[27.96226415 10.03773585] ; [11.03773585  3.96226415],0
b5,1,0.575,0.314388,[61 41] ; [31 17],[62.56 39.44] ; [29.44 18.56],0
r1,1,0.756011,0.096549,[69 32] ; [34 14],[69.81879195 31.18120805] ; [33.18120805 14.81879195],0
p11,1,0.852999,0.034334,[60 42] ; [29 19],[60.52 41.48] ; [28.48 19.52],0
n2,1,0.869092,0.027163,[24 13] ; [10  6],[23.73584906 13.26415094] ; [10.26415094  5.73584906],0
v4,1,0.889954,0.019144,[91 10] ; [42  5],[90.76351351 10.23648649] ; [42.23648649  4.76351351],0
s1,1,0.943033,0.005106,[ 4 98] ; [ 2 46],[ 4.08 97.92] ; [ 1.92 46.08],0
p12,1,0.960114,0.002501,[  2 100] ; [ 1 47],[ 2.04 99.96] ; [ 0.96 47.04],0
