Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,0.007489,7.151754,[25  8] ; [47 49],[18.41860465 14.58139535] ; [53.58139535 42.41860465],0
r3,1,0.008812,6.860581,[31  2] ; [69 27],[25.58139535  7.41860465] ; [74.41860465 21.58139535],0
d3,1,0.010213,6.597388,[24  9] ; [45 51],[17.65116279 15.34883721] ; [51.34883721 44.65116279],0
n2,1,0.023509,5.130491,[10  2] ; [20 23],[6.54545455 5.45454545] ; [23.45454545 19.54545455],0
a3,1,0.034658,4.461932,[23 10] ; [46 49],[17.7890625 15.2109375] ; [51.2109375 43.7890625],0
v2,1,0.035945,4.399714,[15 18] ; [24 69],[10.21428571 22.78571429] ; [28.78571429 64.21428571],0
a5,1,0.049739,3.850236,[23 10] ; [48 48],[18.1627907 14.8372093] ; [52.8372093 43.1627907],0
r4,1,0.074035,3.191218,[25  8] ; [56 40],[20.72093023 12.27906977] ; [60.27906977 35.72093023],0
s3,1,0.075284,3.163889,[18 15] ; [35 60],[13.6640625 19.3359375] ; [39.3359375 55.6640625],0
a6,1,0.096794,2.757584,[23 10] ; [51 45],[18.93023256 14.06976744] ; [55.06976744 40.93023256],0
a2,1,0.107891,2.584842,[ 8 25] ; [12 84],[ 5.11627907 27.88372093] ; [14.88372093 81.11627907],0
p7,1,0.139637,2.181956,[19 14] ; [41 55],[15.34883721 17.65116279] ; [44.65116279 51.34883721],0
p6,1,0.159167,1.98212,[10 21] ; [19 76],[ 7.13492063 23.86507937] ; [21.86507937 73.13492063],0
n4,1,0.210364,1.568919,[22 11] ; [52 44],[18.93023256 14.06976744] ; [55.06976744 40.93023256],0
b2,1,0.238008,1.392355,[ 9 12] ; [17 42],[ 6.825 14.175] ; [19.175 39.825],0
b3,1,0.238008,1.392355,[ 9 12] ; [17 42],[ 6.825 14.175] ; [19.175 39.825],0
u1,1,0.243029,1.362939,[ 6 27] ; [10 86],[ 4.09302326 28.90697674] ; [11.90697674 84.09302326],0
v4,1,0.261283,1.261948,[27  5] ; [71 24],[24.69291339  7.30708661] ; [73.30708661 21.69291339],0
r1,1,0.287595,1.130844,[24  9] ; [60 36],[21.48837209 11.51162791] ; [62.51162791 33.48837209],0
s7,1,0.293463,1.103664,[10 22] ; [20 71],[ 7.80487805 24.19512195] ; [22.19512195 68.80487805],0
