Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,7e-06,20.142668,[4 6] ; [167  20],[8.68020305 1.31979695] ; [162.31979695  24.68020305],1
r2,1,3.7e-05,17.037906,[6 4] ; [175  10],[9.28205128 0.71794872] ; [171.71794872  13.28205128],1
s1,1,0.000251,13.402155,[3 7] ; [  7 178],[0.51282051 9.48717949] ; [  9.48717949 175.51282051],1
p2,1,0.000508,12.086658,[6 4] ; [173  14],[9.08629442 0.91370558] ; [169.91370558  17.08629442],1
n4,1,0.000703,11.480752,[3 7] ; [145  42],[7.51269036 2.48730964] ; [140.48730964  46.51269036],1
n5,1,0.001138,10.588135,[3 7] ; [142  44],[7.39795918 2.60204082] ; [137.60204082  48.39795918],0
p10,1,0.003102,8.746558,[5 5] ; [159  27],[8.36734694 1.63265306] ; [155.63265306  30.36734694],0
r3,1,0.006358,7.445974,[7 3] ; [174  12],[9.23469388 0.76530612] ; [171.76530612  14.23469388],0
n6,1,0.010328,6.5775,[5 4] ; [162  25],[7.66836735 1.33163265] ; [159.33163265  27.66836735],0
p9,1,0.021857,5.257133,[6 4] ; [160  25],[8.51282051 1.48717949] ; [157.48717949  27.51282051],0
d1,1,0.023143,5.157736,[2 8] ; [106  81],[5.4822335 4.5177665] ; [102.5177665  84.4822335],0
d5,1,0.042141,4.129531,[5 5] ; [145  41],[7.65306122 2.34693878] ; [142.34693878  43.65306122],0
p4,1,0.051179,3.802397,[4 6] ; [130  57],[6.80203046 3.19796954] ; [127.19796954  59.80203046],0
s7,1,0.057656,3.603568,[2 8] ; [91 88],[4.92063492 5.07936508] ; [88.07936508 90.92063492],0
r1,1,0.060906,3.512545,[5 5] ; [142  44],[7.5 2.5] ; [139.5  46.5],0
a4,1,0.063091,3.454215,[1 9] ; [ 73 113],[3.7755102 6.2244898] ; [ 70.2244898 115.7755102],0
n2,1,0.063101,3.453947,[1 3] ; [27 11],[2.66666667 1.33333333] ; [25.33333333 12.66666667],0
p11,1,0.099838,2.708127,[6 4] ; [152  35],[8.02030457 1.97969543] ; [149.97969543  37.02030457],0
d4,1,0.127771,2.319374,[6 4] ; [149  37],[7.90816327 2.09183673] ; [147.09183673  38.90816327],0
u3,1,0.213562,1.547113,[1 3] ; [42 32],[2.20512821 1.79487179] ; [40.79487179 33.20512821],0
s2,1,0.224061,1.478172,[3 7] ; [92 93],[4.87179487 5.12820513] ; [90.12820513 94.87179487],0
d3,1,0.256603,1.286993,[5 5] ; [126  61],[6.64974619 3.35025381] ; [124.35025381  62.64974619],0
b3,1,0.277225,1.180645,[3 3] ; [32 78],[1.81034483 4.18965517] ; [33.18965517 76.81034483],0
b2,1,0.277225,1.180645,[3 3] ; [32 78],[1.81034483 4.18965517] ; [33.18965517 76.81034483],0
s4,1,0.295192,1.095791,[1 9] ; [ 45 139],[2.37113402 7.62886598] ; [ 43.62886598 140.37113402],0
s6,1,0.307203,1.042664,[5 4] ; [130  52],[6.36125654 2.63874346] ; [128.63874346  53.36125654],0
s3,1,0.347624,0.882112,[4 6] ; [101  82],[5.44041451 4.55958549] ; [99.55958549 83.44041451],0
s5,1,0.352568,0.864193,[2 8] ; [ 62 119],[3.35078534 6.64921466] ; [ 60.64921466 120.35078534],0
v1,1,0.40149,0.70386,[3 7] ; [ 80 104],[4.27835052 5.72164948] ; [ 78.72164948 105.27835052],0
b4,1,0.464315,0.535473,[4 6] ; [97 90],[5.12690355 4.87309645] ; [95.87309645 91.12690355],0
b5,1,0.4832,0.491633,[7 3] ; [110  77],[5.93908629 4.06091371] ; [111.06091371  75.93908629],0
a8,1,0.501771,0.451188,[2 8] ; [ 22 152],[1.30434783 8.69565217] ; [ 22.69565217 151.30434783],0
p6,1,0.537801,0.379631,[4 6] ; [93 93],[4.94897959 5.05102041] ; [92.05102041 93.94897959],0
a5,1,0.576746,0.311525,[6 4] ; [128  59],[6.80203046 3.19796954] ; [127.19796954  59.80203046],0
p3,1,0.688785,0.160404,[5 5] ; [105  81],[5.6122449 4.3877551] ; [104.3877551  81.6122449],0
s8,1,0.711055,0.137225,[4 6] ; [ 86 101],[4.56852792 5.43147208] ; [ 85.43147208 101.56852792],0
n3,1,0.715258,0.133082,[2 2] ; [22 15],[2.34146341 1.65853659] ; [21.65853659 15.34146341],0
p5,1,0.81387,0.05543,[2 8] ; [ 32 155],[1.72588832 8.27411168] ; [ 32.27411168 154.72588832],0
v3,1,0.855878,0.032987,[2 8] ; [ 33 153],[1.78571429 8.21428571] ; [ 33.21428571 152.78571429],0
p1,1,0.861103,0.030614,[1 9] ; [ 22 164],[1.17346939 8.82653061] ; [ 21.82653061 164.17346939],0
d2,1,0.862466,0.030011,[4 6] ; [ 80 107],[4.26395939 5.73604061] ; [ 79.73604061 107.26395939],0
b1,1,0.888547,0.01964,[4 6] ; [ 79 108],[4.21319797 5.78680203] ; [ 78.78680203 108.21319797],0
u2,1,0.896428,0.016946,[2 2] ; [40 35],[2.12658228 1.87341772] ; [39.87341772 35.12658228],0
p7,1,0.921352,0.009748,[8 2] ; [144  39],[7.87564767 2.12435233] ; [144.12435233  38.87564767],0
a7,1,0.968282,0.001581,[7 3] ; [132  55],[7.05583756 2.94416244] ; [131.94416244  55.05583756],0
a3,1,0.972829,0.00116,[6 4] ; [112  73],[6.05128205 3.94871795] ; [111.94871795  73.05128205],0
a6,1,0.994636,4.5e-05,[6 4] ; [112  75],[5.98984772 4.01015228] ; [112.01015228  74.98984772],0
