Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,6.4e-05,15.976014,[65 29] ; [20 36],[53.26666667 40.73333333] ; [31.73333333 24.26666667],1
d2,1,0.305516,1.04996,[44 50] ; [21 34],[41.00671141 52.99328859] ; [23.99328859 31.00671141],0
s7,1,0.310953,1.026622,[24 64] ; [10 41],[21.52517986 66.47482014] ; [12.47482014 38.52517986],0
v1,1,0.354033,0.858948,[32 62] ; [15 41],[29.45333333 64.54666667] ; [17.54666667 38.45333333],0
n3,1,0.40037,0.707215,[19 13] ; [10 11],[17.50943396 14.49056604] ; [11.49056604  9.50943396],0
p1,1,0.463142,0.538291,[ 8 85] ; [ 3 53],[ 6.86577181 86.13422819] ; [ 4.13422819 51.86577181],0
a4,1,0.510471,0.433102,[31 63] ; [15 39],[29.21621622 64.78378378] ; [16.78378378 37.21621622],0
s1,1,0.541852,0.372117,[ 6 88] ; [ 5 50],[ 6.93959732 87.06040268] ; [ 4.06040268 50.93959732],0
n5,1,0.584332,0.299284,[53 41] ; [29 27],[51.38666667 42.61333333] ; [30.61333333 25.38666667],0
s4,1,0.590368,0.28977,[12 81] ; [ 9 47],[13.10738255 79.89261745] ; [ 7.89261745 48.10738255],0
b3,1,0.593643,0.284691,[19 37] ; [10 25],[17.84615385 38.15384615] ; [11.15384615 23.84615385],0
b2,1,0.593643,0.284691,[19 37] ; [10 25],[17.84615385 38.15384615] ; [11.15384615 23.84615385],0
a8,1,0.602741,0.270881,[ 7 79] ; [ 3 49],[ 6.23188406 79.76811594] ; [ 3.76811594 48.23188406],0
a1,1,0.619705,0.246282,[ 7 87] ; [ 3 53],[ 6.26666667 87.73333333] ; [ 3.73333333 52.26666667],0
n1,1,0.633729,0.227038,[11 22] ; [ 6 16],[10.2 22.8] ; [ 6.8 15.2],0
p3,1,0.635349,0.224876,[28 64] ; [15 41],[26.72972973 65.27027027] ; [16.27027027 39.72972973],0
v3,1,0.73508,0.114499,[27 66] ; [14 39],[26.11643836 66.88356164] ; [14.88356164 38.11643836],0
b1,1,0.835247,0.043254,[52 42] ; [30 26],[51.38666667 42.61333333] ; [30.61333333 25.38666667],0
p7,1,0.87142,0.026197,[41 52] ; [25 30],[41.47297297 51.52702703] ; [24.52702703 30.47297297],0
p5,1,0.877958,0.02358,[ 2 91] ; [ 1 55],[ 1.87248322 91.12751678] ; [ 1.12751678 54.87248322],0
u2,1,0.895247,0.017337,[18 18] ; [15 16],[17.73134328 18.26865672] ; [15.26865672 15.73134328],0
s8,1,0.895925,0.017111,[16 78] ; [10 46],[16.29333333 77.70666667] ; [ 9.70666667 46.29333333],0
s2,1,0.895967,0.017098,[28 65] ; [16 39],[27.64864865 65.35135135] ; [16.35135135 38.64864865],0
n2,1,0.944442,0.004856,[17 15] ; [12 11],[16.87272727 15.12727273] ; [12.12727273 10.87272727],0
s3,1,0.9794,0.000667,[37 56] ; [22 33],[37.07432432 55.92567568] ; [21.92567568 33.07432432],0
