Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,47.491415,[55 36] ; [331  37],[76.52723312 14.47276688] ; [309.47276688  58.52723312],1
p9,1,0.0,32.4801,[64 27] ; [340  29],[79.92173913 11.07826087] ; [324.07826087  44.92173913],1
v4,1,9e-06,19.657884,[86  9] ; [367   4],[92.34978541  2.65021459] ; [360.65021459  10.34978541],1
p8,1,2e-05,18.165446,[35 58] ; [225 137],[53.14285714 39.85714286] ; [206.85714286 155.14285714],1
n6,1,2.4e-05,17.875817,[67 26] ; [330  40],[79.74298056 13.25701944] ; [317.25701944  52.74298056],1
r4,1,2.7e-05,17.632079,[81 14] ; [360  13],[89.51923077  5.48076923] ; [351.48076923  21.51923077],1
r3,1,0.000309,13.014848,[84 10] ; [364   9],[90.17558887  3.82441113] ; [357.82441113  15.17558887],1
p7,1,0.000354,12.758292,[47 44] ; [256 103],[61.27333333 29.72666667] ; [241.72666667 117.27333333],1
b1,1,0.000855,11.118821,[50 45] ; [127 246],[35.92948718 59.07051282] ; [141.07051282 231.92948718],1
p4,1,0.0012,10.489855,[47 47] ; [250 118],[60.42857143 33.57142857] ; [236.57142857 131.42857143],0
n4,1,0.001995,9.554474,[65 28] ; [313  60],[75.43776824 17.56223176] ; [302.56223176  70.43776824],0
n5,1,0.004496,8.071967,[66 27] ; [311  60],[75.5625 17.4375] ; [301.4375  69.5625],0
p2,1,0.005029,7.868803,[71 22] ; [324  45],[79.51298701 13.48701299] ; [315.48701299  53.51298701],0
a5,1,0.02346,5.134118,[65 30] ; [296  77],[73.27991453 21.72008547] ; [287.72008547  85.27991453],0
a3,1,0.025228,5.008182,[61 32] ; [286  86],[69.4 23.6] ; [277.6  94.4],0
s1,1,0.030345,4.689631,[ 6 86] ; [  8 359],[ 2.80610022 89.19389978] ; [ 11.19389978 355.80610022],0
b3,1,0.042675,4.108242,[13 32] ; [115 140],[19.2 25.8] ; [108.8 146.2],0
b2,1,0.042675,4.108242,[13 32] ; [115 140],[19.2 25.8] ; [108.8 146.2],0
u2,1,0.048263,3.90081,[13 19] ; [53 34],[17.74789916 14.25210084] ; [48.25210084 38.74789916],0
v3,1,0.055273,3.673831,[38 54] ; [189 171],[46.20353982 45.79646018] ; [180.79646018 179.20353982],0
p3,1,0.063724,3.437698,[44 49] ; [214 155],[51.93506494 41.06493506] ; [206.06493506 162.93506494],0
a6,1,0.076216,3.143798,[57 38] ; [258 113],[64.2167382 30.7832618] ; [250.7832618 120.2167382],0
r1,1,0.076431,3.139215,[74 19] ; [323  49],[79.4 13.6] ; [317.6  54.4],0
p6,1,0.080734,3.050069,[32 60] ; [162 199],[39.3995585 52.6004415] ; [154.6004415 206.3995585],0
d4,1,0.086564,2.937132,[74 21] ; [316  55],[79.50643777 15.49356223] ; [310.49356223  60.50643777],0
v2,1,0.112474,2.519104,[56 37] ; [248 112],[62.41059603 30.58940397] ; [241.58940397 118.41059603],0
d1,1,0.115034,2.483667,[52 43] ; [237 136],[58.66452991 36.33547009] ; [230.33547009 142.66452991],0
p12,1,0.159386,1.980042,[ 5 88] ; [ 37 330],[ 8.49130435 84.50869565] ; [ 33.50869565 333.49130435],0
s4,1,0.169052,1.891331,[19 75] ; [ 53 314],[14.68112798 79.31887202] ; [ 57.31887202 309.68112798],0
u3,1,0.200217,1.640794,[18 16] ; [57 30],[21.07438017 12.92561983] ; [53.92561983 33.07438017],0
s8,1,0.255234,1.294427,[42 51] ; [191 178],[46.9025974 46.0974026] ; [186.0974026 182.9025974],0
b4,1,0.29593,1.092445,[53 42] ; [230 143],[57.4465812 37.5534188] ; [225.5534188 147.4465812],0
b5,1,0.325675,0.966018,[65 30] ; [235 138],[60.8974359 34.1025641] ; [239.1025641 133.8974359],0
p5,1,0.328505,0.954783,[10 83] ; [ 54 314],[12.91106291 80.08893709] ; [ 51.08893709 316.91106291],0
s6,1,0.362151,0.83042,[67 22] ; [257 108],[63.5154185 25.4845815] ; [260.4845815 104.5154185],0
n3,1,0.457523,0.551948,[24  6] ; [40 15],[22.58823529  7.41176471] ; [41.41176471 13.58823529],0
a2,1,0.46129,0.542762,[28 67] ; [ 96 277],[25.17094017 69.82905983] ; [ 98.82905983 274.17094017],0
d5,1,0.518002,0.417869,[77 18] ; [311  60],[79.09871245 15.90128755] ; [308.90128755  62.09871245],0
s7,1,0.566878,0.327934,[48 38] ; [187 170],[45.62076749 40.37923251] ; [189.37923251 167.62076749],0
s3,1,0.595041,0.28254,[52 42] ; [213 152],[54.27015251 39.72984749] ; [210.72984749 154.27015251],0
s2,1,0.675343,0.175416,[54 40] ; [202 165],[52.19956616 41.80043384] ; [203.80043384 163.19956616],0
a8,1,0.717823,0.130588,[12 71] ; [ 54 282],[13.07398568 69.92601432] ; [ 52.92601432 283.07398568],0
a4,1,0.726097,0.122726,[47 47] ; [178 193],[45.48387097 48.51612903] ; [179.51612903 191.48387097],0
d2,1,0.730126,0.118996,[49 46] ; [184 187],[47.5 47.5] ; [185.5 185.5],0
u1,1,0.756455,0.096187,[18 77] ; [ 76 297],[19.08119658 75.91880342] ; [ 74.91880342 298.08119658],0
p1,1,0.786277,0.073522,[10 84] ; [ 36 335],[ 9.29892473 84.70107527] ; [ 36.70107527 334.29892473],0
s5,1,0.803654,0.061812,[35 52] ; [140 221],[33.984375 53.015625] ; [141.015625 219.984375],0
a7,1,0.829184,0.046548,[70 25] ; [270 102],[69.16488223 25.83511777] ; [270.83511777 101.16488223],0
n2,1,0.837627,0.041996,[24  6] ; [45 10],[24.35294118  5.64705882] ; [44.64705882 10.35294118],0
u4,1,0.91505,0.011379,[ 3 92] ; [ 11 362],[ 2.84188034 92.15811966] ; [ 11.15811966 361.84188034],0
n1,1,0.936148,0.006418,[15 15] ; [27 28],[14.82352941 15.17647059] ; [27.17647059 27.82352941],0
a1,1,0.946743,0.004462,[ 5 90] ; [ 19 354],[ 4.87179487 90.12820513] ; [ 19.12820513 353.87179487],0
d3,1,0.973691,0.001088,[67 28] ; [263 109],[67.13062099 27.86937901] ; [262.86937901 109.13062099],0
