Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,2e-06,22.226304,[88 76] ; [11 49],[72.48214286 91.51785714] ; [26.51785714 33.48214286],1
d2,1,2.6e-05,17.688067,[93 71] ; [15 45],[79.07142857 84.92857143] ; [28.92857143 31.07142857],1
d1,1,2.9e-05,17.488708,[106  58] ; [20 40],[92.25 71.75] ; [33.75 26.25],1
a3,1,4e-05,16.871621,[124  40] ; [28 32],[111.28571429  52.71428571] ; [40.71428571 19.28571429],1
v2,1,0.000198,13.845281,[79 81] ; [12 45],[67.09677419 92.90322581] ; [23.90322581 33.09677419],1
d4,1,0.000488,12.159704,[139  25] ; [38 22],[129.58928571  34.41071429] ; [47.41071429 12.58928571],1
u1,1,0.00218,9.391677,[ 33 131] ; [ 2 58],[ 25.625 138.375] ; [ 9.375 50.625],0
p9,1,0.004132,8.224926,[138  26] ; [40 20],[130.32142857  33.67857143] ; [47.67857143 12.32142857],0
d5,1,0.006033,7.540462,[137  27] ; [40 20],[129.58928571  34.41071429] ; [47.41071429 12.58928571],0
p10,1,0.012318,6.264473,[132  31] ; [39 21],[124.99103139  38.00896861] ; [46.00896861 13.99103139],0
r1,1,0.016803,5.716881,[131  32] ; [39 21],[124.26008969  38.73991031] ; [45.73991031 14.26008969],0
a6,1,0.021292,5.302761,[117  47] ; [33 27],[109.82142857  54.17857143] ; [40.17857143 19.82142857],0
b3,1,0.040923,4.179217,[38 61] ; [ 6 26],[33.2519084 65.7480916] ; [10.7480916 21.2519084],0
b2,1,0.040923,4.179217,[38 61] ; [ 6 26],[33.2519084 65.7480916] ; [10.7480916 21.2519084],0
b5,1,0.053377,3.732081,[80 84] ; [38 22],[86.39285714 77.60714286] ; [31.60714286 28.39285714],0
r2,1,0.059805,3.542771,[150  11] ; [51  9],[146.42986425  14.57013575] ; [54.57013575  5.42986425],0
s7,1,0.060225,3.531176,[86 68] ; [24 34],[79.90566038 74.09433962] ; [30.09433962 27.90566038],0
n4,1,0.075082,3.168275,[126  38] ; [39 21],[120.80357143  43.19642857] ; [44.19642857 15.80357143],0
d3,1,0.078209,3.101733,[121  43] ; [37 23],[115.67857143  48.32142857] ; [42.32142857 17.67857143],0
s5,1,0.101537,2.681231,[ 58 101] ; [14 43],[ 53. 106.] ; [19. 38.],0
s6,1,0.105115,2.626174,[119  42] ; [37 22],[114.16363636  46.83636364] ; [41.83636364 17.16363636],0
a1,1,0.174139,1.846943,[ 10 154] ; [ 1 59],[  8.05357143 155.94642857] ; [ 2.94642857 57.05357143],0
n5,1,0.19066,1.712514,[118  45] ; [38 22],[114.02690583  48.97309417] ; [41.97309417 18.02690583],0
v3,1,0.19885,1.650797,[ 45 116] ; [11 46],[ 41.35779817 119.64220183] ; [14.64220183 42.35779817],0
p12,1,0.223225,1.483516,[ 13 151] ; [ 2 58],[ 10.98214286 153.01785714] ; [ 4.01785714 55.98214286],0
s2,1,0.267243,1.230842,[87 76] ; [27 33],[83.32735426 79.67264574] ; [30.67264574 29.32735426],0
a7,1,0.271656,1.208364,[119  45] ; [39 21],[115.67857143  48.32142857] ; [42.32142857 17.67857143],0
u2,1,0.312568,1.019792,[26 13] ; [17 14],[23.95714286 15.04285714] ; [19.04285714 11.95714286],0
a8,1,0.326858,0.961307,[ 14 136] ; [ 8 49],[ 15.94202899 134.05797101] ; [ 6.05797101 50.94202899],0
n6,1,0.374295,0.789356,[130  33] ; [51  9],[132.30044843  30.69955157] ; [48.69955157 11.30044843],0
n2,1,0.378441,0.77576,[27 16] ; [12  4],[28.42372881 14.57627119] ; [10.57627119  5.42372881],0
u3,1,0.430837,0.620566,[22 16] ; [15 16],[20.37681159 17.62318841] ; [16.62318841 14.37681159],0
b4,1,0.455136,0.557829,[92 72] ; [37 23],[94.44642857 69.55357143] ; [34.55357143 25.44642857],0
p3,1,0.488482,0.479869,[106  57] ; [36 24],[103.79372197  59.20627803] ; [38.20627803 21.79372197],0
p7,1,0.525131,0.403805,[115  48] ; [39 20],[113.07207207  49.92792793] ; [40.92792793 18.07207207],0
