Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,34.544517,[120  14] ; [63 48],[100.08979592  33.91020408] ; [82.91020408 28.08979592],1
p8,1,2e-06,22.952847,[103  31] ; [53 59],[84.97560976 49.02439024] ; [71.02439024 40.97560976],1
p5,1,0.00072,11.437936,[35 99] ; [10 99],[ 24.81481481 109.18518519] ; [20.18518519 88.81481481],1
p4,1,0.001194,10.499249,[122  12] ; [85 27],[112.75609756  21.24390244] ; [94.24390244 17.75609756],0
s5,1,0.003706,8.422356,[77 47] ; [46 61],[66.02597403 57.97402597] ; [56.97402597 50.02597403],0
s7,1,0.007538,7.140024,[105  24] ; [68 35],[96.19396552 32.80603448] ; [76.80603448 26.19396552],0
p10,1,0.013272,6.132538,[123  11] ; [90 21],[116.49795918  17.50204082] ; [96.50204082 14.49795918],0
p12,1,0.014217,6.011024,[ 27 107] ; [ 10 102],[ 20.15447154 113.84552846] ; [16.84552846 95.15447154],0
b3,1,0.025457,4.992526,[45 43] ; [23 46],[38.11464968 49.88535032] ; [29.88535032 39.11464968],0
b2,1,0.025457,4.992526,[45 43] ; [23 46],[38.11464968 49.88535032] ; [29.88535032 39.11464968],0
p9,1,0.026871,4.899075,[126   8] ; [95 16],[120.87346939  13.12653061] ; [100.12653061  10.87346939],0
s6,1,0.037536,4.32592,[121  10] ; [93 18],[115.84297521  15.15702479] ; [98.15702479 12.84297521],0
p2,1,0.056857,3.626758,[123  11] ; [94 18],[118.20325203  15.79674797] ; [98.79674797 13.20325203],0
s4,1,0.061277,3.502491,[37 95] ; [20 92],[ 30.83606557 101.16393443] ; [26.16393443 85.83606557],0
a4,1,0.080547,3.053835,[76 58] ; [51 61],[69.17886179 64.82113821] ; [57.82113821 54.17886179],0
a7,1,0.117136,2.455208,[100  33] ; [74 38],[94.45714286 38.54285714] ; [79.54285714 32.45714286],0
p1,1,0.124828,2.355672,[ 22 111] ; [ 11 101],[ 17.91428571 115.08571429] ; [15.08571429 96.91428571],0
s8,1,0.134706,2.237412,[98 36] ; [72 40],[92.60162602 41.39837398] ; [77.39837398 34.60162602],0
a8,1,0.14447,2.129685,[ 20 107] ; [10 97],[ 16.28205128 110.71794872] ; [13.71794872 93.28205128],0
s3,1,0.152315,2.048907,[114  20] ; [102  10],[117.65853659  16.34146341] ; [98.34146341 13.65853659],0
v1,1,0.167186,1.907998,[87 45] ; [60 45],[81.87341772 50.12658228] ; [65.12658228 39.87341772],0
n5,1,0.180569,1.792937,[112  21] ; [86 25],[107.92622951  25.07377049] ; [90.07377049 20.92622951],0
n6,1,0.188216,1.731528,[121  12] ; [95 16],[117.73770492  15.26229508] ; [98.26229508 12.73770492],0
b1,1,0.190728,1.711988,[65 69] ; [45 67],[59.91869919 74.08130081] ; [50.08130081 61.91869919],0
r3,1,0.198575,1.652821,[130   3] ; [106   6],[128.11428571   4.88571429] ; [107.88571429   4.11428571],0
v3,1,0.199526,1.645841,[57 74] ; [54 50],[61.87659574 69.12340426] ; [49.12340426 54.87659574],0
a1,1,0.203709,1.615578,[ 13 121] ; [  6 106],[ 10.3495935 123.6504065] ; [  8.6504065 103.3495935],0
v2,1,0.259231,1.272859,[83 49] ; [59 47],[78.75630252 53.24369748] ; [63.24369748 42.75630252],0
n2,1,0.260298,1.267174,[19  4] ; [15  7],[17.37777778  5.62222222] ; [16.62222222  5.37777778],0
d1,1,0.283841,1.148607,[97 37] ; [74 38],[93.14634146 40.85365854] ; [77.85365854 34.14634146],0
b5,1,0.2876,1.130824,[76 58] ; [71 41],[80.07317073 53.92682927] ; [66.92682927 45.07317073],0
