Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.00105,10.737347,[45 24] ; [53  6],[52.828125 16.171875] ; [45.171875 13.828125],0
v4,1,0.001239,10.43065,[45 24] ; [52  6],[52.7007874 16.2992126] ; [44.2992126 13.7007874],0
p7,1,0.001503,10.075028,[12 56] ; [26 34],[20.1875 47.8125] ; [17.8125 42.1875],0
p4,1,0.002175,9.395332,[11 58] ; [24 36],[18.72093023 50.27906977] ; [16.27906977 43.72093023],0
r4,1,0.012304,6.266542,[39 31] ; [46 14],[45.76923077 24.23076923] ; [39.23076923 20.76923077],0
p11,1,0.016753,5.722016,[25 45] ; [34 26],[31.76923077 38.23076923] ; [27.23076923 32.76923077],0
a1,1,0.016986,5.697817,[ 9 61] ; [ 1 59],[ 5.38461538 64.61538462] ; [ 4.61538462 55.38461538],0
a6,1,0.02768,4.847901,[32 38] ; [39 21],[38.23076923 31.76923077] ; [32.76923077 27.23076923],0
n3,1,0.028004,4.8278,[13 15] ; [19  6],[16.90566038 11.09433962] ; [15.09433962  9.90566038],0
p6,1,0.028851,4.776475,[ 4 64] ; [11 49],[ 7.96875 60.03125] ; [ 7.03125 52.96875],0
n2,1,0.044942,4.020807,[15 17] ; [17  6],[18.61818182 13.38181818] ; [13.38181818  9.61818182],0
s3,1,0.048264,3.900786,[21 48] ; [28 31],[26.4140625 42.5859375] ; [22.5859375 36.4140625],0
b5,1,0.104007,2.642993,[32 38] ; [36 24],[36.61538462 33.38461538] ; [31.38461538 28.61538462],0
s8,1,0.12777,2.319396,[ 9 60] ; [14 46],[12.30232558 56.69767442] ; [10.69767442 49.30232558],0
b1,1,0.128452,2.311111,[42 28] ; [28 32],[37.69230769 32.30769231] ; [32.30769231 27.69230769],0
s1,1,0.130904,2.281753,[ 9 60] ; [ 3 55],[ 6.51968504 62.48031496] ; [ 5.48031496 52.51968504],0
d5,1,0.13745,2.20628,[44 26] ; [45 15],[47.92307692 22.07692308] ; [41.07692308 18.92307692],0
p3,1,0.138981,2.189201,[13 56] ; [18 42],[16.58139535 52.41860465] ; [14.41860465 45.58139535],0
s2,1,0.148525,2.087338,[15 55] ; [19 39],[18.59375 51.40625] ; [15.40625 42.59375],0
u1,1,0.161334,1.961675,[ 6 64] ; [10 50],[ 8.61538462 61.38461538] ; [ 7.38461538 52.61538462],0
v1,1,0.169809,1.884627,[20 50] ; [24 36],[23.69230769 46.30769231] ; [20.30769231 39.69230769],0
p10,1,0.182039,1.780902,[10 59] ; [14 45],[12.9375 56.0625] ; [11.0625 47.9375],0
d3,1,0.22317,1.483868,[31 39] ; [33 27],[34.46153846 35.53846154] ; [29.53846154 30.46153846],0
r1,1,0.227551,1.456104,[45 24] ; [45 15],[48.13953488 20.86046512] ; [41.86046512 18.13953488],0
n4,1,0.261281,1.261957,[43 26] ; [43 17],[46. 23.] ; [40. 20.],0
b3,1,0.270904,1.212164,[19 28] ; [11 27],[16.58823529 30.41176471] ; [13.41176471 24.58823529],0
b2,1,0.270904,1.212164,[19 28] ; [11 27],[16.58823529 30.41176471] ; [13.41176471 24.58823529],0
a2,1,0.271597,1.208665,[10 60] ; [13 47],[12.38461538 57.61538462] ; [10.61538462 49.38461538],0
p1,1,0.29833,1.081645,[ 7 63] ; [ 3 56],[ 5.42635659 64.57364341] ; [ 4.57364341 54.42635659],0
d2,1,0.345246,0.890854,[35 34] ; [25 34],[32.34375 36.65625] ; [27.65625 31.34375],0
a7,1,0.399608,0.709506,[37 32] ; [36 23],[39.3515625 29.6484375] ; [33.6484375 25.3515625],0
n1,1,0.413457,0.668838,[11 19] ; [ 6 17],[ 9.62264151 20.37735849] ; [ 7.37735849 15.62264151],0
d1,1,0.472607,0.515873,[30 40] ; [22 38],[28. 42.] ; [24. 36.],0
s4,1,0.513543,0.426842,[ 9 61] ; [10 49],[10.31007752 59.68992248] ; [ 8.68992248 50.31007752],0
r2,1,0.537764,0.379699,[55 13] ; [51  9],[56.3125 11.6875] ; [49.6875 10.3125],0
v2,1,0.579776,0.306597,[23 45] ; [22 35],[24.48 43.52] ; [20.52 36.48],0
u3,1,0.583882,0.3,[16 14] ; [11 13],[15. 15.] ; [12. 12.],0
d4,1,0.588452,0.292768,[49 21] ; [38 20],[47.578125 22.421875] ; [39.421875 18.578125],0
v3,1,0.603365,0.269951,[21 46] ; [16 43],[19.67460317 47.32539683] ; [17.32539683 41.67460317],0
s5,1,0.670177,0.181396,[12 57] ; [12 47],[12.9375 56.0625] ; [11.0625 47.9375],0
b4,1,0.696948,0.151667,[42 28] ; [38 22],[43.07692308 26.92307692] ; [36.92307692 23.07692308],0
a5,1,0.765476,0.088982,[38 32] ; [31 29],[37.15384615 32.84615385] ; [31.84615385 28.15384615],0
n6,1,0.773672,0.0827,[42 27] ; [38 22],[42.79069767 26.20930233] ; [37.20930233 22.79069767],0
s7,1,0.798315,0.065295,[15 49] ; [14 41],[15.59663866 48.40336134] ; [13.40336134 41.59663866],0
a3,1,0.815272,0.054583,[40 29] ; [36 24],[40.65116279 28.34883721] ; [35.34883721 24.65116279],0
n5,1,0.862186,0.030134,[39 30] ; [33 27],[38.51162791 30.48837209] ; [33.48837209 26.51162791],0
p12,1,0.902913,0.01488,[ 1 69] ; [ 1 58],[ 1.08527132 68.91472868] ; [ 0.91472868 58.08527132],0
s6,1,0.905355,0.014137,[26 43] ; [22 38],[25.6744186 43.3255814] ; [22.3255814 37.6744186],0
u2,1,0.922487,0.009468,[13 16] ; [10 13],[12.82692308 16.17307692] ; [10.17307692 12.82692308],0
a4,1,0.968674,0.001542,[29 40] ; [25 34],[29.109375 39.890625] ; [24.890625 34.109375],0
a8,1,0.990808,0.000133,[ 5 62] ; [ 4 50],[ 4.98347107 62.01652893] ; [ 4.01652893 49.98347107],0
