Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p5,1,2e-06,22.949849,[28 30] ; [ 7 62],[15.98425197 42.01574803] ; [19.01574803 49.98425197],1
s2,1,2.6e-05,17.657131,[45 13] ; [28 41],[33.33858268 24.66141732] ; [39.66141732 29.33858268],1
s6,1,0.000337,12.851126,[52  6] ; [42 26],[43.26984127 14.73015873] ; [50.73015873 17.26984127],1
a5,1,0.005845,7.597575,[52  6] ; [48 21],[45.66929134 12.33070866] ; [54.33070866 14.66929134],0
s4,1,0.006154,7.504613,[13 45] ; [ 4 65],[ 7.76377953 50.23622047] ; [ 9.23622047 59.76377953],0
s8,1,0.007194,7.223769,[43 14] ; [36 33],[35.73809524 21.26190476] ; [43.26190476 25.73809524],0
s3,1,0.008017,7.029735,[41 16] ; [33 35],[33.744 23.256] ; [40.256 27.744],0
s7,1,0.008723,6.878639,[47  9] ; [40 24],[40.6 15.4] ; [46.4 17.6],0
p1,1,0.015278,5.884098,[14 43] ; [ 6 63],[ 9.04761905 47.95238095] ; [10.95238095 58.04761905],0
p8,1,0.015984,5.804616,[51  7] ; [47 20],[45.472 12.528] ; [52.528 14.472],0
p4,1,0.019545,5.452049,[52  5] ; [52 17],[47.04761905  9.95238095] ; [56.95238095 12.04761905],0
r1,1,0.027718,4.8455,[53  5] ; [53 16],[48.40944882  9.59055118] ; [57.59055118 11.40944882],0
p7,1,0.028846,4.776763,[55  3] ; [55 12],[51.04  6.96] ; [58.96  8.04],0
r4,1,0.086371,2.940734,[57  1] ; [63  6],[54.80314961  3.19685039] ; [65.19685039  3.80314961],0
p12,1,0.119776,2.420247,[16 42] ; [11 57],[12.42857143 45.57142857] ; [14.57142857 53.42857143],0
p3,1,0.12556,2.346559,[45 12] ; [46 23],[41.16666667 15.83333333] ; [49.83333333 19.16666667],0
a1,1,0.138213,2.197739,[ 9 49] ; [ 5 64],[ 6.39370079 51.60629921] ; [ 7.60629921 61.39370079],0
a4,1,0.147504,2.097878,[31 27] ; [28 41],[26.94488189 31.05511811] ; [32.05511811 36.94488189],0
n4,1,0.189542,1.721173,[52  6] ; [66  3],[53.88976378  4.11023622] ; [64.11023622  4.88976378],0
u1,1,0.242182,1.367851,[16 42] ; [13 56],[13.24409449 44.75590551] ; [15.75590551 53.24409449],0
n6,1,0.244412,1.354963,[54  2] ; [63  6],[52.416  3.584] ; [64.584  4.416],0
b5,1,0.312588,1.019708,[31 27] ; [43 26],[33.79527559 24.20472441] ; [40.20472441 28.79527559],0
p2,1,0.360889,0.834796,[50  8] ; [63  6],[51.60629921  6.39370079] ; [61.39370079  7.60629921],0
