Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,50.994432,[ 38 132] ; [81 47],[ 67.88590604 102.11409396] ; [51.11409396 76.88590604],1
p7,1,0.0,32.17921,[ 65 102] ; [93 36],[89.14189189 77.85810811] ; [68.85810811 60.14189189],1
p8,1,0.0,29.440874,[ 51 118] ; [79 49],[73.97306397 95.02693603] ; [56.02693603 71.97306397],1
p2,1,1e-06,23.494505,[109  60] ; [114  14],[126.89225589  42.10774411] ; [96.10774411 31.89225589],1
p6,1,1e-06,23.440733,[ 25 142] ; [51 77],[ 43.02372881 123.97627119] ; [32.97627119 95.02372881],1
p11,1,1.1e-05,19.41416,[111  59] ; [113  16],[127.35785953  42.64214047] ; [96.64214047 32.35785953],1
p10,1,2.7e-05,17.609943,[100  68] ; [106  23],[116.52525253  51.47474747] ; [89.47474747 39.52525253],1
v1,1,4.6e-05,16.603916,[ 56 112] ; [72 54],[73.14285714 94.85714286] ; [54.85714286 71.14285714],1
n6,1,0.00177,9.773492,[115  55] ; [107  21],[126.6442953  43.3557047] ; [95.3557047 32.6442953],0
p9,1,0.001806,9.736508,[107  60] ; [104  25],[119.04391892  47.95608108] ; [91.95608108 37.04391892],0
s8,1,0.003218,8.679486,[ 23 147] ; [35 94],[ 32.97658863 137.02341137] ; [ 25.02341137 103.97658863],0
a5,1,0.004945,7.899352,[100  70] ; [96 33],[111.43812709  58.56187291] ; [84.56187291 44.43812709],0
v4,1,0.005539,7.694513,[147  20] ; [125   4],[153.45945946  13.54054054] ; [118.54054054  10.45945946],0
s7,1,0.0067,7.351788,[ 27 132] ; [38 86],[ 36.51943463 122.48056537] ; [28.48056537 95.51943463],0
p5,1,0.007656,7.112306,[  4 165] ; [ 12 115],[  9.13513514 159.86486486] ; [  6.86486486 120.13513514],0
a7,1,0.020574,5.36256,[108  60] ; [99 30],[117.09090909  50.90909091] ; [89.90909091 39.09090909],0
p12,1,0.02238,5.216019,[  1 167] ; [  6 123],[  3.95959596 164.04040404] ; [  3.04040404 125.95959596],0
r4,1,0.024297,5.07332,[135  35] ; [115  14],[142.14046823  27.85953177] ; [107.85953177  21.14046823],0
n5,1,0.026933,4.89512,[101  68] ; [93 36],[110.02013423  58.97986577] ; [83.97986577 45.02013423],0
r3,1,0.027102,4.884287,[145  24] ; [121   8],[150.85234899  18.14765101] ; [115.14765101  13.85234899],0
n4,1,0.028224,4.814362,[112  58] ; [100  29],[120.53511706  49.46488294] ; [91.46488294 37.53511706],0
n3,1,0.035692,4.411765,[30 20] ; [21  4],[34. 16.] ; [17.  8.],0
v2,1,0.055113,3.678657,[74 89] ; [71 54],[82.06597222 80.93402778] ; [62.93402778 62.06597222],0
v3,1,0.055343,3.671715,[ 49 114] ; [50 72],[ 56.62105263 106.37894737] ; [42.37894737 79.62105263],0
d5,1,0.090795,2.860228,[119  50] ; [102  27],[125.33221477  43.66778523] ; [95.66778523 33.33221477],0
a2,1,0.116483,2.463987,[ 25 145] ; [ 28 101],[ 30.13377926 139.86622074] ; [ 22.86622074 106.13377926],0
s4,1,0.118386,2.438547,[ 16 154] ; [  6 123],[ 12.5083612 157.4916388] ; [  9.4916388 119.5083612],0
a1,1,0.135261,2.231066,[ 10 160] ; [  3 126],[  7.39130435 162.60869565] ; [  5.60869565 123.39130435],0
d3,1,0.181877,1.782219,[102  66] ; [88 41],[107.47474747  60.52525253] ; [82.52525253 46.47474747],0
d1,1,0.183065,1.772561,[83 87] ; [73 56],[88.69565217 81.30434783] ; [67.30434783 61.69565217],0
p1,1,0.185333,1.754332,[ 11 157] ; [ 14 115],[ 14.14141414 153.85858586] ; [ 10.85858586 118.14141414],0
r1,1,0.221809,1.492628,[119  50] ; [99 30],[123.63087248  45.36912752] ; [94.36912752 34.63087248],0
u1,1,0.227666,1.455386,[ 15 155] ; [ 17 112],[ 18.19397993 151.80602007] ; [ 13.80602007 115.19397993],0
a6,1,0.251939,1.312517,[112  58] ; [93 36],[116.55518395  53.44481605] ; [88.44481605 40.55518395],0
b2,1,0.325043,0.968548,[33 58] ; [37 48],[36.19318182 54.80681818] ; [33.80681818 51.19318182],0
b3,1,0.325043,0.968548,[33 58] ; [37 48],[36.19318182 54.80681818] ; [33.80681818 51.19318182],0
s5,1,0.396731,0.718211,[ 19 145] ; [ 19 108],[ 21.41580756 142.58419244] ; [ 16.58419244 110.41580756],0
b4,1,0.426911,0.631212,[91 79] ; [75 54],[94.3812709 75.6187291] ; [71.6187291 57.3812709],0
u3,1,0.443057,0.588353,[28 30] ; [23 18],[29.87878788 28.12121212] ; [21.12121212 19.87878788],0
u2,1,0.454924,0.558355,[26 32] ; [21 19],[27.81632653 30.18367347] ; [19.18367347 20.81632653],0
n2,1,0.465453,0.532749,[33 20] ; [17  7],[34.41558442 18.58441558] ; [15.58441558  8.41558442],0
a8,1,0.548745,0.35957,[ 14 148] ; [12 99],[ 15.42857143 146.57142857] ; [ 10.57142857 100.42857143],0
