Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,7e-06,20.329541,[87 33] ; [14 28],[74.81481481 45.18518519] ; [26.18518519 15.81481481],1
n5,1,9e-06,19.640639,[85 35] ; [13 28],[73.04347826 46.95652174] ; [24.95652174 16.04347826],1
p11,1,0.004102,8.23805,[84 36] ; [19 23],[76.2962963 43.7037037] ; [26.7037037 15.2962963],0
r4,1,0.009671,6.694562,[108  12] ; [31 11],[102.96296296  17.03703704] ; [36.03703704  5.96296296],0
s6,1,0.010215,6.597058,[76 42] ; [17 24],[69.01886792 48.98113208] ; [23.98113208 17.01886792],0
s8,1,0.010538,6.541692,[52 67] ; [ 9 33],[45.08695652 73.91304348] ; [15.91304348 26.08695652],0
r2,1,0.012271,6.271279,[111   7] ; [34  8],[106.9375  11.0625] ; [38.0625  3.9375],0
p10,1,0.019404,5.464692,[79 39] ; [19 22],[72.72955975 45.27044025] ; [25.27044025 15.72955975],0
u1,1,0.026144,4.94649,[23 97] ; [ 2 40],[ 18.51851852 101.48148148] ; [ 6.48148148 35.51851852],0
p3,1,0.027545,4.856297,[46 74] ; [ 8 33],[40.2484472 79.7515528] ; [13.7515528 27.2484472],0
a6,1,0.029321,4.748691,[76 44] ; [18 23],[70.0621118 49.9378882] ; [23.9378882 17.0621118],0
a7,1,0.069221,3.301403,[79 41] ; [21 21],[74.07407407 45.92592593] ; [25.92592593 16.07407407],0
s5,1,0.069977,3.283557,[36 78] ; [ 6 31],[31.70860927 82.29139073] ; [10.29139073 26.70860927],0
u2,1,0.083965,2.986425,[22 22] ; [12  4],[24.93333333 19.06666667] ; [9.06666667 6.93333333],0
v4,1,0.086735,2.933956,[109  11] ; [34  8],[105.92592593  14.07407407] ; [37.07407407  4.92592593],0
s4,1,0.10386,2.645247,[28 90] ; [ 5 37],[24.3375 93.6625] ; [ 8.6625 33.3375],0
s7,1,0.104345,2.637843,[50 64] ; [11 27],[45.75 68.25] ; [15.25 22.75],0
v3,1,0.127756,2.319559,[43 70] ; [ 9 28],[39.17333333 73.82666667] ; [12.82666667 24.17333333],0
b4,1,0.163297,1.943425,[72 48] ; [20 22],[68.14814815 51.85185185] ; [23.85185185 18.14814815],0
s1,1,0.185669,1.751651,[  7 112] ; [ 5 36],[  8.925 110.075] ; [ 3.075 37.925],0
p9,1,0.1882,1.731651,[79 38] ; [23 18],[75.53164557 41.46835443] ; [26.46835443 14.53164557],0
p12,1,0.196539,1.667911,[ 10 110] ; [ 1 40],[  8.19875776 111.80124224] ; [ 2.80124224 38.19875776],0
a2,1,0.199823,1.643669,[25 95] ; [ 5 37],[22.22222222 97.77777778] ; [ 7.77777778 34.22222222],0
b5,1,0.238558,1.389097,[78 42] ; [23 19],[74.81481481 45.18518519] ; [26.18518519 15.81481481],0
d1,1,0.242502,1.365993,[64 56] ; [18 24],[60.74074074 59.25925926] ; [21.25925926 20.74074074],0
d2,1,0.279096,1.171484,[61 58] ; [17 24],[58.0125 60.9875] ; [19.9875 21.0125],0
d3,1,0.287511,1.131242,[70 50] ; [20 21],[67.08074534 52.91925466] ; [22.91925466 18.08074534],0
v1,1,0.312371,1.020622,[49 67] ; [14 28],[46.25316456 69.74683544] ; [16.74683544 25.25316456],0
d5,1,0.32149,0.982876,[86 34] ; [26 15],[83.47826087 36.52173913] ; [28.52173913 12.47826087],0
s3,1,0.340853,0.90722,[55 64] ; [23 19],[57.65217391 61.34782609] ; [20.34782609 21.65217391],0
a8,1,0.399451,0.709979,[ 11 104] ; [ 6 36],[ 12.4522293 102.5477707] ; [ 4.5477707 37.4522293],0
p4,1,0.424699,0.637275,[43 76] ; [12 29],[40.90625 78.09375] ; [14.09375 26.90625],0
a4,1,0.436887,0.604445,[54 66] ; [16 26],[51.85185185 68.14814815] ; [18.14814815 23.85185185],0
p6,1,0.439597,0.597333,[28 92] ; [ 7 33],[26.25 93.75] ; [ 8.75 31.25],0
u3,1,0.440323,0.595441,[26 19] ; [11  5],[27.29508197 17.70491803] ; [9.70491803 6.29508197],0
n2,1,0.479841,0.499224,[28  8] ; [16  7],[26.84745763  9.15254237] ; [17.15254237  5.84745763],0
b2,1,0.491915,0.472335,[28 48] ; [ 7 17],[26.6 49.4] ; [ 8.4 15.6],0
b3,1,0.491915,0.472335,[28 48] ; [ 7 17],[26.6 49.4] ; [ 8.4 15.6],0
s2,1,0.570318,0.322151,[53 65] ; [21 21],[54.575 63.425] ; [19.425 22.575],0
u4,1,0.59791,0.278159,[  5 115] ; [ 1 41],[  4.44444444 115.55555556] ; [ 1.55555556 40.44444444],0
b1,1,0.641431,0.216876,[55 65] ; [21 21],[56.2962963 63.7037037] ; [19.7037037 22.2962963],0
a1,1,0.65888,0.194887,[  8 112] ; [ 2 40],[  7.40740741 112.59259259] ; [ 2.59259259 39.40740741],0
n3,1,0.707513,0.140774,[25 10] ; [14  7],[24.375 10.625] ; [14.625  6.375],0
a5,1,0.718764,0.12968,[78 42] ; [26 16],[77.03703704 42.96296296] ; [26.96296296 15.03703704],0
v2,1,0.778261,0.079291,[60 54] ; [21 17],[60.75 53.25] ; [20.25 17.75],0
p8,1,0.861871,0.030273,[27 93] ; [10 32],[27.40740741 92.59259259] ; [ 9.59259259 32.40740741],0
n1,1,0.884697,0.02103,[15 20] ; [ 9 13],[14.73684211 20.26315789] ; [ 9.26315789 12.73684211],0
d4,1,0.890564,0.018931,[92 28] ; [31 10],[91.67701863 28.32298137] ; [31.32298137  9.67701863],0
p1,1,0.939368,0.005786,[  9 111] ; [ 3 39],[  8.88888889 111.11111111] ; [ 3.11111111 38.88888889],0
a3,1,0.945369,0.004695,[75 45] ; [26 16],[74.81481481 45.18518519] ; [26.18518519 15.81481481],0
p7,1,0.945958,0.004595,[42 76] ; [14 26],[41.82278481 76.17721519] ; [14.17721519 25.82278481],0
r1,1,0.976504,0.000867,[86 34] ; [30 12],[85.92592593 34.07407407] ; [30.07407407 11.92592593],0
