Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,5.5e-05,16.275422,[20 11] ; [ 38 104],[10.39306358 20.60693642] ; [47.60693642 94.39306358],1
s6,1,0.001528,10.044201,[24  8] ; [62 79],[15.90751445 16.09248555] ; [70.09248555 70.90751445],0
s5,1,0.002116,9.446014,[11 21] ; [ 17 123],[ 5.20930233 26.79069767] ; [ 22.79069767 117.20930233],0
s7,1,0.006309,7.459958,[18 15] ; [39 94],[11.3313253 21.6686747] ; [45.6686747 87.3313253],0
v2,1,0.02388,5.103316,[ 7 25] ; [58 75],[12.60606061 19.39393939] ; [52.39393939 80.60606061],0
s3,1,0.03076,4.666293,[20 12] ; [58 82],[14.51162791 17.48837209] ; [63.48837209 76.51162791],0
v3,1,0.069184,3.30228,[ 5 28] ; [43 96],[ 9.20930233 23.79069767] ; [ 38.79069767 100.20930233],0
p6,1,0.151907,2.052993,[ 5 29] ; [ 37 103],[ 8.20689655 25.79310345] ; [ 33.79310345 106.20689655],0
s1,1,0.181493,1.785353,[ 3 30] ; [  5 133],[ 1.54385965 31.45614035] ; [  6.45614035 131.54385965],0
n6,1,0.202362,1.625245,[28  6] ; [101  40],[25.06285714  8.93714286] ; [103.93714286  37.06285714],0
b1,1,0.20244,1.624686,[11 23] ; [63 79],[14.29545455 19.70454545] ; [59.70454545 82.29545455],0
d3,1,0.244508,1.354416,[12 21] ; [ 37 104],[ 9.29310345 23.70689655] ; [ 39.70689655 101.29310345],0
a5,1,0.251971,1.312345,[14 20] ; [74 68],[17. 17.] ; [71. 71.],0
u3,1,0.288555,1.126351,[11  9] ; [30 42],[ 8.91304348 11.08695652] ; [32.08695652 39.91304348],0
a3,1,0.355722,0.852941,[14 20] ; [70 70],[16.4137931 17.5862069] ; [67.5862069 72.4137931],0
n1,1,0.375013,0.786987,[ 4 10] ; [18 25],[5.40350877 8.59649123] ; [16.59649123 26.40350877],0
u1,1,0.376276,0.782832,[ 2 32] ; [  4 138],[ 1.15909091 32.84090909] ; [  4.84090909 137.15909091],0
a6,1,0.413435,0.668902,[17 17] ; [82 60],[19.125 14.875] ; [79.875 62.125],0
p7,1,0.508608,0.43693,[20 14] ; [73 66],[18.27745665 15.72254335] ; [74.72254335 64.27745665],0
p3,1,0.519599,0.41469,[11 23] ; [54 87],[12.62857143 21.37142857] ; [52.37142857 88.62857143],0
p12,1,0.526846,0.40047,[ 2 32] ; [  5 137],[ 1.35227273 32.64772727] ; [  5.64772727 136.35227273],0
a2,1,0.539306,0.376827,[ 2 32] ; [ 13 129],[ 2.89772727 31.10227273] ; [ 12.10227273 129.89772727],0
n5,1,0.555168,0.348139,[26  8] ; [100  40],[24.62068966  9.37931034] ; [101.37931034  38.62068966],0
