Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.012911,6.181319,[ 3 23] ; [5 5],[ 5.77777778 20.22222222] ; [2.22222222 7.77777778],0
u3,1,0.079746,3.070069,[ 2 15] ; [2 2],[ 3.23809524 13.76190476] ; [0.76190476 3.23809524],0
s8,1,0.111052,2.539185,[ 4 25] ; [4 7],[ 5.8 23.2] ; [2.2 8.8],0
a1,1,0.114179,2.495411,[ 1 28] ; [2 9],[ 2.175 26.825] ; [ 0.825 10.175],0
s1,1,0.114179,2.495411,[ 1 28] ; [2 9],[ 2.175 26.825] ; [ 0.825 10.175],0
a3,1,0.118425,2.438031,[12 17] ; [7 3],[14.12820513 14.87179487] ; [4.87179487 5.12820513],0
n4,1,0.230204,1.439601,[15 14] ; [8 3],[16.675 12.325] ; [6.325 4.675],0
s2,1,0.249479,1.326216,[ 4 25] ; [3 7],[ 5.20512821 23.79487179] ; [1.79487179 8.20512821],0
p11,1,0.28809,1.128527,[16 13] ; [4 7],[14.5 14.5] ; [5.5 5.5],0
p2,1,0.28809,1.128527,[13 16] ; [7 4],[14.5 14.5] ; [5.5 5.5],0
a2,1,0.28809,1.128527,[ 2 27] ; [2 9],[ 2.9 26.1] ; [1.1 9.9],0
b4,1,0.315117,1.009106,[19 10] ; [9 2],[20.3  8.7] ; [7.7 3.3],0
d2,1,0.315117,1.009106,[10 19] ; [2 9],[ 8.7 20.3] ; [3.3 7.7],0
p9,1,0.400501,0.706823,[15 12] ; [4 6],[13.86486486 13.13513514] ; [5.13513514 4.86486486],0
u2,1,0.422489,0.643382,[8 9] ; [1 3],[7.28571429 9.71428571] ; [1.71428571 2.28571429],0
r3,1,0.435484,0.608154,[19  9] ; [6 5],[17.94871795 10.05128205] ; [7.05128205 3.94871795],0
b5,1,0.45484,0.558564,[17 12] ; [5 6],[15.95 13.05] ; [6.05 4.95],0
p1,1,0.503368,0.447828,[ 3 26] ; [2 9],[ 3.625 25.375] ; [1.375 9.625],0
p3,1,0.530193,0.394022,[ 3 25] ; [2 9],[ 3.58974359 24.41025641] ; [1.41025641 9.58974359],0
v1,1,0.539657,0.376176,[ 8 21] ; [2 9],[ 7.25 21.75] ; [2.75 8.25],0
p4,1,0.588571,0.292581,[ 8 21] ; [4 7],[ 8.7 20.3] ; [3.3 7.7],0
n1,1,0.605242,0.267161,[2 9] ; [2 5],[2.44444444 8.55555556] ; [1.55555556 5.44444444],0
v2,1,0.614798,0.253247,[10 18] ; [3 8],[ 9.33333333 18.66666667] ; [3.66666667 7.33333333],0
a6,1,0.62873,0.233787,[13 16] ; [4 7],[12.325 16.675] ; [4.675 6.325],0
a4,1,0.656178,0.1982,[ 6 23] ; [3 8],[ 6.525 22.475] ; [2.475 8.525],0
s6,1,0.663766,0.188981,[10 19] ; [3 8],[ 9.425 19.575] ; [3.575 7.425],0
d4,1,0.663766,0.188981,[19 10] ; [8 3],[19.575  9.425] ; [7.425 3.575],0
a5,1,0.664513,0.188088,[11 18] ; [5 6],[11.6 17.4] ; [4.4 6.6],0
s3,1,0.670556,0.180952,[ 4 24] ; [2 8],[ 4.42105263 23.57894737] ; [1.57894737 8.42105263],0
s5,1,0.688038,0.161218,[ 4 25] ; [ 1 10],[ 3.625 25.375] ; [1.375 9.625],0
p10,1,0.696574,0.152061,[12 16] ; [5 5],[12.52631579 15.47368421] ; [4.47368421 5.52631579],0
a8,1,0.703608,0.144745,[ 4 23] ; [1 9],[ 3.64864865 23.35135135] ; [1.35135135 8.64864865],0
v4,1,0.723259,0.125392,[15 14] ; [5 6],[14.5 14.5] ; [5.5 5.5],0
v3,1,0.72852,0.120475,[ 4 25] ; [2 9],[ 4.35 24.65] ; [1.65 9.35],0
b2,1,0.735039,0.114535,[ 7 10] ; [2 4],[ 6.65217391 10.34782609] ; [2.34782609 3.65217391],0
b3,1,0.735039,0.114535,[ 7 10] ; [2 4],[ 6.65217391 10.34782609] ; [2.34782609 3.65217391],0
p5,1,0.813997,0.055353,[ 2 27] ; [ 1 10],[ 2.175 26.825] ; [ 0.825 10.175],0
d3,1,0.873237,0.025455,[14 15] ; [5 6],[13.775 15.225] ; [5.225 5.775],0
b1,1,0.873237,0.025455,[15 14] ; [6 5],[15.225 13.775] ; [5.775 5.225],0
a7,1,0.873237,0.025455,[15 14] ; [6 5],[15.225 13.775] ; [5.775 5.225],0
s4,1,0.906039,0.013932,[ 3 26] ; [ 1 10],[ 2.9 26.1] ; [1.1 9.9],0
d1,1,0.91133,0.012401,[10 19] ; [4 7],[10.15 18.85] ; [3.85 7.15],0
n2,1,0.913906,0.011688,[6 5] ; [4 3],[6.11111111 4.88888889] ; [3.88888889 3.11111111],0
n3,1,0.913906,0.011688,[5 6] ; [3 4],[4.88888889 6.11111111] ; [3.11111111 3.88888889],0
n5,1,0.927151,0.008359,[18 11] ; [7 4],[18.125 10.875] ; [6.875 4.125],0
p8,1,0.944277,0.004885,[ 5 24] ; [2 9],[ 5.075 23.925] ; [1.925 9.075],0
n6,1,0.951264,0.003736,[20  9] ; [7 3],[20.07692308  8.92307692] ; [6.92307692 3.07692308],0
d5,1,0.97161,0.001267,[16 13] ; [6 5],[15.95 13.05] ; [6.05 4.95],0
