Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,34.71079,[ 9 39] ; [53 19],[24.8 23.2] ; [37.2 34.8],1
p6,1,0.000532,12.0,[ 9 39] ; [36 36],[18. 30.] ; [27. 45.],1
d3,1,0.004911,7.912088,[24 24] ; [54 18],[31.2 16.8] ; [46.8 25.2],0
u2,1,0.009346,6.755556,[ 5 13] ; [14  6],[9. 9.] ; [10. 10.],0
s6,1,0.020199,5.394618,[36 10] ; [66  5],[40.1025641  5.8974359] ; [61.8974359  9.1025641],0
r4,1,0.022711,5.19051,[39  9] ; [68  4],[42.8  5.2] ; [64.2  7.8],0
a5,1,0.028441,4.801136,[30 18] ; [58 14],[35.2 12.8] ; [52.8 19.2],0
n5,1,0.02909,4.762304,[27 20] ; [55 17],[32.38655462 14.61344538] ; [49.61344538 22.38655462],0
p5,1,0.031504,4.625306,[ 3 44] ; [15 57],[ 7.1092437 39.8907563] ; [10.8907563 61.1092437],0
p2,1,0.0373,4.336675,[34 13] ; [63  9],[38.31092437  8.68907563] ; [58.68907563 13.31092437],0
p7,1,0.042279,4.123984,[24 21] ; [51 20],[29.09482759 15.90517241] ; [45.90517241 25.09482759],0
p9,1,0.049853,3.846386,[33 11] ; [64  8],[36.79310345  7.20689655] ; [60.20689655 11.79310345],0
n4,1,0.061418,3.498677,[29 19] ; [55 17],[33.6 14.4] ; [50.4 21.6],0
p10,1,0.062927,3.458513,[34 13] ; [62 10],[37.91596639  9.08403361] ; [58.08403361 13.91596639],0
r3,1,0.080392,3.05695,[40  6] ; [68  3],[42.46153846  3.53846154] ; [65.53846154  5.46153846],0
p8,1,0.084265,2.980657,[17 28] ; [39 33],[21.53846154 23.46153846] ; [34.46153846 37.53846154],0
a4,1,0.100292,2.700893,[18 30] ; [38 34],[22.4 25.6] ; [33.6 38.4],0
r1,1,0.122153,2.389498,[35 13] ; [60 11],[38.31932773  9.68067227] ; [56.68067227 14.31932773],0
v4,1,0.154327,2.02895,[40  6] ; [68  4],[42.10169492  3.89830508] ; [65.89830508  6.10169492],0
d1,1,0.202845,1.621773,[23 25] ; [43 29],[26.4 21.6] ; [39.6 32.4],0
d5,1,0.217357,1.521739,[34 14] ; [58 14],[36.8 11.2] ; [55.2 16.8],0
a3,1,0.23568,1.40625,[29 19] ; [51 21],[32. 16.] ; [48. 24.],0
s7,1,0.242089,1.368386,[27 20] ; [45 21],[29.94690265 17.05309735] ; [42.05309735 23.94690265],0
n1,1,0.24706,1.33985,[8 6] ; [ 7 12],[6.36363636 7.63636364] ; [ 8.63636364 10.36363636],0
b5,1,0.330134,0.948373,[19 29] ; [35 37],[21.6 26.4] ; [32.4 39.6],0
s2,1,0.362902,0.827824,[26 22] ; [45 27],[28.4 19.6] ; [42.6 29.4],0
