Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.016526,5.746075,[4 8] ; [71 33],[7.75862069 4.24137931] ; [67.24137931 36.75862069],0
p1,1,0.01838,5.559549,[3 9] ; [ 6 98],[ 0.93103448 11.06896552] ; [ 8.06896552 95.93103448],0
s5,1,0.023795,5.109488,[6 5] ; [23 77],[2.87387387 8.12612613] ; [26.12612613 73.87387387],0
p2,1,0.179973,1.797848,[8 4] ; [86 18],[9.72413793 2.27586207] ; [84.27586207 19.72413793],0
d1,1,0.201595,1.630779,[9 3] ; [58 46],[6.93103448 5.06896552] ; [60.06896552 43.93103448],0
p6,1,0.203161,1.619506,[7 5] ; [40 62],[4.94736842 7.05263158] ; [42.05263158 59.94736842],0
a7,1,0.249091,1.328392,[7 5] ; [77 27],[8.68965517 3.31034483] ; [75.31034483 28.68965517],0
p7,1,0.292206,1.109429,[10  2] ; [70 32],[8.42105263 3.57894737] ; [71.57894737 30.42105263],0
u2,1,0.298223,1.082126,[2 2] ; [21  7],[2.875 1.125] ; [20.125  7.875],0
d2,1,0.302237,1.064297,[8 4] ; [53 51],[6.31034483 5.68965517] ; [54.68965517 49.31034483],0
v2,1,0.331058,0.944757,[5 7] ; [57 44],[6.5840708 5.4159292] ; [55.4159292 45.5840708],0
s1,1,0.336935,0.922059,[ 1 11] ; [ 3 99],[ 0.42105263 11.57894737] ; [ 3.57894737 98.42105263],0
v3,1,0.366542,0.815355,[4 8] ; [48 54],[5.47368421 6.52631579] ; [46.52631579 55.47368421],0
b4,1,0.400115,0.707981,[6 6] ; [65 39],[7.34482759 4.65517241] ; [63.65517241 40.34482759],0
n6,1,0.42639,0.632636,[11  1] ; [86 18],[10.03448276  1.96551724] ; [86.96551724 17.03448276],0
p5,1,0.42639,0.632636,[ 1 11] ; [18 86],[ 1.96551724 10.03448276] ; [17.03448276 86.96551724],0
u1,1,0.452387,0.564663,[3 9] ; [17 87],[2.06896552 9.93103448] ; [17.93103448 86.06896552],0
b2,1,0.484603,0.488487,[4 3] ; [33 43],[3.12048193 3.87951807] ; [33.87951807 42.12048193],0
b3,1,0.484603,0.488487,[4 3] ; [33 43],[3.12048193 3.87951807] ; [33.87951807 42.12048193],0
s6,1,0.490737,0.47491,[9 3] ; [67 36],[7.93043478 4.06956522] ; [68.06956522 34.93043478],0
a5,1,0.522982,0.408009,[10  2] ; [78 26],[9.10344828 2.89655172] ; [78.89655172 25.10344828],0
s3,1,0.574036,0.315976,[3 9] ; [34 69],[3.86086957 8.13913043] ; [33.13913043 69.86086957],0
s7,1,0.577128,0.310901,[6 6] ; [59 42],[6.90265487 5.09734513] ; [58.09734513 42.90265487],0
p8,1,0.582312,0.302512,[8 4] ; [59 42],[7.11504425 4.88495575] ; [59.88495575 41.11504425],0
a4,1,0.592399,0.286613,[4 8] ; [43 61],[4.86206897 7.13793103] ; [42.13793103 61.86206897],0
a2,1,0.635056,0.225267,[3 9] ; [20 84],[2.37931034 9.62068966] ; [20.62068966 83.37931034],0
a3,1,0.638046,0.221306,[8 4] ; [76 28],[8.68965517 3.31034483] ; [75.31034483 28.68965517],0
v1,1,0.653434,0.201598,[7 5] ; [52 49],[6.26548673 5.73451327] ; [52.73451327 48.26548673],0
p3,1,0.673696,0.177309,[7 5] ; [54 50],[6.31034483 5.68965517] ; [54.68965517 49.31034483],0
u3,1,0.683178,0.16657,[2 2] ; [17 11],[2.375 1.625] ; [16.625 11.375],0
d5,1,0.697062,0.151547,[9 3] ; [83 21],[9.51724138 2.48275862] ; [82.48275862 21.51724138],0
d4,1,0.77178,0.084127,[10  2] ; [83 21],[9.62068966 2.37931034] ; [83.37931034 20.62068966],0
b5,1,0.800336,0.063965,[6 6] ; [56 48],[6.4137931 5.5862069] ; [55.5862069 48.4137931],0
v4,1,0.835665,0.043032,[11  1] ; [97  7],[11.17241379  0.82758621] ; [96.82758621  7.17241379],0
r1,1,0.84594,0.037753,[10  2] ; [88 15],[10.22608696  1.77391304] ; [87.77391304 15.22608696],0
r2,1,0.870361,0.026634,[11  1] ; [92 10],[10.84210526  1.15789474] ; [92.15789474  9.84210526],0
b1,1,0.880421,0.022631,[5 7] ; [41 63],[4.75862069 7.24137931] ; [41.24137931 62.75862069],0
p11,1,0.907539,0.013489,[10  2] ; [88 16],[10.13793103  1.86206897] ; [87.86206897 16.13793103],0
n5,1,0.927805,0.00821,[9 3] ; [76 27],[8.86956522 3.13043478] ; [76.13043478 26.86956522],0
p12,1,0.952501,0.003548,[ 1 11] ; [ 8 94],[ 0.94736842 11.05263158] ; [ 8.05263158 93.94736842],0
n4,1,0.955611,0.003098,[10  2] ; [86 18],[9.93103448 2.06896552] ; [86.06896552 17.93103448],0
n1,1,0.964716,0.001957,[1 2] ; [ 9 17],[1.03448276 1.96551724] ; [ 8.96551724 17.03448276],0
r4,1,0.970121,0.001403,[11  1] ; [95  9],[10.96551724  1.03448276] ; [95.03448276  8.96551724],0
d3,1,0.982246,0.000495,[8 4] ; [69 35],[7.96551724 4.03448276] ; [69.03448276 34.96551724],0
p4,1,0.98297,0.000456,[7 5] ; [61 43],[7.03448276 4.96551724] ; [60.96551724 43.03448276],0
