Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,29.630963,[29  2] ; [ 6 20],[19.03508772 11.96491228] ; [15.96491228 10.03508772],1
p11,1,0.000263,13.316888,[25  6] ; [ 9 18],[18.17241379 12.82758621] ; [15.82758621 11.17241379],1
r3,1,0.000734,11.4,[26  4] ; [12 15],[20. 10.] ; [18.  9.],1
r4,1,0.010538,6.541576,[11 20] ; [ 2 25],[ 6.94827586 24.05172414] ; [ 6.05172414 20.94827586],0
p2,1,0.040778,4.18522,[22  9] ; [12 15],[18.17241379 12.82758621] ; [15.82758621 11.17241379],0
p8,1,0.05094,3.810234,[12 19] ; [ 4 22],[ 8.70175439 22.29824561] ; [ 7.29824561 18.70175439],0
s7,1,0.064098,3.428042,[10 19] ; [ 3 21],[ 7.11320755 21.88679245] ; [ 5.88679245 18.11320755],0
p5,1,0.075596,3.157125,[ 6 25] ; [ 1 25],[ 3.80701754 27.19298246] ; [ 3.19298246 22.80701754],0
u2,1,0.121924,2.392426,[9 4] ; [6 9],[6.96428571 6.03571429] ; [8.03571429 6.96428571],0
n5,1,0.130713,2.284021,[21 10] ; [13 14],[18.17241379 12.82758621] ; [15.82758621 11.17241379],0
v4,1,0.130713,2.284021,[21 10] ; [13 14],[18.17241379 12.82758621] ; [15.82758621 11.17241379],0
v1,1,0.149312,2.079266,[11 20] ; [ 5 22],[ 8.55172414 22.44827586] ; [ 7.44827586 19.55172414],0
v3,1,0.154445,2.027786,[ 8 23] ; [ 3 24],[ 5.87931034 25.12068966] ; [ 5.12068966 21.87931034],0
a5,1,0.188108,1.732378,[18 13] ; [11 16],[15.5 15.5] ; [13.5 13.5],0
s5,1,0.188108,1.732378,[ 6 25] ; [ 2 25],[ 4.27586207 26.72413793] ; [ 3.72413793 23.27586207],0
s3,1,0.192513,1.698281,[ 6 25] ; [ 9 17],[ 8.15789474 22.84210526] ; [ 6.84210526 19.15789474],0
d4,1,0.226742,1.461182,[23  8] ; [16 11],[20.84482759 10.15517241] ; [18.15517241  8.84482759],0
a8,1,0.245278,1.35,[ 2 28] ; [ 4 20],[ 3.33333333 26.66666667] ; [ 2.66666667 21.33333333],0
p4,1,0.245594,1.348197,[15 16] ; [ 9 18],[12.82758621 18.17241379] ; [11.17241379 15.82758621],0
p7,1,0.245594,1.348197,[15 16] ; [ 9 18],[12.82758621 18.17241379] ; [11.17241379 15.82758621],0
s6,1,0.245594,1.348197,[15 16] ; [ 9 18],[12.82758621 18.17241379] ; [11.17241379 15.82758621],0
b4,1,0.245594,1.348197,[16 15] ; [18  9],[18.17241379 12.82758621] ; [15.82758621 11.17241379],0
n6,1,0.258979,1.274206,[21  9] ; [15 12],[18.94736842 11.05263158] ; [17.05263158  9.94736842],0
u3,1,0.280828,1.163077,[5 8] ; [ 3 12],[3.71428571 9.28571429] ; [ 4.28571429 10.71428571],0
b5,1,0.283832,1.148649,[14 17] ; [16 11],[16.03448276 14.96551724] ; [13.96551724 13.03448276],0
r1,1,0.300796,1.070661,[12 19] ; [ 7 20],[10.15517241 20.84482759] ; [ 8.84482759 18.15517241],0
a3,1,0.369712,0.804632,[18 13] ; [12 14],[16.31578947 14.68421053] ; [13.68421053 12.31578947],0
n2,1,0.407626,0.685714,[8 4] ; [6 6],[7. 5.] ; [7. 5.],0
a7,1,0.407671,0.685583,[16 15] ; [11 16],[14.43103448 16.56896552] ; [12.56896552 14.43103448],0
s2,1,0.506754,0.440764,[ 8 23] ; [ 5 22],[ 6.94827586 24.05172414] ; [ 6.05172414 20.94827586],0
a1,1,0.528265,0.397728,[ 2 29] ; [ 3 24],[ 2.67241379 28.32758621] ; [ 2.32758621 24.67241379],0
a4,1,0.554649,0.349054,[ 9 22] ; [ 6 21],[ 8.01724138 22.98275862] ; [ 6.98275862 20.01724138],0
d5,1,0.585783,0.296979,[15 16] ; [15 12],[16.03448276 14.96551724] ; [13.96551724 13.03448276],0
n4,1,0.635099,0.225209,[18 13] ; [14 13],[17.10344828 13.89655172] ; [14.89655172 12.10344828],0
n1,1,0.653368,0.201681,[4 8] ; [3 9],[3.5 8.5] ; [3.5 8.5],0
a6,1,0.65825,0.195657,[12 19] ; [12 15],[12.82758621 18.17241379] ; [11.17241379 15.82758621],0
n3,1,0.67329,0.177778,[8 4] ; [7 5],[7.5 4.5] ; [7.5 4.5],0
b1,1,0.703651,0.144702,[18 13] ; [17 10],[18.70689655 12.29310345] ; [16.29310345 10.70689655],0
v2,1,0.73251,0.116819,[ 9 21] ; [ 7 20],[ 8.42105263 21.57894737] ; [ 7.57894737 19.42105263],0
p3,1,0.750343,0.101243,[ 8 23] ; [ 6 21],[ 7.48275862 23.51724138] ; [ 6.51724138 20.48275862],0
p1,1,0.758658,0.094398,[ 3 28] ; [ 2 25],[ 2.67241379 28.32758621] ; [ 2.32758621 24.67241379],0
s1,1,0.758658,0.094398,[ 3 28] ; [ 2 25],[ 2.67241379 28.32758621] ; [ 2.32758621 24.67241379],0
b2,1,0.763307,0.090686,[ 5 12] ; [ 5 15],[ 4.59459459 12.40540541] ; [ 5.40540541 14.59459459],0
b3,1,0.763307,0.090686,[ 5 12] ; [ 5 15],[ 4.59459459 12.40540541] ; [ 5.40540541 14.59459459],0
s4,1,0.890329,0.019013,[ 5 26] ; [ 4 23],[ 4.81034483 26.18965517] ; [ 4.18965517 22.81034483],0
d2,1,0.960238,0.002485,[ 9 22] ; [ 8 19],[ 9.0862069 21.9137931] ; [ 7.9137931 19.0862069],0
d3,1,0.985507,0.00033,[15 16] ; [13 14],[14.96551724 16.03448276] ; [13.03448276 13.96551724],0
d1,1,0.99173,0.000107,[ 8 23] ; [ 7 20],[ 8.01724138 22.98275862] ; [ 6.98275862 20.01724138],0
