Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.000932,10.957957,[16 19] ; [222  83],[24.5 10.5] ; [213.5  91.5],1
v3,1,0.007188,7.225264,[ 5 29] ; [114 186],[12.11377246 21.88622754] ; [106.88622754 193.11377246],0
r2,1,0.010911,6.479759,[27  8] ; [274  27],[31.35416667  3.64583333] ; [269.64583333  31.35416667],0
n4,1,0.014468,5.980134,[25 10] ; [265  40],[29.85294118  5.14705882] ; [260.14705882  44.85294118],0
s6,1,0.027864,4.836455,[22 12] ; [135 166],[15.93432836 18.06567164] ; [141.06567164 159.93432836],0
d2,1,0.034649,4.462381,[10 25] ; [143 159],[15.89020772 19.10979228] ; [137.10979228 164.89020772],0
a4,1,0.043123,4.090593,[ 9 26] ; [131 170],[14.58333333 20.41666667] ; [125.41666667 175.58333333],0
a2,1,0.05851,3.579115,[ 3 32] ; [ 68 237],[ 7.30882353 27.69117647] ; [ 63.69117647 241.30882353],0
a8,1,0.062274,3.475767,[ 1 33] ; [ 39 232],[ 4.45901639 29.54098361] ; [ 35.54098361 235.45901639],0
r4,1,0.07346,3.20397,[25 10] ; [255  50],[28.82352941  6.17647059] ; [251.17647059  53.82352941],0
a3,1,0.082944,3.006249,[18 17] ; [200 102],[22.64094955 12.35905045] ; [195.35905045 106.64094955],0
d1,1,0.125322,2.349519,[13 22] ; [155 150],[17.29411765 17.70588235] ; [150.70588235 154.29411765],0
u1,1,0.14222,2.153774,[ 2 33] ; [ 45 260],[ 4.83823529 30.16176471] ; [ 42.16176471 262.83823529],0
b5,1,0.152267,2.049387,[16 19] ; [178 127],[19.97058824 15.02941176] ; [174.02941176 130.97058824],0
s5,1,0.193278,1.692449,[ 9 24] ; [ 54 247],[ 6.2245509 26.7754491] ; [ 56.7754491 244.2245509],0
b2,1,0.225248,1.470617,[ 4 13] ; [ 71 114],[ 6.31188119 10.68811881] ; [ 68.68811881 116.31188119],0
b3,1,0.225248,1.470617,[ 4 13] ; [ 71 114],[ 6.31188119 10.68811881] ; [ 68.68811881 116.31188119],0
d5,1,0.225594,1.468428,[24 11] ; [237  68],[26.86764706  8.13235294] ; [234.13235294  70.86764706],0
a5,1,0.251265,1.316255,[22 13] ; [220  85],[24.91176471 10.08823529] ; [217.08823529  87.91176471],0
a7,1,0.255307,1.294026,[20 15] ; [203 101],[23.02359882 11.97640118] ; [199.97640118 104.02359882],0
p5,1,0.271816,1.207557,[ 2 33] ; [ 36 266],[ 3.94658754 31.05341246] ; [ 34.05341246 267.94658754],0
u2,1,0.276694,1.183255,[ 6 11] ; [51 52],[8.075 8.925] ; [48.925 54.075],0
d3,1,0.300688,1.07114,[24 11] ; [181 123],[21.16519174 13.83480826] ; [183.83480826 120.16519174],0
s7,1,0.311208,1.025542,[ 7 28] ; [ 80 205],[ 9.515625 25.484375] ; [ 77.484375 207.515625],0
b1,1,0.325037,0.96857,[11 24] ; [122 183],[13.69117647 21.30882353] ; [119.30882353 185.69117647],0
r1,1,0.34346,0.897474,[23 12] ; [222  81],[25.36982249  9.63017751] ; [219.63017751  83.36982249],0
r3,1,0.37162,0.79824,[29  6] ; [267  36],[30.65088757  4.34911243] ; [265.34911243  37.65088757],0
v1,1,0.371723,0.797898,[15 20] ; [152 147],[17.5 17.5] ; [149.5 149.5],0
p4,1,0.474757,0.510883,[21 14] ; [162 140],[19.00593472 15.99406528] ; [163.99406528 138.00593472],0
b4,1,0.477405,0.504785,[18 17] ; [176 129],[19.97058824 15.02941176] ; [174.02941176 130.97058824],0
n3,1,0.500045,0.454841,[7 2] ; [50 25],[6.10714286 2.89285714] ; [50.89285714 24.10714286],0
p6,1,0.516626,0.420624,[12 23] ; [ 87 213],[10.34328358 24.65671642] ; [ 88.65671642 211.34328358],0
p12,1,0.527628,0.398957,[ 1 34] ; [ 16 284],[ 1.7761194 33.2238806] ; [ 15.2238806 284.7761194],0
a1,1,0.53912,0.377172,[ 1 34] ; [ 16 289],[ 1.75 33.25] ; [ 15.25 289.75],0
v2,1,0.53948,0.376505,[16 19] ; [149 142],[17.71472393 17.28527607] ; [147.28527607 143.71472393],0
n2,1,0.595845,0.281308,[7 2] ; [54 24],[6.31034483 2.68965517] ; [54.68965517 23.31034483],0
p9,1,0.633724,0.227045,[27  8] ; [240  58],[28.06306306  6.93693694] ; [238.93693694  59.06306306],0
p7,1,0.638002,0.221365,[22 13] ; [175 123],[20.70570571 14.29429429] ; [176.29429429 121.70570571],0
u3,1,0.673444,0.1776,[ 7 10] ; [49 56],[7.80327869 9.19672131] ; [48.19672131 56.80327869],0
p2,1,0.702753,0.145624,[28  7] ; [233  69],[27.10682493  7.89317507] ; [233.89317507  68.10682493],0
p3,1,0.705759,0.14255,[17 18] ; [137 166],[15.94674556 19.05325444] ; [138.05325444 164.94674556],0
n6,1,0.71382,0.134491,[29  6] ; [259  45],[29.73451327  5.26548673] ; [258.26548673  45.73451327],0
s1,1,0.734876,0.114682,[ 1 34] ; [  6 295],[ 0.72916667 34.27083333] ; [  6.27083333 294.72916667],0
v4,1,0.771075,0.084663,[31  4] ; [274  30],[31.48967552  3.51032448] ; [273.51032448  30.48967552],0
p8,1,0.773687,0.082688,[18 16] ; [149 147],[17.20606061 16.79393939] ; [149.79393939 146.20606061],0
s3,1,0.797849,0.065604,[ 9 26] ; [ 72 231],[ 8.38757396 26.61242604] ; [ 72.61242604 230.38757396],0
p11,1,0.815663,0.054348,[26  9] ; [232  73],[26.55882353  8.44117647] ; [231.44117647  73.55882353],0
d4,1,0.915509,0.011256,[25 10] ; [219  84],[25.26627219  9.73372781] ; [218.73372781  84.26627219],0
s8,1,0.934992,0.006653,[ 9 26] ; [ 76 227],[ 8.80177515 26.19822485] ; [ 76.19822485 226.80177515],0
p10,1,0.951961,0.003629,[27  8] ; [232  67],[27.14071856  7.85928144] ; [231.85928144  67.14071856],0
p1,1,0.955726,0.003082,[ 3 32] ; [ 27 278],[ 3.08823529 31.91176471] ; [ 26.91176471 278.08823529],0
n1,1,0.959624,0.002563,[4 5] ; [34 41],[4.07142857 4.92857143] ; [33.92857143 41.07142857],0
