Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,25.930656,[50 63] ; [ 28 141],[31.25531915 81.74468085] ; [ 46.74468085 122.25531915],1
r1,1,5e-06,20.680854,[89 25] ; [89 84],[70.70383275 43.29616725] ; [107.29616725  65.70383275],1
r3,1,0.000169,14.143761,[107   5] ; [137  35],[96.22535211 15.77464789] ; [147.77464789  24.22535211],1
r4,1,0.000646,11.63727,[98 16] ; [118  55],[85.79790941 28.20209059] ; [130.20209059  42.79790941],1
v1,1,0.001026,10.780191,[57 54] ; [ 54 116],[43.84697509 67.15302491] ; [ 67.15302491 102.84697509],0
p10,1,0.001822,9.721098,[83 27] ; [96 72],[70.82733813 39.17266187] ; [108.17266187  59.82733813],0
d3,1,0.003484,8.534705,[58 55] ; [ 58 113],[46.15492958 66.84507042] ; [ 69.84507042 101.15492958],0
p3,1,0.003859,8.348932,[54 58] ; [ 54 119],[42.44210526 69.55789474] ; [ 65.55789474 107.44210526],0
p9,1,0.006888,7.301846,[87 23] ; [108  61],[76.88172043 33.11827957] ; [118.11827957  50.88172043],0
p11,1,0.011248,6.425658,[88 26] ; [109  64],[78.25087108 35.74912892] ; [118.74912892  54.25087108],0
s1,1,0.011368,6.406804,[  1 110] ; [ 13 158],[  5.5106383 105.4893617] ; [  8.4893617 162.5106383],0
a5,1,0.014505,5.975666,[67 46] ; [77 96],[56.8951049 56.1048951] ; [87.1048951 85.8951049],0
p6,1,0.020398,5.377473,[35 76] ; [ 33 137],[26.86120996 84.13879004] ; [ 41.13879004 128.86120996],0
d2,1,0.02125,5.306191,[  9 105] ; [ 30 142],[15.54545455 98.45454545] ; [ 23.45454545 148.54545455],0
v4,1,0.022659,5.194424,[104   8] ; [143  28],[97.75265018 14.24734982] ; [149.24734982  21.75265018],0
p7,1,0.038465,4.284358,[66 44] ; [79 88],[57.58122744 52.41877256] ; [87.41877256 79.58122744],0
n6,1,0.038538,4.281139,[88 23] ; [117  55],[80.40636042 30.59363958] ; [124.59363958  47.40636042],0
r2,1,0.043842,4.062653,[102  10] ; [142  30],[96.22535211 15.77464789] ; [147.77464789  24.22535211],0
p4,1,0.049653,3.853144,[56 55] ; [ 66 105],[48.0212766 62.9787234] ; [73.9787234 97.0212766],0
a7,1,0.055392,3.670242,[79 34] ; [101  71],[71.36842105 41.63157895] ; [108.63157895  63.36842105],0
n3,1,0.056603,3.634237,[23  5] ; [30 19],[19.27272727  8.72727273] ; [33.72727273 15.27272727],0
