Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,3.8e-05,16.949469,[38 13] ; [27 46],[26.73387097 24.26612903] ; [38.26612903 34.73387097],1
n4,1,0.000328,12.903039,[51  1] ; [55 19],[43.74603175  8.25396825] ; [62.25396825 11.74603175],1
p7,1,0.000695,11.501423,[41  8] ; [40 34],[32.26829268 16.73170732] ; [48.73170732 25.26829268],1
v2,1,0.000942,10.938009,[36 15] ; [30 44],[26.928 24.072] ; [39.072 34.928],1
a1,1,0.005668,7.652872,[ 7 45] ; [ 1 74],[ 3.27559055 48.72440945] ; [ 4.72440945 70.27559055],0
p5,1,0.007082,7.251936,[13 38] ; [ 6 69],[ 7.69047619 43.30952381] ; [11.30952381 63.69047619],0
v4,1,0.009413,6.742781,[51  1] ; [62 12],[46.63492063  5.36507937] ; [66.36507937  7.63492063],0
s8,1,0.011742,6.349401,[34 18] ; [32 43],[27.02362205 24.97637795] ; [38.97637795 36.02362205],0
p9,1,0.015877,5.816403,[47  4] ; [55 18],[41.9516129  9.0483871] ; [60.0483871 12.9516129],0
p8,1,0.020641,5.35681,[32 16] ; [34 41],[25.75609756 22.24390244] ; [40.24390244 34.75609756],0
p10,1,0.030176,4.699263,[44  6] ; [53 21],[39.11290323 10.88709677] ; [57.88709677 16.11290323],0
p4,1,0.031072,4.648995,[35 14] ; [39 36],[29.24193548 19.75806452] ; [44.75806452 30.24193548],0
n5,1,0.050112,3.837708,[46  6] ; [55 19],[41.68253968 10.31746032] ; [59.31746032 14.68253968],0
s7,1,0.051785,3.782706,[32 16] ; [34 36],[26.84745763 21.15254237] ; [39.15254237 30.84745763],0
a2,1,0.05346,3.729488,[ 3 49] ; [13 62],[ 6.5511811 45.4488189] ; [ 9.4488189 65.5511811],0
p3,1,0.056948,3.624121,[32 18] ; [35 40],[26.8 23.2] ; [40.2 34.8],0
n3,1,0.077831,3.109615,[9 2] ; [11 11],[6.66666667 4.33333333] ; [13.33333333  8.66666667],0
n6,1,0.107108,2.596374,[47  5] ; [59 15],[43.74603175  8.25396825] ; [62.25396825 11.74603175],0
p2,1,0.117178,2.454641,[43  7] ; [55 19],[39.51612903 10.48387097] ; [58.48387097 15.51612903],0
u3,1,0.133918,2.246483,[2 5] ; [10  6],[3.65217391 3.34782609] ; [8.34782609 7.65217391],0
b5,1,0.153274,2.03936,[19 33] ; [37 38],[22.92913386 29.07086614] ; [33.07086614 41.92913386],0
a4,1,0.177587,1.8177,[29 23] ; [50 24],[32.6031746 19.3968254] ; [46.3968254 27.6031746],0
r4,1,0.206884,1.593096,[46  6] ; [60 15],[43.4015748  8.5984252] ; [62.5984252 12.4015748],0
p6,1,0.209368,1.575791,[24 25] ; [27 45],[20.65289256 28.34710744] ; [30.34710744 41.65289256],0
a3,1,0.257327,1.283083,[45  7] ; [59 16],[42.58267717  9.41732283] ; [61.41732283 13.58267717],0
s6,1,0.315019,1.009515,[37 15] ; [45 27],[34.38709677 17.61290323] ; [47.61290323 24.38709677],0
s2,1,0.316977,1.00138,[30 22] ; [36 38],[27.23809524 24.76190476] ; [38.76190476 35.23809524],0
p11,1,0.331992,0.941114,[42 10] ; [55 20],[39.71653543 12.28346457] ; [57.28346457 17.71653543],0
n1,1,0.39269,0.730595,[3 7] ; [11 13],[4.11764706 5.88235294] ; [ 9.88235294 14.11764706],0
r2,1,0.543706,0.368714,[45  4] ; [70  4],[45.81300813  3.18699187] ; [69.18699187  4.81300813],0
b1,1,0.627208,0.235865,[30 22] ; [40 35],[28.66141732 23.33858268] ; [41.33858268 33.66141732],0
u4,1,0.643999,0.213551,[ 3 49] ; [ 3 72],[ 2.45669291 49.54330709] ; [ 3.54330709 71.45669291],0
n2,1,0.655667,0.19883,[5 5] ; [14 10],[5.58823529 4.41176471] ; [13.41176471 10.58823529],0
a6,1,0.661726,0.191434,[20 32] ; [26 49],[18.83464567 33.16535433] ; [27.16535433 47.83464567],0
b4,1,0.69712,0.151485,[28 24] ; [43 32],[29.07086614 22.92913386] ; [41.92913386 33.07086614],0
p12,1,0.708302,0.139979,[ 2 48] ; [ 4 69],[ 2.43902439 47.56097561] ; [ 3.56097561 69.43902439],0
s1,1,0.718532,0.129904,[ 2 50] ; [ 2 72],[ 1.65079365 50.34920635] ; [ 2.34920635 71.65079365],0
r1,1,0.770978,0.084737,[40 12] ; [56 19],[39.30708661 12.69291339] ; [56.69291339 18.30708661],0
a5,1,0.771293,0.084497,[44  8] ; [62 13],[43.4015748  8.5984252] ; [62.5984252 12.4015748],0
d5,1,0.798641,0.065079,[50  1] ; [73  2],[49.78571429  1.21428571] ; [73.21428571  1.78571429],0
a8,1,0.831989,0.045008,[ 4 44] ; [ 7 67],[ 4.32786885 43.67213115] ; [ 6.67213115 67.32786885],0
u2,1,0.867258,0.027937,[4 3] ; [8 7],[3.81818182 3.18181818] ; [8.18181818 6.81818182],0
d2,1,0.885465,0.020749,[42 10] ; [59 15],[41.68253968 10.31746032] ; [59.31746032 14.68253968],0
s3,1,0.923643,0.009186,[29 22] ; [42 33],[28.73809524 22.26190476] ; [42.26190476 32.73809524],0
s5,1,0.946403,0.004519,[23 28] ; [32 38],[23.18181818 27.81818182] ; [31.81818182 38.18181818],0
b2,1,0.948578,0.004159,[14 19] ; [22 29],[14.14285714 18.85714286] ; [21.85714286 29.14285714],0
b3,1,0.948578,0.004159,[14 19] ; [22 29],[14.14285714 18.85714286] ; [21.85714286 29.14285714],0
r3,1,0.949521,0.004008,[48  4] ; [69  6],[47.90551181  4.09448819] ; [69.09448819  5.90551181],0
p1,1,0.949521,0.004008,[ 4 48] ; [ 6 69],[ 4.09448819 47.90551181] ; [ 5.90551181 69.09448819],0
s4,1,0.949766,0.003969,[11 41] ; [16 58],[11.14285714 40.85714286] ; [15.85714286 58.14285714],0
d3,1,0.952621,0.00353,[37 15] ; [53 22],[36.8503937 15.1496063] ; [53.1496063 21.8503937],0
u1,1,0.957386,0.002855,[ 5 47] ; [ 7 68],[ 4.91338583 47.08661417] ; [ 7.08661417 67.91338583],0
