Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.004638,8.015565,[14 24] ; [12  3],[18.64150943 19.35849057] ; [7.35849057 7.64150943],0
v1,1,0.011033,6.459997,[ 7 31] ; [8 7],[10.75471698 27.24528302] ; [ 4.24528302 10.75471698],0
p9,1,0.013284,6.13092,[17 19] ; [12  2],[20.88 15.12] ; [8.12 5.88],0
a4,1,0.018598,5.538893,[ 6 32] ; [7 8],[ 9.32075472 28.67924528] ; [ 3.67924528 11.32075472],0
s8,1,0.018598,5.538893,[ 6 32] ; [7 8],[ 9.32075472 28.67924528] ; [ 3.67924528 11.32075472],0
s3,1,0.022983,5.169814,[ 5 32] ; [6 8],[ 7.98039216 29.01960784] ; [ 3.01960784 10.98039216],0
v2,1,0.025284,5.004319,[10 27] ; [9 6],[13.51923077 23.48076923] ; [5.48076923 9.51923077],0
d4,1,0.031752,4.611843,[21 17] ; [13  2],[24.37735849 13.62264151] ; [9.62264151 5.37735849],0
p2,1,0.045862,3.986657,[19 19] ; [12  3],[22.22641509 15.77358491] ; [8.77358491 6.22641509],0
v3,1,0.046368,3.968191,[ 4 34] ; [ 5 10],[ 6.45283019 31.54716981] ; [ 2.54716981 12.45283019],0
s6,1,0.056703,3.631297,[12 26] ; [9 6],[15.05660377 22.94339623] ; [5.94339623 9.05660377],0
s2,1,0.067155,3.351235,[ 5 33] ; [5 9],[ 7.30769231 30.69230769] ; [ 2.69230769 11.30769231],0
p7,1,0.09539,2.780981,[11 27] ; [8 7],[13.62264151 24.37735849] ; [5.37735849 9.62264151],0
p10,1,0.103722,2.647362,[17 20] ; [10  4],[19.58823529 17.41176471] ; [7.41176471 6.58823529],0
a3,1,0.1259,2.342342,[16 21] ; [10  5],[18.5 18.5] ; [7.5 7.5],0
p12,1,0.128827,2.306585,[ 1 37] ; [ 2 13],[ 2.1509434 35.8490566] ; [ 0.8490566 14.1509434],0
b4,1,0.152767,2.044399,[28 10] ; [8 7],[25.81132075 12.18867925] ; [10.18867925  4.81132075],0
a5,1,0.176271,1.828789,[15 23] ; [9 6],[17.20754717 20.79245283] ; [6.79245283 8.20754717],0
a6,1,0.199786,1.643935,[13 25] ; [8 7],[15.05660377 22.94339623] ; [5.94339623 9.05660377],0
a7,1,0.204876,1.607268,[18 20] ; [10  5],[20.0754717 17.9245283] ; [7.9245283 7.0754717],0
s5,1,0.210233,1.569821,[ 3 35] ; [ 3 12],[ 4.30188679 33.69811321] ; [ 1.69811321 13.30188679],0
p6,1,0.223973,1.478731,[ 3 34] ; [ 3 12],[ 4.26923077 32.73076923] ; [ 1.73076923 13.26923077],0
p11,1,0.225672,1.467933,[21 17] ; [11  4],[22.94339623 15.05660377] ; [9.05660377 5.94339623],0
d5,1,0.239763,1.381985,[16 22] ; [9 6],[17.9245283 20.0754717] ; [7.0754717 7.9245283],0
r4,1,0.242596,1.365444,[ 7 31] ; [ 5 10],[ 8.60377358 29.39622642] ; [ 3.39622642 11.60377358],0
u3,1,0.289471,1.122078,[ 4 18] ; [2 3],[ 4.88888889 17.11111111] ; [1.11111111 3.88888889],0
u2,1,0.295722,1.093388,[12 10] ; [4 1],[13.03703704  8.96296296] ; [2.96296296 2.03703704],0
n6,1,0.313732,1.014898,[19 18] ; [10  5],[20.63461538 16.36538462] ; [8.36538462 6.63461538],0
d1,1,0.34925,0.876181,[ 8 30] ; [ 5 10],[ 9.32075472 28.67924528] ; [ 3.67924528 11.32075472],0
p8,1,0.385668,0.752558,[ 9 29] ; [5 9],[10.23076923 27.76923077] ; [ 3.76923077 10.23076923],0
r3,1,0.443002,0.588494,[23 14] ; [11  4],[24.19230769 12.80769231] ; [9.80769231 5.19230769],0
b5,1,0.447874,0.576028,[21 17] ; [10  5],[22.22641509 15.77358491] ; [8.77358491 6.22641509],0
u1,1,0.487413,0.482233,[ 1 37] ; [ 1 14],[ 1.43396226 36.56603774] ; [ 0.56603774 14.43396226],0
v4,1,0.511219,0.431571,[19 19] ; [9 6],[20.0754717 17.9245283] ; [7.9245283 7.0754717],0
a1,1,0.541744,0.372317,[ 3 35] ; [ 2 13],[ 3.58490566 34.41509434] ; [ 1.41509434 13.58490566],0
n3,1,0.596613,0.280135,[11  7] ; [4 4],[10.38461538  7.61538462] ; [4.61538462 3.38461538],0
a8,1,0.614295,0.253968,[ 5 31] ; [ 1 11],[ 4.5 31.5] ; [ 1.5 10.5],0
r1,1,0.69217,0.156746,[13 25] ; [6 9],[13.62264151 24.37735849] ; [5.37735849 9.62264151],0
d2,1,0.754042,0.098166,[11 27] ; [ 5 10],[11.47169811 26.52830189] ; [ 4.52830189 10.47169811],0
p5,1,0.796513,0.066493,[ 2 36] ; [ 1 13],[ 2.19230769 35.80769231] ; [ 0.80769231 13.19230769],0
s7,1,0.815555,0.054413,[ 7 28] ; [ 3 10],[ 7.29166667 27.70833333] ; [ 2.70833333 10.29166667],0
n1,1,0.876697,0.024074,[ 4 14] ; [2 6],[ 4.15384615 13.84615385] ; [1.84615385 6.15384615],0
a2,1,0.87882,0.023246,[ 3 35] ; [ 1 14],[ 2.86792453 35.13207547] ; [ 1.13207547 13.86792453],0
s1,1,0.87882,0.023246,[ 3 35] ; [ 1 14],[ 2.86792453 35.13207547] ; [ 1.13207547 13.86792453],0
b1,1,0.888568,0.019633,[22 16] ; [9 6],[22.22641509 15.77358491] ; [8.77358491 6.22641509],0
n4,1,0.96323,0.002125,[20 18] ; [8 7],[20.0754717 17.9245283] ; [7.9245283 7.0754717],0
n5,1,0.971849,0.001245,[23 15] ; [9 6],[22.94339623 15.05660377] ; [9.05660377 5.94339623],0
n2,1,1.0,0.0,[9 9] ; [4 4],[9. 9.] ; [4. 4.],0
