Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,77.604861,[222  98] ; [21 83],[183.39622642 136.60377358] ; [59.60377358 44.39622642],1
s3,1,0.0,63.740388,[226  92] ; [28 76],[191.4028436 126.5971564] ; [62.5971564 41.4028436],1
s7,1,0.0,40.399588,[208  96] ; [32 67],[181.04218362 122.95781638] ; [58.95781638 40.04218362],1
s5,1,0.0,32.442835,[147 167] ; [16 88],[122.44497608 191.55502392] ; [40.55502392 63.44497608],1
s8,1,0.0,29.614971,[194 126] ; [32 74],[169.76525822 150.23474178] ; [56.23474178 49.76525822],1
r4,1,0.000112,14.927783,[307  15] ; [89 17],[297.92523364  24.07476636] ; [98.07476636  7.92523364],1
r3,1,0.001376,10.238148,[312   9] ; [95 11],[305.96487119  15.03512881] ; [101.03512881   4.96487119],0
r1,1,0.002447,9.179679,[277  44] ; [78 28],[266.8735363  54.1264637] ; [88.1264637 17.8735363],0
r2,1,0.012505,6.237777,[307  13] ; [93 11],[301.88679245  18.11320755] ; [98.11320755  5.88679245],0
s4,1,0.013803,6.063222,[ 63 254] ; [10 96],[ 54.70685579 262.29314421] ; [18.29314421 87.70685579],0
d4,1,0.016594,5.738811,[277  44] ; [81 25],[269.12880562  51.87119438] ; [88.87119438 17.12880562],0
p5,1,0.01955,5.451673,[ 67 253] ; [11 92],[ 59.0070922 260.9929078] ; [18.9929078 84.0070922],0
p12,1,0.024361,5.068767,[ 40 281] ; [  5 101],[ 33.82903981 287.17096019] ; [11.17096019 94.82903981],0
u1,1,0.025108,5.016434,[ 79 243] ; [15 91],[ 70.71962617 251.28037383] ; [23.28037383 82.71962617],0
d3,1,0.051354,3.796688,[241  81] ; [69 37],[233.22429907  88.77570093] ; [76.77570093 29.22429907],0
p6,1,0.052214,3.768906,[168 150] ; [44 61],[159.37588652 158.62411348] ; [52.62411348 52.37588652],0
n4,1,0.066729,3.361697,[295  26] ; [91 15],[290.17798595  30.82201405] ; [95.82201405 10.17798595],0
p2,1,0.0676,3.340367,[297  24] ; [91 14],[292.36619718  28.63380282] ; [95.63380282  9.36619718],0
n6,1,0.079403,3.077069,[301  20] ; [93 12],[296.88732394  24.11267606] ; [97.11267606  7.88732394],0
p9,1,0.087205,2.925218,[296  25] ; [91 14],[291.61267606  29.38732394] ; [95.38732394  9.61267606],0
d5,1,0.090399,2.867257,[279  42] ; [85 21],[273.63934426  47.36065574] ; [90.36065574 15.63934426],0
d1,1,0.095211,2.783986,[217 105] ; [62 44],[209.90186916 112.09813084] ; [69.09813084 36.90186916],0
u4,1,0.098289,2.733084,[ 14 308] ; [  1 105],[ 11.28504673 310.71495327] ; [  3.71495327 102.28504673],0
v4,1,0.11122,2.536797,[311  10] ; [99  7],[308.22014052  12.77985948] ; [101.77985948   4.22014052],0
a1,1,0.214335,1.541899,[ 19 303] ; [  3 103],[ 16.55140187 305.44859813] ; [  5.44859813 100.55140187],0
a3,1,0.224033,1.478349,[246  76] ; [74 31],[241.31147541  80.68852459] ; [78.68852459 26.31147541],0
b2,1,0.250828,1.318688,[ 81 125] ; [33 37],[ 85.08695652 120.91304348] ; [28.91304348 41.08695652],0
b3,1,0.250828,1.318688,[ 81 125] ; [33 37],[ 85.08695652 120.91304348] ; [28.91304348 41.08695652],0
d2,1,0.252138,1.311417,[178 143] ; [52 54],[172.90398126 148.09601874] ; [57.09601874 48.90398126],0
p11,1,0.254829,1.296634,[271  51] ; [94 12],[274.60280374  47.39719626] ; [90.39719626 15.60280374],0
n3,1,0.268155,1.226159,[34 17] ; [16  4],[35.91549296 15.08450704] ; [14.08450704  5.91549296],0
a8,1,0.276113,1.186123,[ 43 251] ; [ 9 80],[ 39.91644909 254.08355091] ; [12.08355091 76.91644909],0
u2,1,0.329315,0.951589,[47 29] ; [16 15],[44.74766355 31.25233645] ; [18.25233645 12.74766355],0
b1,1,0.404074,0.696169,[125 197] ; [46 60],[128.64953271 193.35046729] ; [42.35046729 63.64953271],0
a2,1,0.412705,0.670996,[ 89 233] ; [25 81],[ 85.76635514 236.23364486] ; [28.23364486 77.76635514],0
p7,1,0.416727,0.659527,[237  80] ; [75 31],[233.81560284  83.18439716] ; [78.18439716 27.81560284],0
u3,1,0.476215,0.507519,[46 30] ; [17 15],[44.33333333 31.66666667] ; [18.66666667 13.33333333],0
p3,1,0.498071,0.459044,[223  99] ; [69 36],[220.19672131 101.80327869] ; [71.80327869 33.19672131],0
a6,1,0.638908,0.220173,[220 102] ; [75 31],[221.93925234 100.06074766] ; [73.06074766 32.93925234],0
a4,1,0.65396,0.200943,[162 158] ; [51 55],[160. 160.] ; [53. 53.],0
n2,1,0.654548,0.200214,[39 13] ; [16  4],[39.72222222 12.27777778] ; [15.27777778  4.72222222],0
b4,1,0.704158,0.144183,[186 136] ; [59 47],[184.32242991 137.67757009] ; [60.67757009 45.32242991],0
v2,1,0.71058,0.137698,[190 125] ; [60 43],[188.39712919 126.60287081] ; [61.60287081 41.39712919],0
v1,1,0.764775,0.08953,[202 113] ; [65 39],[200.72792363 114.27207637] ; [66.27207637 37.72792363],0
a7,1,0.78945,0.071302,[235  86] ; [79 27],[236.05152225  84.94847775] ; [77.94847775 28.05152225],0
b5,1,0.790345,0.070683,[187 135] ; [60 46],[185.8271028 136.1728972] ; [61.1728972 44.8271028],0
a5,1,0.79282,0.068985,[253  69] ; [82 24],[252.03271028  69.96728972] ; [82.96728972 23.03271028],0
p8,1,0.840784,0.040357,[212 107] ; [68 36],[211.15839243 107.84160757] ; [68.84160757 35.15839243],0
s1,1,0.870643,0.026518,[ 11 306] ; [  4 101],[ 11.26777251 305.73222749] ; [  3.73222749 101.26777251],0
p1,1,0.872618,0.025707,[ 32 289] ; [10 96],[ 31.57377049 289.42622951] ; [10.42622951 95.57377049],0
n1,1,0.957806,0.002799,[25 27] ; [ 9 10],[24.90140845 27.09859155] ; [9.09859155 9.90140845],0
p10,1,0.959992,0.002516,[284  36] ; [93 12],[283.85882353  36.14117647] ; [93.14117647 11.85882353],0
v3,1,0.963569,0.002086,[139 171] ; [46 56],[139.19902913 170.80097087] ; [45.80097087 56.19902913],0
