Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1e-06,24.146511,[53 30] ; [ 85 170],[33.88757396 49.11242604] ; [104.11242604 150.88757396],1
p4,1,1e-06,23.428057,[57 28] ; [ 95 162],[37.77777778 47.22222222] ; [114.22222222 142.77777778],1
s7,1,8e-06,19.933971,[55 25] ; [ 99 148],[37.67584098 42.32415902] ; [116.32415902 130.67584098],1
p2,1,0.000326,12.914736,[73 12] ; [168  89],[59.89766082 25.10233918] ; [181.10233918  75.89766082],1
s8,1,0.001041,10.753198,[46 39] ; [ 88 170],[33.20699708 51.79300292] ; [100.79300292 157.20699708],0
p9,1,0.00303,8.789542,[74 11] ; [181  74],[63.75 21.25] ; [191.25  63.75],0
v2,1,0.00671,7.349035,[53 29] ; [117 130],[42.37082067 39.62917933] ; [127.62917933 119.37082067],0
u1,1,0.007251,7.20979,[26 59] ; [ 44 214],[17.34693878 67.65306122] ; [ 52.65306122 205.34693878],0
s2,1,0.007548,7.137742,[51 33] ; [112 143],[40.38938053 43.61061947] ; [122.61061947 132.38938053],0
a2,1,0.010712,6.512421,[31 54] ; [ 58 200],[22.05539359 62.94460641] ; [ 66.94460641 191.05539359],0
n6,1,0.010778,6.501523,[77  8] ; [200  56],[69.04692082 15.95307918] ; [207.95307918  48.04692082],0
v1,1,0.023292,5.146607,[47 36] ; [104 142],[38.09422492 44.90577508] ; [112.90577508 133.09422492],0
u2,1,0.025226,5.008277,[16  5] ; [36 38],[11.49473684  9.50526316] ; [40.50526316 33.49473684],0
s6,1,0.026814,4.902751,[61 23] ; [152 105],[52.46920821 31.53079179] ; [160.53079179  96.46920821],0
n2,1,0.027095,4.884722,[13 12] ; [53 17],[17.36842105  7.63157895] ; [48.63157895 21.36842105],0
s5,1,0.032442,4.574992,[28 49] ; [ 60 190],[20.72171254 56.27828746] ; [ 67.27828746 182.72171254],0
u3,1,0.034808,4.454545,[15  6] ; [35 42],[10.71428571 10.28571429] ; [39.28571429 37.71428571],0
b3,1,0.046856,3.950534,[30 27] ; [ 64 106],[23.60352423 33.39647577] ; [70.39647577 99.60352423],0
b2,1,0.046856,3.950534,[30 27] ; [ 64 106],[23.60352423 33.39647577] ; [70.39647577 99.60352423],0
p10,1,0.05245,3.761361,[67 17] ; [176  80],[60.03529412 23.96470588] ; [182.96470588  73.03529412],0
r3,1,0.060289,3.529412,[81  4] ; [225  30],[76.5  8.5] ; [229.5  25.5],0
p3,1,0.063132,3.453139,[39 46] ; [ 89 168],[31.8128655 53.1871345] ; [ 96.1871345 160.8128655],0
a6,1,0.06551,3.392081,[65 20] ; [169  88],[58.15789474 26.84210526] ; [175.84210526  81.15789474],0
a7,1,0.101956,2.67467,[64 21] ; [169  88],[57.90935673 27.09064327] ; [175.09064327  81.90935673],0
d1,1,0.107169,2.595472,[53 32] ; [135 123],[46.58892128 38.41107872] ; [141.41107872 116.58892128],0
a4,1,0.109351,2.563578,[48 36] ; [121 136],[41.63049853 42.36950147] ; [127.36950147 129.63049853],0
v4,1,0.122411,2.386197,[79  6] ; [222  34],[75.02932551  9.97067449] ; [225.97067449  30.02932551],0
d3,1,0.142991,2.145476,[61 24] ; [162  95],[55.42397661 29.57602339] ; [167.57602339  89.42397661],0
s3,1,0.143966,2.135044,[52 32] ; [134 120],[46.22485207 37.77514793] ; [139.77514793 114.22485207],0
b5,1,0.15292,2.042883,[60 25] ; [160  98],[54.51895044 30.48104956] ; [165.48104956  92.51895044],0
a8,1,0.158784,1.98577,[ 7 68] ; [ 37 196],[10.71428571 64.28571429] ; [ 33.28571429 199.71428571],0
r2,1,0.174076,1.847485,[80  4] ; [229  24],[77.02077151  6.97922849] ; [231.97922849  21.02077151],0
s4,1,0.199849,1.643481,[ 8 75] ; [ 39 217],[11.50737463 71.49262537] ; [ 35.49262537 220.50737463],0
d2,1,0.221921,1.491904,[49 36] ; [127 127],[44.12979351 40.87020649] ; [131.87020649 122.12979351],0
p12,1,0.247399,1.33793,[ 3 82] ; [ 18 239],[ 5.21929825 79.78070175] ; [ 15.78070175 241.21929825],0
a1,1,0.250238,1.321977,[ 3 82] ; [ 18 240],[ 5.20408163 79.79591837] ; [ 15.79591837 242.20408163],0
a5,1,0.254942,1.296019,[66 19] ; [184  74],[61.95335277 23.04664723] ; [188.04664723  69.95335277],0
r4,1,0.308045,1.039039,[73 12] ; [209  49],[69.88338192 15.11661808] ; [212.11661808  45.88338192],0
n3,1,0.36407,0.823806,[20  5] ; [48 20],[18.27956989  6.72043011] ; [49.72043011 18.27956989],0
n1,1,0.381256,0.766647,[ 9 15] ; [33 36],[10.83870968 13.16129032] ; [31.16129032 37.83870968],0
a3,1,0.388257,0.744394,[64 21] ; [181  76],[60.89181287 24.10818713] ; [184.10818713  72.89181287],0
d5,1,0.403118,0.699006,[71 14] ; [204  53],[68.34795322 16.65204678] ; [206.65204678  50.34795322],0
d4,1,0.405516,0.691909,[70 15] ; [200  56],[67.30205279 17.69794721] ; [202.69794721  53.30205279],0
p1,1,0.434558,0.61061,[ 7 78] ; [ 15 242],[ 5.46783626 79.53216374] ; [ 16.53216374 240.46783626],0
b4,1,0.474885,0.510586,[48 37] ; [157 101],[50.80174927 34.19825073] ; [154.19825073 103.80174927],0
p11,1,0.588672,0.292423,[58 27] ; [184  74],[59.97084548 25.02915452] ; [182.02915452  75.97084548],0
n5,1,0.623697,0.240706,[67 18] ; [208  48],[68.5483871 16.4516129] ; [206.4516129  49.5483871],0
b1,1,0.759909,0.093391,[33 52] ; [105 153],[34.19825073 50.80174927] ; [103.80174927 154.19825073],0
p5,1,0.768732,0.086456,[ 4 81] ; [ 14 239],[ 4.52662722 80.47337278] ; [ 13.47337278 239.52662722],0
r1,1,0.798737,0.065016,[65 20] ; [193  64],[64.12280702 20.87719298] ; [193.87719298  63.12280702],0
s1,1,0.971853,0.001245,[ 4 79] ; [ 12 242],[ 3.94065282 79.05934718] ; [ 12.05934718 241.94065282],0
v3,1,0.980626,0.00059,[30 52] ; [ 90 155],[30.09174312 51.90825688] ; [ 89.90825688 155.09174312],0
