Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1.8e-05,18.411246,[105  33] ; [15 23],[94.09090909 43.90909091] ; [25.90909091 12.09090909],1
p2,1,2.5e-05,17.779606,[126  16] ; [24 16],[117.03296703  24.96703297] ; [32.96703297  7.03296703],1
u2,1,0.01308,6.158272,[29 17] ; [2 8],[25.46428571 20.53571429] ; [5.53571429 4.46428571],0
p5,1,0.032428,4.575723,[ 27 115] ; [ 2 38],[ 22.62637363 119.37362637] ; [ 6.37362637 33.62637363],0
s7,1,0.040308,4.204888,[73 58] ; [14 24],[67.43786982 63.56213018] ; [19.56213018 18.43786982],0
p6,1,0.047411,3.930745,[69 73] ; [12 27],[63.54696133 78.45303867] ; [17.45303867 21.54696133],0
n6,1,0.048503,3.89248,[121  20] ; [29 11],[116.85082873  24.14917127] ; [33.14917127  6.85082873],0
p11,1,0.055222,3.675365,[113  29] ; [26 14],[108.45054945  33.54945055] ; [30.54945055  9.45054945],0
s3,1,0.055403,3.669909,[90 50] ; [19 21],[84.77777778 55.22222222] ; [24.22222222 15.77777778],0
n5,1,0.073108,3.211828,[102  39] ; [23 17],[97.37569061 43.62430939] ; [27.62430939 12.37569061],0
r1,1,0.091814,2.842279,[113  28] ; [27 13],[109.06077348  31.93922652] ; [30.93922652  9.06077348],0
n2,1,0.092411,2.831871,[20 14] ; [8 1],[22.13953488 11.86046512] ; [5.86046512 3.13953488],0
d3,1,0.112614,2.517153,[94 48] ; [21 19],[89.72527473 52.27472527] ; [25.27472527 14.72527473],0
s5,1,0.127532,2.322287,[53 84] ; [ 9 27],[49.0982659 87.9017341] ; [12.9017341 23.0982659],0
s4,1,0.135028,2.233727,[ 33 108] ; [ 5 35],[ 29.60220994 111.39779006] ; [ 8.39779006 31.60220994],0
r3,1,0.143696,2.137922,[132   8] ; [35  5],[129.88888889  10.11111111] ; [37.11111111  2.88888889],0
r2,1,0.157593,1.997172,[127  13] ; [39  1],[129.11111111  10.88888889] ; [36.88888889  3.11111111],0
s2,1,0.163446,1.942052,[74 67] ; [16 24],[70.11049724 70.88950276] ; [19.88950276 20.11049724],0
p10,1,0.172427,1.861712,[113  28] ; [28 12],[109.83977901  31.16022099] ; [31.16022099  8.83977901],0
p9,1,0.176077,1.830431,[119  23] ; [29 10],[116.11049724  25.88950276] ; [31.88950276  7.11049724],0
b1,1,0.188956,1.725737,[58 84] ; [21 19],[61.63736264 80.36263736] ; [17.36263736 22.63736264],0
p12,1,0.207268,1.590407,[ 12 130] ; [ 1 38],[ 10.19889503 131.80110497] ; [ 2.80110497 36.19889503],0
p8,1,0.211371,1.562009,[92 50] ; [21 18],[88.6519337 53.3480663] ; [24.3480663 14.6519337],0
a4,1,0.224575,1.474897,[65 77] ; [14 26],[61.63736264 80.36263736] ; [17.36263736 22.63736264],0
a7,1,0.246088,1.345377,[99 43] ; [24 16],[95.96703297 46.03296703] ; [27.03296703 12.96703297],0
b5,1,0.249003,1.328887,[67 75] ; [23 17],[70.21978022 71.78021978] ; [19.78021978 20.21978022],0
