Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1.8e-05,18.411246,[105  33] ; [15 23],[94.09090909 43.90909091] ; [25.90909091 12.09090909],1
b4,1,0.264922,1.242851,[85 57] ; [20 20],[81.92307692 60.07692308] ; [23.07692308 16.92307692],0
v4,1,0.33173,0.942131,[133   8] ; [36  4],[131.6519337   9.3480663] ; [37.3480663  2.6519337],0
n3,1,0.33211,0.940652,[25  9] ; [8 1],[26.09302326  7.90697674] ; [6.90697674 2.09302326],0
a3,1,0.370778,0.801056,[96 46] ; [30 10],[98.30769231 43.69230769] ; [27.69230769 12.30769231],0
a6,1,0.405013,0.693391,[93 49] ; [29 11],[95.18681319 46.81318681] ; [26.81318681 13.18681319],0
v3,1,0.407802,0.685199,[40 98] ; [14 25],[42.10169492 95.89830508] ; [11.89830508 27.10169492],0
s8,1,0.408972,0.681786,[61 80] ; [14 25],[58.75 82.25] ; [16.25 22.75],0
b2,1,0.44822,0.575149,[29 57] ; [ 7 20],[27.39823009 58.60176991] ; [ 8.60176991 18.39823009],0
b3,1,0.44822,0.575149,[29 57] ; [ 7 20],[27.39823009 58.60176991] ; [ 8.60176991 18.39823009],0
d5,1,0.513799,0.426322,[110  32] ; [29 11],[108.45054945  33.54945055] ; [30.54945055  9.45054945],0
u1,1,0.552549,0.35277,[ 26 116] ; [ 9 31],[ 27.30769231 114.69230769] ; [ 7.69230769 32.30769231],0
d1,1,0.580663,0.305164,[78 64] ; [20 20],[76.46153846 65.53846154] ; [21.53846154 18.46153846],0
p7,1,0.636765,0.222998,[104  37] ; [28 12],[102.82872928  38.17127072] ; [29.17127072 10.82872928],0
a2,1,0.664877,0.187653,[ 33 109] ; [ 8 32],[ 31.98901099 110.01098901] ; [ 9.01098901 30.98901099],0
p1,1,0.714821,0.133509,[ 21 121] ; [ 5 35],[ 20.28571429 121.71428571] ; [ 5.71428571 34.28571429],0
d2,1,0.728051,0.120909,[70 72] ; [18 21],[69.03867403 72.96132597] ; [18.96132597 20.03867403],0
a1,1,0.753767,0.098392,[  9 133] ; [ 2 38],[  8.58241758 133.41758242] ; [ 2.41758242 37.58241758],0
a5,1,0.783961,0.075164,[106  36] ; [29 11],[105.32967033  36.67032967] ; [29.67032967 10.32967033],0
n1,1,0.819814,0.051885,[10 24] ; [3 6],[10.27906977 23.72093023] ; [2.72093023 6.27906977],0
v2,1,0.912442,0.012091,[60 78] ; [17 23],[59.69662921 78.30337079] ; [17.30337079 22.69662921],0
r4,1,0.927879,0.008193,[125  17] ; [35  5],[124.83516484  17.16483516] ; [35.16483516  4.83516484],0
d4,1,0.928085,0.008146,[111  31] ; [31  9],[110.79120879  31.20879121] ; [31.20879121  8.79120879],0
n4,1,0.928085,0.008146,[111  31] ; [31  9],[110.79120879  31.20879121] ; [31.20879121  8.79120879],0
u3,1,0.949309,0.004042,[23 22] ; [5 5],[22.90909091 22.09090909] ; [5.09090909 4.90909091],0
a8,1,0.962759,0.00218,[ 13 117] ; [ 4 35],[ 13.07692308 116.92307692] ; [ 3.92307692 35.07692308],0
