Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,28.905971,[37 22] ; [28 98],[20.72972973 38.27027027] ; [44.27027027 81.72972973],1
s6,1,1e-05,19.516686,[48 13] ; [58 72],[33.85340314 27.14659686] ; [72.14659686 57.85340314],1
s2,1,7.3e-05,15.720404,[37 24] ; [40 91],[24.46354167 36.53645833] ; [52.53645833 78.46354167],1
s3,1,9.2e-05,15.286946,[40 21] ; [46 84],[27.46596859 33.53403141] ; [58.53403141 71.46596859],1
a8,1,0.000337,12.851704,[10 47] ; [  3 117],[ 4.18644068 52.81355932] ; [  8.81355932 111.18644068],1
p2,1,0.000751,11.357987,[57  4] ; [93 36],[48.15789474 12.84210526] ; [101.84210526  27.15789474],1
p9,1,0.000826,11.181384,[54  6] ; [86 42],[44.68085106 15.31914894] ; [95.31914894 32.68085106],1
u1,1,0.003901,8.329345,[15 46] ; [ 12 120],[ 8.53367876 52.46632124] ; [ 18.46632124 113.53367876],0
p10,1,0.003924,8.318731,[49 10] ; [80 49],[40.48404255 18.51595745] ; [88.51595745 40.48404255],0
p3,1,0.013816,6.061533,[30 31] ; [40 90],[22.35602094 38.64397906] ; [47.64397906 82.35602094],0
p7,1,0.014097,6.025924,[38 20] ; [60 70],[30.23404255 27.76595745] ; [67.76595745 62.23404255],0
u2,1,0.01947,5.458818,[14  3] ; [25 25],[9.89552239 7.10447761] ; [29.10447761 20.89552239],0
r4,1,0.019534,5.453064,[56  5] ; [103  29],[50.25388601 10.74611399] ; [108.74611399  23.25388601],0
p6,1,0.032385,4.577994,[21 38] ; [ 27 102],[15.06382979 43.93617021] ; [32.93617021 96.06382979],0
s5,1,0.042886,4.099904,[21 37] ; [28 99],[15.36216216 42.63783784] ; [33.63783784 93.36216216],0
u3,1,0.047494,3.92781,[15  3] ; [28 21],[11.55223881  6.44776119] ; [31.44776119 17.55223881],0
p4,1,0.048561,3.890472,[33 28] ; [51 80],[26.6875 34.3125] ; [57.3125 73.6875],0
p11,1,0.055804,3.657894,[46 15] ; [81 51],[40.13989637 20.86010363] ; [86.86010363 45.13989637],0
a1,1,0.060582,3.521379,[ 4 57] ; [  2 130],[ 1.89637306 59.10362694] ; [  4.10362694 127.89637306],0
d2,1,0.073375,3.205864,[30 31] ; [47 85],[24.33678756 36.66321244] ; [52.66321244 79.33678756],0
n4,1,0.073977,3.192506,[29 32] ; [45 87],[23.38860104 37.61139896] ; [50.61139896 81.38860104],0
