Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,4e-06,21.464729,[5 5] ; [60  2],[9.02777778 0.97222222] ; [55.97222222  6.02777778],1
p11,1,0.020795,5.343887,[4 6] ; [47 15],[7.08333333 2.91666667] ; [43.91666667 18.08333333],0
p7,1,0.032312,4.581885,[4 6] ; [45 16],[6.90140845 3.09859155] ; [42.09859155 18.90140845],0
b1,1,0.053889,3.716129,[6 4] ; [18 44],[3.33333333 6.66666667] ; [20.66666667 41.33333333],0
p8,1,0.056782,3.628968,[2 8] ; [31 28],[4.7826087 5.2173913] ; [28.2173913 30.7826087],0
d1,1,0.090102,2.872543,[4 6] ; [42 20],[6.38888889 3.61111111] ; [39.61111111 22.38888889],0
p6,1,0.103598,2.649265,[2 8] ; [29 32],[4.36619718 5.63380282] ; [26.63380282 34.36619718],0
d3,1,0.10777,2.586621,[6 4] ; [51 11],[7.91666667 2.08333333] ; [49.08333333 12.91666667],0
s3,1,0.193954,1.687325,[8 1] ; [42 20],[6.33802817 2.66197183] ; [43.66197183 18.33802817],0
b5,1,0.21801,1.517419,[8 2] ; [37 25],[6.25 3.75] ; [38.75 23.25],0
b3,1,0.283076,1.152263,[2 3] ; [ 6 26],[1.08108108 3.91891892] ; [ 6.91891892 25.08108108],0
b2,1,0.283076,1.152263,[2 3] ; [ 6 26],[1.08108108 3.91891892] ; [ 6.91891892 25.08108108],0
n1,1,0.287495,1.131313,[1 2] ; [ 1 10],[0.42857143 2.57142857] ; [1.57142857 9.42857143],0
b4,1,0.291975,1.11049,[8 2] ; [39 23],[6.52777778 3.47222222] ; [40.47222222 21.52777778],0
v1,1,0.305988,1.047914,[4 6] ; [35 26],[5.49295775 4.50704225] ; [33.50704225 27.49295775],0
r3,1,0.319835,0.989621,[9 1] ; [60  2],[9.58333333 0.41666667] ; [59.41666667  2.58333333],0
a1,1,0.319835,0.989621,[1 9] ; [ 2 60],[0.41666667 9.58333333] ; [ 2.58333333 59.41666667],0
r4,1,0.335115,0.929032,[8 2] ; [56  6],[8.88888889 1.11111111] ; [55.11111111  6.88888889],0
d4,1,0.335115,0.929032,[8 2] ; [56  6],[8.88888889 1.11111111] ; [55.11111111  6.88888889],0
p2,1,0.352423,0.864715,[6 4] ; [46 16],[7.22222222 2.77777778] ; [44.77777778 17.22222222],0
s7,1,0.397378,0.716246,[7 3] ; [34 27],[5.77464789 4.22535211] ; [35.22535211 25.77464789],0
v3,1,0.400087,0.708066,[3 6] ; [29 31],[4.17391304 4.82608696] ; [27.82608696 32.17391304],0
u3,1,0.413247,0.669439,[1 2] ; [10  7],[1.65 1.35] ; [9.35 7.65],0
a5,1,0.416669,0.659691,[6 4] ; [45 17],[7.08333333 2.91666667] ; [43.91666667 18.08333333],0
p3,1,0.437445,0.602974,[4 6] ; [33 29],[5.13888889 4.86111111] ; [31.86111111 30.13888889],0
r1,1,0.441783,0.591647,[7 3] ; [50 12],[7.91666667 2.08333333] ; [49.08333333 12.91666667],0
n6,1,0.452642,0.564028,[8 2] ; [54  7],[8.73239437 1.26760563] ; [53.26760563  7.73239437],0
a4,1,0.495521,0.464516,[6 4] ; [30 32],[5. 5.] ; [31. 31.],0
a6,1,0.499348,0.456321,[5 5] ; [38 24],[5.97222222 4.02777778] ; [37.02777778 24.97222222],0
p1,1,0.508481,0.437192,[1 9] ; [ 3 59],[0.55555556 9.44444444] ; [ 3.44444444 58.55555556],0
v4,1,0.508481,0.437192,[9 1] ; [59  3],[9.44444444 0.55555556] ; [58.55555556  3.44444444],0
a2,1,0.523776,0.406452,[3 7] ; [13 49],[2.22222222 7.77777778] ; [13.77777778 48.22222222],0
a8,1,0.530905,0.392659,[1 5] ; [ 5 52],[0.57142857 5.42857143] ; [ 5.42857143 51.57142857],0
s2,1,0.542921,0.370153,[7 2] ; [42 20],[6.21126761 2.78873239] ; [42.78873239 19.21126761],0
d5,1,0.654667,0.200067,[8 2] ; [53  9],[8.47222222 1.52777778] ; [52.52777778  9.47222222],0
d2,1,0.689922,0.15917,[6 4] ; [33 29],[5.41666667 4.58333333] ; [33.58333333 28.41666667],0
u1,1,0.772,0.083961,[2 8] ; [15 47],[2.36111111 7.63888889] ; [14.63888889 47.36111111],0
a7,1,0.772,0.083961,[8 2] ; [47 15],[7.63888889 2.36111111] ; [47.36111111 14.63888889],0
r2,1,0.837184,0.042229,[9 1] ; [57  5],[9.16666667 0.83333333] ; [56.83333333  5.16666667],0
a3,1,0.865739,0.028586,[7 3] ; [45 17],[7.22222222 2.77777778] ; [44.77777778 17.22222222],0
n5,1,0.88699,0.020196,[7 3] ; [42 20],[6.80555556 3.19444444] ; [42.19444444 19.80555556],0
u2,1,0.94766,0.004309,[1 2] ; [ 6 11],[1.05 1.95] ; [ 5.95 11.05],0
n4,1,0.967217,0.001689,[7 3] ; [43 19],[6.94444444 3.05555556] ; [43.05555556 18.94444444],0
s5,1,0.973794,0.001079,[5 4] ; [32 25],[5.04545455 3.95454545] ; [31.95454545 25.04545455],0
p4,1,0.984601,0.000373,[6 4] ; [37 25],[5.97222222 4.02777778] ; [37.02777778 24.97222222],0
s8,1,1.0,0.0,[5 5] ; [31 31],[5. 5.] ; [31. 31.],0
